group,n_molecules,n_receptors,receptors,molecule,SMILES,InChIKey,odor_tags,n_tags,unique_tags
G46,7,1,Q8NGN6,SML0185,CC1([C@H]2CC=C([C@@H]1C2)C=O)C,KMRMUZKLFIEVAO-IUCAKERBSA-N,,0,alcoholic; aldehydic; apple; berry; cabbage; caramellic; cheesy; chocolate; cocoa; creamy; estery; ethereal; fatty; fishy; fruity; green; medicinal; onion; peach; powdery; pungent; radish; ripe; sulfurous; sweet; tomato; tropical; vegetable; winey
G46,7,1,Q8NGN6,SML0286,CC(C)CC=O,YGHRJJRRZDOVPD-UHFFFAOYSA-N,cheesy; pungent; fatty; chocolate; peach; green; aldehydic; fruity; ethereal; cocoa,10,alcoholic; aldehydic; apple; berry; cabbage; caramellic; cheesy; chocolate; cocoa; creamy; estery; ethereal; fatty; fishy; fruity; green; medicinal; onion; peach; powdery; pungent; radish; ripe; sulfurous; sweet; tomato; tropical; vegetable; winey
G46,7,1,Q8NGN6,SML0309,CSC,QMMFVYPAHWMCMS-UHFFFAOYSA-N,pungent; radish; cabbage; berry; fishy; sweet; onion; green; fruity; creamy; tomato; vegetable; sulfurous,13,alcoholic; aldehydic; apple; berry; cabbage; caramellic; cheesy; chocolate; cocoa; creamy; estery; ethereal; fatty; fishy; fruity; green; medicinal; onion; peach; powdery; pungent; radish; ripe; sulfurous; sweet; tomato; tropical; vegetable; winey
G46,7,1,Q8NGN6,SML0315,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,sweet; ethereal; alcoholic; medicinal,4,alcoholic; aldehydic; apple; berry; cabbage; caramellic; cheesy; chocolate; cocoa; creamy; estery; ethereal; fatty; fishy; fruity; green; medicinal; onion; peach; powdery; pungent; radish; ripe; sulfurous; sweet; tomato; tropical; vegetable; winey
G46,7,1,Q8NGN6,SML0316,CCC[C@H](CC(=O)OCC)O,LYRIITRHDCNUHV-SSDOTTSWSA-N,,0,alcoholic; aldehydic; apple; berry; cabbage; caramellic; cheesy; chocolate; cocoa; creamy; estery; ethereal; fatty; fishy; fruity; green; medicinal; onion; peach; powdery; pungent; radish; ripe; sulfurous; sweet; tomato; tropical; vegetable; winey
G46,7,1,Q8NGN6,SML0378,CCC(C)C(=O)OC,OCWLYWIFNDCWRZ-UHFFFAOYSA-N,estery; powdery; tropical; fatty; berry; ripe; sweet; green; fruity; ethereal; apple,11,alcoholic; aldehydic; apple; berry; cabbage; caramellic; cheesy; chocolate; cocoa; creamy; estery; ethereal; fatty; fishy; fruity; green; medicinal; onion; peach; powdery; pungent; radish; ripe; sulfurous; sweet; tomato; tropical; vegetable; winey
G46,7,1,Q8NGN6,SML0650,CC(=O)CO,XLSMFKSTNGKWQX-UHFFFAOYSA-N,pungent; winey; sweet; caramellic; green; ethereal,6,alcoholic; aldehydic; apple; berry; cabbage; caramellic; cheesy; chocolate; cocoa; creamy; estery; ethereal; fatty; fishy; fruity; green; medicinal; onion; peach; powdery; pungent; radish; ripe; sulfurous; sweet; tomato; tropical; vegetable; winey
G07,6,9,O76001; P34982; P47890; Q8NGI8; Q8NGI9; Q8NH56; Q9P1Q5; Q9Y3N9; Q9Y585,SML0418,CCCCC(CCC)O,WOFPPJOZXUTRAU-UHFFFAOYSA-N,,0,aldehydic; citrus; clean; dry; floral; fresh; green; herbal; lily; rose; sweet; waxy; weedy
G07,6,9,O76001; P34982; P47890; Q8NGI8; Q8NGI9; Q8NH56; Q9P1Q5; Q9Y3N9; Q9Y585,SML0442,CC(CCC=C(C)C)CC=O,NEHNMFOYXAPHSD-UHFFFAOYSA-N,herbal; citrus; sweet; floral; dry; rose; green; waxy; aldehydic,9,aldehydic; citrus; clean; dry; floral; fresh; green; herbal; lily; rose; sweet; waxy; weedy
G07,6,9,O76001; P34982; P47890; Q8NGI8; Q8NGI9; Q8NH56; Q9P1Q5; Q9Y3N9; Q9Y585,SML0655,CCC(C)CCCC(C)(C)O,WRFXXJKURVTLSY-UHFFFAOYSA-N,lily; citrus; sweet; floral; fresh,5,aldehydic; citrus; clean; dry; floral; fresh; green; herbal; lily; rose; sweet; waxy; weedy
G07,6,9,O76001; P34982; P47890; Q8NGI8; Q8NGI9; Q8NH56; Q9P1Q5; Q9Y3N9; Q9Y585,SML0671,CC(CCCC(C)(C)O)C=C,XSNQECSCDATQEL-UHFFFAOYSA-N,weedy; clean; herbal; citrus; floral; fresh,6,aldehydic; citrus; clean; dry; floral; fresh; green; herbal; lily; rose; sweet; waxy; weedy
G07,6,9,O76001; P34982; P47890; Q8NGI8; Q8NGI9; Q8NH56; Q9P1Q5; Q9Y3N9; Q9Y585,SML0674,CC(C)(CCC1CCCCC1)O,KZZASWGRLOTITL-UHFFFAOYSA-N,floral,1,aldehydic; citrus; clean; dry; floral; fresh; green; herbal; lily; rose; sweet; waxy; weedy
G07,6,9,O76001; P34982; P47890; Q8NGI8; Q8NGI9; Q8NH56; Q9P1Q5; Q9Y3N9; Q9Y585,SML0705,CCCCCCC(C)(CC)O,VZBFPIMCUSPDLS-UHFFFAOYSA-N,,0,aldehydic; citrus; clean; dry; floral; fresh; green; herbal; lily; rose; sweet; waxy; weedy
G16,6,7,O76001; P34982; P47890; Q8NGI9; Q9P1Q5; Q9Y3N9; Q9Y585,SML0189,CCCCC/C=C/CCC=O,CWRKZMLUDFBPAO-VOTSOKGWSA-N,fatty; citrus; fresh; green; aldehydic; fruity; orange,7,aldehydic; cabbage; chicken; citrus; earthy; fatty; fermented; fishy; floral; fresh; fruity; green; herbal; metallic; mushroom; musty; oily; orange; rose; savory; sweet; vegetable
G16,6,7,O76001; P34982; P47890; Q8NGI9; Q9P1Q5; Q9Y3N9; Q9Y585,SML0195,CCCCCC(=O)C=C,KLTVSWGXIAYTHO-UHFFFAOYSA-N,herbal; musty; cabbage; metallic; chicken; fishy; earthy; savory; mushroom; vegetable,10,aldehydic; cabbage; chicken; citrus; earthy; fatty; fermented; fishy; floral; fresh; fruity; green; herbal; metallic; mushroom; musty; oily; orange; rose; savory; sweet; vegetable
G16,6,7,O76001; P34982; P47890; Q8NGI9; Q9P1Q5; Q9Y3N9; Q9Y585,SML0204,C1CCCCC(=O)CCCC1,SXOZDDAFVJANJP-UHFFFAOYSA-N,,0,aldehydic; cabbage; chicken; citrus; earthy; fatty; fermented; fishy; floral; fresh; fruity; green; herbal; metallic; mushroom; musty; oily; orange; rose; savory; sweet; vegetable
G16,6,7,O76001; P34982; P47890; Q8NGI9; Q9P1Q5; Q9Y3N9; Q9Y585,SML0207,CCCCCCCC(=O)CCCCCCC,PQYGSSYFJIJDFK-UHFFFAOYSA-N,,0,aldehydic; cabbage; chicken; citrus; earthy; fatty; fermented; fishy; floral; fresh; fruity; green; herbal; metallic; mushroom; musty; oily; orange; rose; savory; sweet; vegetable
G16,6,7,O76001; P34982; P47890; Q8NGI9; Q9P1Q5; Q9Y3N9; Q9Y585,SML0415,CCCCC(CC)CO,YIWUKEYIRIRTPP-UHFFFAOYSA-N,oily; fermented; citrus; sweet; floral; rose; fresh,7,aldehydic; cabbage; chicken; citrus; earthy; fatty; fermented; fishy; floral; fresh; fruity; green; herbal; metallic; mushroom; musty; oily; orange; rose; savory; sweet; vegetable
G16,6,7,O76001; P34982; P47890; Q8NGI9; Q9P1Q5; Q9Y3N9; Q9Y585,SML0540,CCC(=C)CCCC(C)(C)O,VOATZOQREKBJMT-UHFFFAOYSA-N,,0,aldehydic; cabbage; chicken; citrus; earthy; fatty; fermented; fishy; floral; fresh; fruity; green; herbal; metallic; mushroom; musty; oily; orange; rose; savory; sweet; vegetable
G21,6,6,O76001; P34982; Q8NGI8; Q8NGI9; Q9P1Q5; Q9Y3N9,SML0076,C1CCCCCCOC(=O)/C=C/CCCCC1,KHLFMZDGADSQGR-ACCUITESSA-N,sweet; waxy; musk,3,amber; dry; musk; powdery; sweet; waxy
G21,6,6,O76001; P34982; Q8NGI8; Q8NGI9; Q9P1Q5; Q9Y3N9,SML0387,C1CCC/C=C/CCCCCCC(=O)CCC1,ZGEHHVDYDNXYMW-OWOJBTEDSA-N,,0,amber; dry; musk; powdery; sweet; waxy
G21,6,6,O76001; P34982; Q8NGI8; Q8NGI9; Q9P1Q5; Q9Y3N9,SML0388,CC1C/C=C/CCCCCCCCC(=O)C1,ZFGBKXBPHOUSJX-VQHVLOKHSA-N,,0,amber; dry; musk; powdery; sweet; waxy
G21,6,6,O76001; P34982; Q8NGI8; Q8NGI9; Q9P1Q5; Q9Y3N9,SML0389,CC1CCCCCCCCCCCC(=O)C1,VPQWBNWSLZYYFH-UHFFFAOYSA-N,,0,amber; dry; musk; powdery; sweet; waxy
G21,6,6,O76001; P34982; Q8NGI8; Q8NGI9; Q9P1Q5; Q9Y3N9,SML0664,C1CCCCCC(=O)CCC/C=C\CCCC1,ABRIMXGLNHCLIP-VURMDHGXSA-N,amber; powdery; dry; musk,4,amber; dry; musk; powdery; sweet; waxy
G21,6,6,O76001; P34982; Q8NGI8; Q8NGI9; Q9P1Q5; Q9Y3N9,SML0668,CC1CCOC(=O)CCCCCCC/C=C\C1,NUSRNVWNTPMBJA-VURMDHGXSA-N,,0,amber; dry; musk; powdery; sweet; waxy
G31,6,3,O76001; Q8NGN3; Q8NGN6,SML0266,COC1=C(C(=CC=C1)OC)O,KLIDCXVFHGNTTM-UHFFFAOYSA-N,powdery; phenolic; balsamic; smoky; sweet; woody; medicinal,7,animal; balsamic; dry; herbal; leathery; medicinal; musty; phenolic; powdery; smoky; sweet; vanilla; woody
G31,6,3,O76001; Q8NGN3; Q8NGN6,SML0271,CC1=CC(=C(C=C1)OC)O,IFNDEOYXGHGERA-UHFFFAOYSA-N,phenolic; smoky; sweet; vanilla; medicinal,5,animal; balsamic; dry; herbal; leathery; medicinal; musty; phenolic; powdery; smoky; sweet; vanilla; woody
G31,6,3,O76001; Q8NGN3; Q8NGN6,SML0275,CC1=CC=CC=C1O,QWVGKYWNOKOFNN-UHFFFAOYSA-N,herbal; phenolic; musty; leathery; medicinal,5,animal; balsamic; dry; herbal; leathery; medicinal; musty; phenolic; powdery; smoky; sweet; vanilla; woody
G31,6,3,O76001; Q8NGN3; Q8NGN6,SML0288,CC1=CC(=CC=C1)O,RLSSMJSEOOYNOY-UHFFFAOYSA-N,phenolic; leathery; dry; woody; medicinal,5,animal; balsamic; dry; herbal; leathery; medicinal; musty; phenolic; powdery; smoky; sweet; vanilla; woody
G31,6,3,O76001; Q8NGN3; Q8NGN6,SML0300,CC1=CC=C(C=C1)O,IWDCLRJOBJJRNH-UHFFFAOYSA-N,phenolic; smoky; animal; medicinal,4,animal; balsamic; dry; herbal; leathery; medicinal; musty; phenolic; powdery; smoky; sweet; vanilla; woody
G31,6,3,O76001; Q8NGN3; Q8NGN6,SML0529,C1=CC=C(C(=C1)O)Br,VADKRMSMGWJZCF-UHFFFAOYSA-N,,0,animal; balsamic; dry; herbal; leathery; medicinal; musty; phenolic; powdery; smoky; sweet; vanilla; woody
G38,6,2,O76001; Q8NGN6,SML0272,CC1=C(C=CO1)SSC,SRUTWBWLFKSTIS-UHFFFAOYSA-N,chemical; coffee; meaty; onion; brothy; roasted; vegetable; sulfurous,8,alliaceous; apple; apricot; banana; beefy; brothy; camphoreous; chemical; citrus; coffee; estery; ethereal; fishy; floral; fruity; garlic; green; horseradish; meaty; metallic; mushroom; oily; onion; pine; pineapple; pungent; ripe; roasted; rum; spicy; sulfurous; sweet; terpenic; tropical; vegetable; woody
G38,6,2,O76001; Q8NGN6,SML0274,CC1=C(C=CO1)S,RUYNUXHHUVUINQ-UHFFFAOYSA-N,metallic; fishy; meaty; beefy; sweet; brothy; roasted; sulfurous,8,alliaceous; apple; apricot; banana; beefy; brothy; camphoreous; chemical; citrus; coffee; estery; ethereal; fishy; floral; fruity; garlic; green; horseradish; meaty; metallic; mushroom; oily; onion; pine; pineapple; pungent; ripe; roasted; rum; spicy; sulfurous; sweet; terpenic; tropical; vegetable; woody
G38,6,2,O76001; Q8NGN6,SML0305,CSCSC,LOCDPORVFVOGCR-UHFFFAOYSA-N,spicy; pungent; alliaceous; metallic; meaty; onion; garlic; green; mushroom; horseradish; sulfurous,11,alliaceous; apple; apricot; banana; beefy; brothy; camphoreous; chemical; citrus; coffee; estery; ethereal; fishy; floral; fruity; garlic; green; horseradish; meaty; metallic; mushroom; oily; onion; pine; pineapple; pungent; ripe; roasted; rum; spicy; sulfurous; sweet; terpenic; tropical; vegetable; woody
G38,6,2,O76001; Q8NGN6,SML0332,CC(C)C(=O)OC,BHIWKHZACMWKOJ-UHFFFAOYSA-N,apricot; rum; pineapple; sweet; floral; fruity; ethereal; apple,8,alliaceous; apple; apricot; banana; beefy; brothy; camphoreous; chemical; citrus; coffee; estery; ethereal; fishy; floral; fruity; garlic; green; horseradish; meaty; metallic; mushroom; oily; onion; pine; pineapple; pungent; ripe; roasted; rum; spicy; sulfurous; sweet; terpenic; tropical; vegetable; woody
G38,6,2,O76001; Q8NGN6,SML0352,CCC(C)COC(=O)C,XHIUFYZDQBSEMF-UHFFFAOYSA-N,estery; tropical; ripe; sweet; banana; fruity; ethereal; apple,8,alliaceous; apple; apricot; banana; beefy; brothy; camphoreous; chemical; citrus; coffee; estery; ethereal; fishy; floral; fruity; garlic; green; horseradish; meaty; metallic; mushroom; oily; onion; pine; pineapple; pungent; ripe; roasted; rum; spicy; sulfurous; sweet; terpenic; tropical; vegetable; woody
G38,6,2,O76001; Q8NGN6,SML0372,CC(C)C12CCC(=C)C1C2,NDVASEGYNIMXJL-UHFFFAOYSA-N,terpenic; spicy; oily; citrus; camphoreous; pine; green; woody,8,alliaceous; apple; apricot; banana; beefy; brothy; camphoreous; chemical; citrus; coffee; estery; ethereal; fishy; floral; fruity; garlic; green; horseradish; meaty; metallic; mushroom; oily; onion; pine; pineapple; pungent; ripe; roasted; rum; spicy; sulfurous; sweet; terpenic; tropical; vegetable; woody
G39,6,2,Q8NGN6; Q9Y3N9,SML0199,CCCCC=O,HGBOYTHUEUWSSQ-UHFFFAOYSA-N,bready; pungent; berry; chocolate; fermented; nutty; fruity,7,apple; berry; bready; chocolate; estery; ethereal; fermented; fresh; fruity; green; nutty; oily; pungent; sharp; strawberry; sweet; tropical; winey
G39,6,2,Q8NGN6; Q9Y3N9,SML0216,CC1(CC(=O)CC(=O)C1)C,BADXJIPKFRBFOT-UHFFFAOYSA-N,,0,apple; berry; bready; chocolate; estery; ethereal; fermented; fresh; fruity; green; nutty; oily; pungent; sharp; strawberry; sweet; tropical; winey
G39,6,2,Q8NGN6; Q9Y3N9,SML0317,CCC(C)C(=O)OCC,HCRBXQFHJMCTLF-UHFFFAOYSA-N,estery; tropical; strawberry; berry; sharp; sweet; fresh; green; fruity; apple,10,apple; berry; bready; chocolate; estery; ethereal; fermented; fresh; fruity; green; nutty; oily; pungent; sharp; strawberry; sweet; tropical; winey
G39,6,2,Q8NGN6; Q9Y3N9,SML0458,CC[C@H](C)O,BTANRVKWQNVYAZ-BYPYZUCNSA-N,winey; oily,2,apple; berry; bready; chocolate; estery; ethereal; fermented; fresh; fruity; green; nutty; oily; pungent; sharp; strawberry; sweet; tropical; winey
G39,6,2,Q8NGN6; Q9Y3N9,SML0530,C1CCOCC1,DHXVGJBLRPWPCS-UHFFFAOYSA-N,pungent; sweet; ethereal,3,apple; berry; bready; chocolate; estery; ethereal; fermented; fresh; fruity; green; nutty; oily; pungent; sharp; strawberry; sweet; tropical; winey
G39,6,2,Q8NGN6; Q9Y3N9,SML0552,C1CCOC1,WYURNTSHIVDZCO-UHFFFAOYSA-N,,0,apple; berry; bready; chocolate; estery; ethereal; fermented; fresh; fruity; green; nutty; oily; pungent; sharp; strawberry; sweet; tropical; winey
G17,5,7,O76001; P34982; Q8NGI8; Q8NGI9; Q9P1Q5; Q9Y3N9; Q9Y585,SML0209,C[C@@H]1CCCCCCCCCCCCC(=O)C1,ALHUZKCOMYUFRB-OAHLLOKOSA-N,powdery; animal; musk,3,animal; anisic; fatty; musk; natural; powdery; sweet; woody
G17,5,7,O76001; P34982; Q8NGI8; Q8NGI9; Q9P1Q5; Q9Y3N9; Q9Y585,SML0384,C1CCCCCCCC(=O)CCCCCC1,OSOIQJGOYGSIMF-UHFFFAOYSA-N,natural; powdery; animal; musk,4,animal; anisic; fatty; musk; natural; powdery; sweet; woody
G17,5,7,O76001; P34982; Q8NGI8; Q8NGI9; Q9P1Q5; Q9Y3N9; Q9Y585,SML0386,CC1CC=CCCCCCCCCCC(=O)C1,NKMKFQCVDZVEJR-UHFFFAOYSA-N,,0,animal; anisic; fatty; musk; natural; powdery; sweet; woody
G17,5,7,O76001; P34982; Q8NGI8; Q8NGI9; Q9P1Q5; Q9Y3N9; Q9Y585,SML0737,CC1=C(C(=C(C(=C1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C,MINYPECWDZURGR-UHFFFAOYSA-N,powdery; fatty; sweet; musk,4,animal; anisic; fatty; musk; natural; powdery; sweet; woody
G17,5,7,O76001; P34982; Q8NGI8; Q8NGI9; Q9P1Q5; Q9Y3N9; Q9Y585,SML0738,CC1CC=CCCCCCCCCC(=O)C1,ZFGBKXBPHOUSJX-UHFFFAOYSA-N,powdery; fatty; anisic; animal; woody; musk,6,animal; anisic; fatty; musk; natural; powdery; sweet; woody
G27,5,4,O76001; P47890; Q8NGN6; Q9Y3N9,SML0157,CCCCS,WQAQPCDUOCURKW-UHFFFAOYSA-N,cheesy; coffee; fatty; meaty; beefy; onion; roasted; garlic; savory; sulfurous,10,alliaceous; beefy; burnt; camphoreous; cheesy; clean; coffee; cooked; earthy; fatty; fresh; garlic; green; meaty; metallic; mint; onion; pungent; roasted; savory; sulfurous; sweet; tropical; vegetable
G27,5,4,O76001; P47890; Q8NGN6; Q9Y3N9,SML0312,CCCSSCCC,ALVPFGSHPUPROW-UHFFFAOYSA-N,alliaceous; tropical; metallic; burnt; earthy; onion; fresh; garlic; green; sulfurous,10,alliaceous; beefy; burnt; camphoreous; cheesy; clean; coffee; cooked; earthy; fatty; fresh; garlic; green; meaty; metallic; mint; onion; pungent; roasted; savory; sulfurous; sweet; tropical; vegetable
G27,5,4,O76001; P47890; Q8NGN6; Q9Y3N9,SML0313,CCCSSSCCC,GAZXPZNJTZIGBO-UHFFFAOYSA-N,pungent; alliaceous; tropical; onion; garlic; green; vegetable; sulfurous,8,alliaceous; beefy; burnt; camphoreous; cheesy; clean; coffee; cooked; earthy; fatty; fresh; garlic; green; meaty; metallic; mint; onion; pungent; roasted; savory; sulfurous; sweet; tropical; vegetable
G27,5,4,O76001; P47890; Q8NGN6; Q9Y3N9,SML0334,CCCSSSC,ZOYASYRPGHCQHW-UHFFFAOYSA-N,cooked; clean; metallic; sweet; onion; garlic; green; sulfurous,8,alliaceous; beefy; burnt; camphoreous; cheesy; clean; coffee; cooked; earthy; fatty; fresh; garlic; green; meaty; metallic; mint; onion; pungent; roasted; savory; sulfurous; sweet; tropical; vegetable
G27,5,4,O76001; P47890; Q8NGN6; Q9Y3N9,SML0430,CC1(C2CCC1(C(=O)C2)C)C,DSSYKIVIOFKYAU-UHFFFAOYSA-N,mint; camphoreous; fresh,3,alliaceous; beefy; burnt; camphoreous; cheesy; clean; coffee; cooked; earthy; fatty; fresh; garlic; green; meaty; metallic; mint; onion; pungent; roasted; savory; sulfurous; sweet; tropical; vegetable
G47,5,1,Q8NHB7,SML0054,CC1=C(C(=CC=C1)C)C,FYGHSUNMUKGBRK-UHFFFAOYSA-N,,0,brandy; burnt; buttery; caramellic; cocoa; coffee; earthy; estery; fruity; hazelnut; meaty; mushroom; musty; nutty; potato; powdery; roasted; sweet; vegetable; winey
G47,5,1,Q8NHB7,SML0121,CC1C(SC(=N1)C)C,CIEKNJJOENYFQL-UHFFFAOYSA-N,,0,brandy; burnt; buttery; caramellic; cocoa; coffee; earthy; estery; fruity; hazelnut; meaty; mushroom; musty; nutty; potato; powdery; roasted; sweet; vegetable; winey
G47,5,1,Q8NHB7,SML0122,CC1=CN=C(C(=N1)C)C,IAEGWXHKWJGQAZ-UHFFFAOYSA-N,powdery; musty; coffee; hazelnut; potato; burnt; nutty; earthy; roasted; cocoa,10,brandy; burnt; buttery; caramellic; cocoa; coffee; earthy; estery; fruity; hazelnut; meaty; mushroom; musty; nutty; potato; powdery; roasted; sweet; vegetable; winey
G47,5,1,Q8NHB7,SML0132,CC1C(=O)C(=C(O1)C)OC,SIMKGHMLPVDSJE-UHFFFAOYSA-N,musty; coffee; potato; winey; brandy; meaty; sweet; caramellic; mushroom; fruity; cocoa; vegetable,12,brandy; burnt; buttery; caramellic; cocoa; coffee; earthy; estery; fruity; hazelnut; meaty; mushroom; musty; nutty; potato; powdery; roasted; sweet; vegetable; winey
G47,5,1,Q8NHB7,SML0361,CC1C(=O)C=C(O1)C,ASOSVCXGWPDUGN-UHFFFAOYSA-N,estery; coffee; buttery; burnt; sweet; roasted; caramellic; fruity,8,brandy; burnt; buttery; caramellic; cocoa; coffee; earthy; estery; fruity; hazelnut; meaty; mushroom; musty; nutty; potato; powdery; roasted; sweet; vegetable; winey
G04,4,11,O76001; P0C7T3; P34982; P47890; Q8NGI9; Q8NGN6; Q8NH56; Q9H346; Q9P1Q5; Q9Y3N9; Q9Y585,SML0020,CCCCCCCCCCCC(=O)OCC,MMXKVMNBHPAILY-UHFFFAOYSA-N,clean; soapy; fatty; oily; sweet; floral; waxy; fruity,8,apple; berry; clean; cognac; estery; fatty; floral; fruity; green; herbal; oily; orris; soapy; sweet; waxy
G04,4,11,O76001; P0C7T3; P34982; P47890; Q8NGI9; Q8NGN6; Q8NH56; Q9H346; Q9P1Q5; Q9Y3N9; Q9Y585,SML0036,CCCCCCCCCCCCCCCC(=O)OC,FLIACVVOZYBSBS-UHFFFAOYSA-N,fatty; orris; oily; sweet; waxy,5,apple; berry; clean; cognac; estery; fatty; floral; fruity; green; herbal; oily; orris; soapy; sweet; waxy
G04,4,11,O76001; P0C7T3; P34982; P47890; Q8NGI9; Q8NGN6; Q8NH56; Q9H346; Q9P1Q5; Q9Y3N9; Q9Y585,SML0039,CCCCCCCCCCCCCC(=O)OC,ZAZKJZBWRNNLDS-UHFFFAOYSA-N,fatty; orris; oily; cognac; waxy,5,apple; berry; clean; cognac; estery; fatty; floral; fruity; green; herbal; oily; orris; soapy; sweet; waxy
G04,4,11,O76001; P0C7T3; P34982; P47890; Q8NGI9; Q8NGN6; Q8NH56; Q9H346; Q9P1Q5; Q9Y3N9; Q9Y585,SML0223,CCCCCCCC(=O)OCCCCCC,PBGWNXWNCSSXCO-UHFFFAOYSA-N,estery; herbal; fatty; berry; green; waxy; fruity; apple,8,apple; berry; clean; cognac; estery; fatty; floral; fruity; green; herbal; oily; orris; soapy; sweet; waxy
G40,4,2,Q9H255; Q9H344,SML0155,C(CC(=O)O)C(=O)O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,odorless,1,odorless
G40,4,2,Q9H255; Q9H344,SML0194,C(CCCC(=O)O)CCCC(=O)O,BDJRBEYXGGNYIS-UHFFFAOYSA-N,odorless,1,odorless
G40,4,2,Q9H255; Q9H344,SML0611,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,RFMMMVDNIPUKGG-YFKPBYRVSA-N,,0,odorless
G40,4,2,Q9H255; Q9H344,SML0617,C(CC(=O)O)C(=O)C(=O)O,KPGXRSRHYNQIFN-UHFFFAOYSA-N,odorless,1,odorless
G13,3,8,O76001; P0C7T3; P34982; P47890; Q8NGI9; Q8NH56; Q9Y3N9; Q9Y585,SML0244,CCCCCCCC1CCC(=O)O1,PHXATPHONSXBIL-UHFFFAOYSA-N,lactonic; apricot; ketonic; fatty; peach; coconut; fruity; creamy,8,apricot; cheesy; coconut; creamy; fatty; fruity; ketonic; lactonic; mushroom; oily; peach; sweet
G13,3,8,O76001; P0C7T3; P34982; P47890; Q8NGI9; Q8NH56; Q9Y3N9; Q9Y585,SML0455,CCCCC[C@@H](C)O,CETWDUZRCINIHU-SSDOTTSWSA-N,fatty; oily; sweet; fruity,4,apricot; cheesy; coconut; creamy; fatty; fruity; ketonic; lactonic; mushroom; oily; peach; sweet
G13,3,8,O76001; P0C7T3; P34982; P47890; Q8NGI9; Q8NH56; Q9Y3N9; Q9Y585,SML0459,CCCCC[C@H](C)O,CETWDUZRCINIHU-ZETCQYMHSA-N,cheesy; fatty; oily; mushroom,4,apricot; cheesy; coconut; creamy; fatty; fruity; ketonic; lactonic; mushroom; oily; peach; sweet
G22,3,6,O76001; P34982; Q8NGI9; Q9P1Q5; Q9Y3N9; Q9Y585,SML0182,CCCCC/C=C\CCC=O,CWRKZMLUDFBPAO-SREVYHEPSA-N,citrus; aldehydic; orange,3,aldehydic; citrus; orange
G22,3,6,O76001; P34982; Q8NGI9; Q9P1Q5; Q9Y3N9; Q9Y585,SML0517,CCCC/C=C\CCCCC=O,YBBNUDDZOWRHOD-WAYWQWQTSA-N,,0,aldehydic; citrus; orange
G22,3,6,O76001; P34982; Q8NGI9; Q9P1Q5; Q9Y3N9; Q9Y585,SML0518,CCCC/C=C\CCC=O,QPULDJYQYDGZEI-WAYWQWQTSA-N,,0,aldehydic; citrus; orange
G28,3,4,O76001; P34982; P47890; Q8NGI9,SML0160,CCCCCO,AMQJEAYHLZJPGS-UHFFFAOYSA-N,bready; pungent; balsamic; winey; oily; solvent; fermented; sweet; alcoholic,9,alcoholic; balsamic; bready; fermented; geranium; green; hazelnut; metallic; nutty; oily; pungent; solvent; sweet; winey
G28,3,4,O76001; P34982; P47890; Q8NGI9,SML0232,CCC(C)C(=O)/C=C/C,ARJWAURHQDJJAC-GQCTYLIASA-N,hazelnut; metallic; nutty,3,alcoholic; balsamic; bready; fermented; geranium; green; hazelnut; metallic; nutty; oily; pungent; solvent; sweet; winey
G28,3,4,O76001; P34982; P47890; Q8NGI9,SML0376,CCCC/C=C\C=C\C=O,ZHHYXNZJDGDGPJ-IGTJQSIKSA-N,geranium; pungent; green,3,alcoholic; balsamic; bready; fermented; geranium; green; hazelnut; metallic; nutty; oily; pungent; solvent; sweet; winey
G29,3,4,Q8NGN6; Q8TCB6; Q9H255; Q9H344,SML0411,C(CCCCC(=O)O)CCCC(=O)O,CXMXRPHRNRROMY-UHFFFAOYSA-N,,0,
G29,3,4,Q8NGN6; Q8TCB6; Q9H255; Q9H344,SML0539,C1CC(C1)C(=O)O,TXWOGHSRPAYOML-UHFFFAOYSA-N,,0,
G29,3,4,Q8NGN6; Q8TCB6; Q9H255; Q9H344,SML0556,C(CCBr)CC(=O)O,WNXNUPJZWYOKMW-UHFFFAOYSA-N,,0,
G41,3,2,O76001; P34982,SML0224,C1=CC=CC=C1,UHOVQNZJYSORNB-UHFFFAOYSA-N,,0,citrus; fresh; mint; minty; spicy; woody
G41,3,2,O76001; P34982,SML0358,CC1=CCC(C=C1)C(C)C,OGLDWXZKYODSOB-UHFFFAOYSA-N,minty; spicy; mint; citrus; fresh; woody,6,citrus; fresh; mint; minty; spicy; woody
G41,3,2,O76001; P34982,SML0494,C1=CC=C2C(=C1)C(=CC(=O)O2)O,VXIXUWQIVKSKSA-UHFFFAOYSA-N,,0,citrus; fresh; mint; minty; spicy; woody
G42,3,2,O76001; P47890,SML0198,CCCC(=O)C,XNLICIUVMPYHGG-UHFFFAOYSA-N,ketonic; winey; fermented; rum; dairy; sweet; banana; woody; fruity; ethereal,10,alcoholic; banana; burnt; dairy; earthy; ethereal; fermented; fruity; green; ketonic; nutty; rum; sweet; vegetable; winey; woody
