inchikey,smiles_can,in_m2or,m2or_id,in_leffingwell,leffingwell_id,in_goodscents,goodscents_id,skeleton,in_chembl,in_chembl_skeleton,is_odorant,chembl_id
WNAHIZMDSQCWRP-UHFFFAOYSA-N,CCCCCCCCCCCCS,0,,1,8195,1,8195,WNAHIZMDSQCWRP,1,1,1,CHEMBL3185403
VZWGRQBCURJOMT-UHFFFAOYSA-N,CCCCCCCCCCCCOC(C)=O,0,,1,8205,1,8205,VZWGRQBCURJOMT,1,1,1,CHEMBL2228460
XFRVVPUIAFSTFO-UHFFFAOYSA-N,CCCCCCCCCCCCCO,0,,1,8207,1,8207,XFRVVPUIAFSTFO,1,1,1,CHEMBL24832
HLZKNKRTKFSKGZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCO,0,,1,8209,1,8209,HLZKNKRTKFSKGZ,1,1,1,CHEMBL24022
GLDOVTGHNKAZLK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCO,0,,1,8221,1,8221,GLDOVTGHNKAZLK,1,1,1,CHEMBL24640
CBFCDTFDPHXCNY-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC,0,,1,8222,1,8222,CBFCDTFDPHXCNY,0,0,1,
HNVRRHSXBLFLIG-UHFFFAOYSA-N,C=CC(C)(C)O,0,,1,8257,1,8257,HNVRRHSXBLFLIG,1,1,1,CHEMBL4245903
BRRVXFOKWJKTGG-UHFFFAOYSA-N,CC1CC(O)CC(C)(C)C1,0,,1,8298,1,8298,BRRVXFOKWJKTGG,1,1,1,CHEMBL3186608
UAVFEMBKDRODDE-UHFFFAOYSA-N,CC(=O)OC1C=C(C)C2CC(=C(C)C)CC2C(C)C1,0,,1,8347,1,8347,UAVFEMBKDRODDE,0,0,1,
ZQBAKBUEJOMQEX-UHFFFAOYSA-N,O=C(Oc1ccccc1)c1ccccc1O,0,,1,8361,1,8361,ZQBAKBUEJOMQEX,1,1,1,CHEMBL1339216
WSSJONWNBBTCMG-UHFFFAOYSA-N,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,0,,1,8362,1,8362,WSSJONWNBBTCMG,1,1,1,CHEMBL1377575
FMRHJJZUHUTGKE-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccccc1O,0,,1,8364,0,,FMRHJJZUHUTGKE,1,1,1,CHEMBL1329203
GYCKQBWUSACYIF-UHFFFAOYSA-N,CCOC(=O)c1ccccc1O,0,,1,8365,1,8365,GYCKQBWUSACYIF,1,1,1,CHEMBL2251610
JECYUBVRTQDVAT-UHFFFAOYSA-N,CC(=O)c1ccccc1O,0,,1,8375,1,8375,JECYUBVRTQDVAT,1,1,1,CHEMBL3187012
ISAOCJYIOMOJEB-UHFFFAOYSA-N,O=C(c1ccccc1)C(O)c1ccccc1,0,,1,8400,1,8400,ISAOCJYIOMOJEB,1,1,1,CHEMBL190677
AWJUIBRHMBBTKR-UHFFFAOYSA-N,c1ccc2cnccc2c1,0,,1,8405,1,8405,AWJUIBRHMBBTKR,1,1,1,CHEMBL12315
WJUFSDZVCOTFON-UHFFFAOYSA-N,COc1ccc(C=O)cc1OC,0,,1,8419,1,8419,WJUFSDZVCOTFON,1,1,1,CHEMBL1088937
WCIQNYOXLZQQMU-UHFFFAOYSA-N,CCC(=O)OC(C)c1ccccc1,0,,1,8432,0,,WCIQNYOXLZQQMU,1,1,1,CHEMBL3185936
DXYYSGDWQCSKKO-UHFFFAOYSA-N,Cc1nc2ccccc2s1,0,,1,8446,0,,DXYYSGDWQCSKKO,1,1,1,CHEMBL2393325
BGTOWKSIORTVQH-UHFFFAOYSA-N,O=C1CCCC1,0,,1,8452,1,8452,BGTOWKSIORTVQH,1,1,1,CHEMBL18620
AVFZOVWCLRSYKC-UHFFFAOYSA-N,CN1CCCC1,0,,1,8454,0,,AVFZOVWCLRSYKC,1,1,1,CHEMBL665
DDIZAANNODHTRB-UHFFFAOYSA-N,COC(=O)c1ccc(OC)cc1,0,,1,8499,1,8499,DDIZAANNODHTRB,1,1,1,CHEMBL1762668
VAMXMNNIEUEQDV-UHFFFAOYSA-N,COC(=O)c1ccccc1N,0,,1,8635,1,8635,VAMXMNNIEUEQDV,1,1,1,CHEMBL1493986
PKZJLOCLABXVMC-UHFFFAOYSA-N,COc1ccccc1C=O,0,,1,8658,1,8658,PKZJLOCLABXVMC,1,1,1,CHEMBL396295
OBETXYAYXDNJHR-UHFFFAOYSA-N,CCCCC(CC)C(=O)O,0,,1,8697,0,,OBETXYAYXDNJHR,1,1,1,CHEMBL1162485
XSIFPSYPOVKYCO-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1,0,,1,8698,1,8698,XSIFPSYPOVKYCO,1,1,1,CHEMBL1868953
LXUNZSDDXMPKLP-UHFFFAOYSA-N,Cc1ccccc1S,0,,1,8712,1,8712,LXUNZSDDXMPKLP,1,1,1,CHEMBL3182595
MRABAEUHTLLEML-UHFFFAOYSA-N,CCCCOC(=O)C(C)O,0,,1,8738,1,8738,MRABAEUHTLLEML,1,1,1,CHEMBL3183988
RUJPNZNXGCHGID-UHFFFAOYSA-N,C=C(C)C1CCC(C)(O)CC1,0,,1,8748,1,8748,RUJPNZNXGCHGID,1,1,1,CHEMBL3184678
YZWRNSARCRTXDS-UHFFFAOYSA-N,CCC(=O)OCC(COC(=O)CC)OC(=O)CC,0,,1,8763,1,8763,YZWRNSARCRTXDS,0,0,1,
CVJBFMVLVJZZMM-UHFFFAOYSA-N,CC(C)=CCCC(C)CCOC(=O)Cc1ccccc1,0,,1,8767,1,8767,CVJBFMVLVJZZMM,0,0,1,
IBGBGRVKPALMCQ-UHFFFAOYSA-N,O=Cc1ccc(O)c(O)c1,0,,1,8768,1,8768,IBGBGRVKPALMCQ,1,1,1,CHEMBL222021
QNRYOQRUGRVBRL-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCc1ccccc1,0,,1,8791,1,8791,QNRYOQRUGRVBRL,0,0,1,
CDJJKTLOZJAGIZ-UHFFFAOYSA-N,CC(=O)Oc1ccc(C)cc1,0,,1,8797,1,8797,CDJJKTLOZJAGIZ,1,1,1,CHEMBL501246
JIGUQPWFLRLWPJ-UHFFFAOYSA-N,C=CC(=O)OCC,0,,1,8821,1,8821,JIGUQPWFLRLWPJ,1,1,1,CHEMBL52084
YUXIBTJKHLUKBD-UHFFFAOYSA-N,CCCCOC(=O)CCC(=O)OCCCC,0,,1,8830,0,,YUXIBTJKHLUKBD,1,1,1,CHEMBL1788388
RDOFJDLLWVCMRU-UHFFFAOYSA-N,CC(C)COC(=O)CCCCC(=O)OCC(C)C,0,,1,8831,1,8831,RDOFJDLLWVCMRU,1,1,1,CHEMBL3184260
WNXJCQNXNOOMDJ-UHFFFAOYSA-N,C=C(C)CCCC(C)CCOC(C)=O,0,,1,8833,1,8833,WNXJCQNXNOOMDJ,0,1,1,
POPNTVRHTZDEBW-UHFFFAOYSA-N,CCC(=O)OCCC(C)CCC=C(C)C,0,,1,8834,1,8834,POPNTVRHTZDEBW,1,1,1,CHEMBL3185956
XQPZQXTWYZAXAK-UHFFFAOYSA-N,CCCC(=O)OCCC(C)CCC=C(C)C,0,,1,8835,1,8835,XQPZQXTWYZAXAK,1,1,1,CHEMBL3185221
VIZORQUEIQEFRT-UHFFFAOYSA-N,CCOC(=O)CCCCC(=O)OCC,0,,1,8844,0,,VIZORQUEIQEFRT,0,0,1,
SHOJXDKTYKFBRD-UHFFFAOYSA-N,CC(=O)C=C(C)C,0,,1,8858,1,8858,SHOJXDKTYKFBRD,1,1,1,CHEMBL3185916
QCJVKUULZGKQDG-UHFFFAOYSA-N,COC(CC(C)CCCC(C)(C)O)OC,0,,1,8863,1,8863,QCJVKUULZGKQDG,1,1,1,CHEMBL3184842
XYIBRDXRRQCHLP-UHFFFAOYSA-N,CCOC(=O)CC(C)=O,0,,1,8868,1,8868,XYIBRDXRRQCHLP,1,1,1,CHEMBL169176
UBQKCCHYAOITMY-UHFFFAOYSA-N,O=c1cccc[nH]1,0,,1,8871,0,,UBQKCCHYAOITMY,1,1,1,CHEMBL662
XUGNVMKQXJXZCD-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OC(C)C,0,,1,8907,1,8907,XUGNVMKQXJXZCD,1,1,1,CHEMBL139055
DURPTKYDGMDSBL-UHFFFAOYSA-N,CCCCOCCCC,0,,1,8909,1,8909,DURPTKYDGMDSBL,1,1,1,CHEMBL48132
GJQIMXVRFNLMTB-UHFFFAOYSA-N,CCCCCCCCCOC(C)=O,0,,1,8918,1,8918,GJQIMXVRFNLMTB,1,1,1,CHEMBL2228457
JJVNINGBHGBWJH-UHFFFAOYSA-N,COc1cccc(C=O)c1O,0,,1,8991,0,,JJVNINGBHGBWJH,1,1,1,CHEMBL13859
ASHGTJPOSUFTGB-UHFFFAOYSA-N,COc1cccc(O)c1,0,,1,9007,1,9007,ASHGTJPOSUFTGB,1,1,1,CHEMBL57891
GVPWHKZIJBODOX-UHFFFAOYSA-N,c1ccc(CSSCc2ccccc2)cc1,0,,1,9012,1,9012,GVPWHKZIJBODOX,1,1,1,CHEMBL121047
NWVVVBRKAWDGAB-UHFFFAOYSA-N,COc1ccc(O)cc1,0,,1,9015,1,9015,NWVVVBRKAWDGAB,1,1,1,CHEMBL544
OHBQPCCCRFSCAX-UHFFFAOYSA-N,COc1ccc(OC)cc1,0,,1,9016,1,9016,OHBQPCCCRFSCAX,1,1,1,CHEMBL1668604
JOZKFWLRHCDGJA-UHFFFAOYSA-N,CC(=O)OCCC(C)CCC=C(C)C,0,,1,9017,1,9017,JOZKFWLRHCDGJA,1,1,1,CHEMBL1453648
FLUWAIIVLCVEKF-UHFFFAOYSA-N,CC(=O)OC(C)(C)Cc1ccccc1,0,,1,9024,1,9024,FLUWAIIVLCVEKF,1,1,1,CHEMBL3561182
DPZNOMCNRMUKPS-UHFFFAOYSA-N,COc1cccc(OC)c1,0,,1,9025,1,9025,DPZNOMCNRMUKPS,1,1,1,CHEMBL2252486
NPHCXUPGMINOPP-UHFFFAOYSA-N,CCC(C)CCC(C)(O)CC,0,,1,9027,1,9027,NPHCXUPGMINOPP,0,0,1,
QHGFEUAAQKJXDI-UHFFFAOYSA-N,C1SCSS1,0,,1,9258,0,,QHGFEUAAQKJXDI,0,0,1,
WEGYGNROSJDEIW-UHFFFAOYSA-N,CC(=O)c1cccnc1,0,,1,9589,1,9589,WEGYGNROSJDEIW,1,1,1,CHEMBL3187172
VOVUARRWDCVURC-UHFFFAOYSA-N,C1CS1,0,,1,9865,0,,VOVUARRWDCVURC,1,1,1,CHEMBL3184935
MOQGCGNUWBPGTQ-UHFFFAOYSA-N,CC1=C(C=O)C(C)(C)CCC1,0,,1,9895,1,9895,MOQGCGNUWBPGTQ,1,1,1,CHEMBL1952257
KLKFAASOGCDTDT-UHFFFAOYSA-N,CCOCOCC,0,,1,10024,0,,KLKFAASOGCDTDT,0,0,1,
DFOXKPDFWGNLJU-UHFFFAOYSA-N,CC(O)C(C)(C)C,0,,1,10045,0,,DFOXKPDFWGNLJU,1,1,1,CHEMBL457417
FUCYIEXQVQJBKY-UHFFFAOYSA-N,CC1=CC2C(=C(C)CCC2C(C)C)CC1,0,,1,10223,1,10223,FUCYIEXQVQJBKY,0,1,1,
BPLQKQKXWHCZSS-UHFFFAOYSA-N,C=CCc1cc(OC)c(OC)c(OC)c1,0,,1,10248,1,10248,BPLQKQKXWHCZSS,1,1,1,CHEMBL458690
HPOHAUWWDDPHRS-UHFFFAOYSA-N,CC1=CC(O)C(C(C)C)CC1,0,,1,10282,1,10282,HPOHAUWWDDPHRS,0,0,1,
MUDSDYNRBDKLGK-UHFFFAOYSA-N,Cc1ccnc2ccccc12,0,,1,10285,1,10285,MUDSDYNRBDKLGK,1,1,1,CHEMBL9734
YPGCWEMNNLXISK-UHFFFAOYSA-N,CC(C(=O)O)c1ccccc1,0,,1,10296,0,,YPGCWEMNNLXISK,1,1,1,CHEMBL370925
FFSAXUULYPJSKH-UHFFFAOYSA-N,CCCC(=O)c1ccccc1,0,,1,10315,1,10315,FFSAXUULYPJSKH,1,1,1,CHEMBL193524
HBEDSQVIWPRPAY-UHFFFAOYSA-N,c1ccc2c(c1)CCO2,0,,1,10329,0,,HBEDSQVIWPRPAY,1,1,1,CHEMBL370688
VIHAEDVKXSOUAT-UHFFFAOYSA-N,O=C1C=CCO1,0,,1,10341,1,10341,VIHAEDVKXSOUAT,1,1,1,CHEMBL166223
UODXCYZDMHPIJE-UHFFFAOYSA-N,CC1CCC(C(C)(C)O)CC1,0,,1,10353,1,10353,UODXCYZDMHPIJE,1,1,1,CHEMBL4169727
GCRTVIUGJCJVDD-UHFFFAOYSA-N,CC1CCC(C(C)C)CC1=O,0,,1,10362,1,10362,GCRTVIUGJCJVDD,0,0,1,
YCCILVSKPBXVIP-UHFFFAOYSA-N,OCCc1ccc(O)cc1,0,,1,10393,1,10393,YCCILVSKPBXVIP,1,1,1,CHEMBL53566
GYDWWIHJZSCRGV-UHFFFAOYSA-N,CCCCCCCCCCCCCCC1CCC(=O)O1,0,,1,10396,1,10396,GYDWWIHJZSCRGV,1,1,1,CHEMBL489859
CGZZMOTZOONQIA-UHFFFAOYSA-N,O=C1CCCCCC1,0,,1,10400,0,,CGZZMOTZOONQIA,1,1,1,CHEMBL18607
WSGCRAOTEDLMFQ-UHFFFAOYSA-N,CCCCC(=O)CCCC,0,,1,10405,0,,WSGCRAOTEDLMFQ,0,0,1,
WHWDWIHXSPCOKZ-UHFFFAOYSA-N,CC(=O)CCCC(C)CCCC(C)CCCC(C)C,0,,1,10408,1,10408,WHWDWIHXSPCOKZ,0,0,1,
LOZWAPSEEHRYPG-UHFFFAOYSA-N,C1CSCCS1,0,,1,10452,1,10452,LOZWAPSEEHRYPG,1,1,1,CHEMBL3183037
KEVYVLWNCKMXJX-UHFFFAOYSA-N,C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,0,,1,10453,1,10453,KEVYVLWNCKMXJX,1,1,1,CHEMBL453797
MBDOYVRWFFCFHM-UHFFFAOYSA-N,CCCC=CC=O,0,,1,10460,1,10460,MBDOYVRWFFCFHM,0,1,1,
KEMQGTRYUADPNZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCC(=O)O,0,,1,10465,1,16211945,KEMQGTRYUADPNZ,1,1,1,CHEMBL1172910
DUYAAUVXQSMXQP-UHFFFAOYSA-N,CC(=O)S,0,,1,10484,1,10484,DUYAAUVXQSMXQP,0,0,1,
LOCHFZBWPCLPAN-UHFFFAOYSA-N,CCC(C)S,0,,1,10560,1,10560,LOCHFZBWPCLPAN,1,1,1,CHEMBL3183438
RXBQNMWIQKOSCS-UHFFFAOYSA-N,CC1(C)C2CC=C(CO)C1C2,0,,1,10582,1,10582,RXBQNMWIQKOSCS,1,1,1,CHEMBL443408
OPFTUNCRGUEPRZ-UHFFFAOYSA-N,C=CC1(C)CCC(C(=C)C)CC1C(=C)C,0,,1,10583,0,,OPFTUNCRGUEPRZ,0,1,1,
QQRSPHJOOXUALR-UHFFFAOYSA-N,C=CCc1cc(OC)c2c(c1OC)OCO2,0,,1,10659,1,10659,QQRSPHJOOXUALR,1,1,1,CHEMBL1560118
QWBBPBRQALCEIZ-UHFFFAOYSA-N,Cc1cccc(O)c1C,0,,1,10687,1,10687,QWBBPBRQALCEIZ,1,1,1,CHEMBL1490403
BPRYUXCVCCNUFE-UHFFFAOYSA-N,Cc1cc(C)c(O)c(C)c1,0,,1,10698,1,10698,BPRYUXCVCCNUFE,1,1,1,CHEMBL108930
BTFQKIATRPGRBS-UHFFFAOYSA-N,Cc1ccccc1C=O,0,,1,10722,1,10722,BTFQKIATRPGRBS,1,1,1,CHEMBL1487138
LUOAEJWSKPQLJD-UHFFFAOYSA-N,COc1cc(CO)cc(OC)c1O,0,,1,10741,0,,LUOAEJWSKPQLJD,0,0,1,
JMSVCTWVEWCHDZ-UHFFFAOYSA-N,COc1cc(C(=O)O)cc(OC)c1O,0,,1,10742,0,,JMSVCTWVEWCHDZ,1,1,1,CHEMBL1414
AMZORBZSQRUXNC-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C,0,,1,10778,1,10778,AMZORBZSQRUXNC,0,0,1,
SPEUIVXLLWOEMJ-UHFFFAOYSA-N,COC(C)OC,0,,1,10795,1,10795,SPEUIVXLLWOEMJ,1,1,1,CHEMBL3183607
VQKFNUFAXTZWDK-UHFFFAOYSA-N,Cc1ccco1,0,,1,10797,1,10797,VQKFNUFAXTZWDK,1,1,1,CHEMBL1445555
JESIHYIJKKUWIS-UHFFFAOYSA-N,Cc1ccc(C(C)O)cc1,0,,1,10817,1,10817,JESIHYIJKKUWIS,0,1,1,
NDTYTMIUWGWIMO-UHFFFAOYSA-N,C=C(C)C1CC=C(CO)CC1,0,,1,10819,1,10819,NDTYTMIUWGWIMO,1,1,1,CHEMBL444711
VJXRKZJMGVSXPX-UHFFFAOYSA-N,CCc1ccncc1,0,,1,10822,0,,VJXRKZJMGVSXPX,1,1,1,CHEMBL22977
MFEIKQPHQINPRI-UHFFFAOYSA-N,CCc1cccnc1,0,,1,10823,1,10823,MFEIKQPHQINPRI,1,1,1,CHEMBL23025
GQKZBCPTCWJTAS-UHFFFAOYSA-N,COCc1ccccc1,0,,1,10869,1,10869,GQKZBCPTCWJTAS,0,0,1,
AXPZDYVDTMMLNB-UHFFFAOYSA-N,CCOCc1ccccc1,0,,1,10873,1,10873,AXPZDYVDTMMLNB,0,0,1,
QSNMFWFDOFQASV-UHFFFAOYSA-N,CCCCc1cccnc1,0,,1,10874,0,,QSNMFWFDOFQASV,0,0,1,
GMEONFUTDYJSNV-UHFFFAOYSA-N,CCOC(=O)CCC(C)=O,0,,1,10883,1,10883,GMEONFUTDYJSNV,1,1,1,CHEMBL3182933
RGFNRWTWDWVHDD-UHFFFAOYSA-N,CCCC(=O)OCC(C)C,0,,1,10885,1,10885,RGFNRWTWDWVHDD,1,1,1,CHEMBL4648429
FZXRXKLUIMKDEL-UHFFFAOYSA-N,CCC(=O)OCC(C)C,0,,1,10895,1,10895,FZXRXKLUIMKDEL,0,0,1,
VYMPLPIFKRHAAC-UHFFFAOYSA-N,SCCS,0,,1,10902,1,10902,VYMPLPIFKRHAAC,0,0,1,
GIJGXNFNUUFEGH-UHFFFAOYSA-N,CC(C)CCS,0,,1,10925,1,10925,GIJGXNFNUUFEGH,0,0,1,
YYPNJNDODFVZLE-UHFFFAOYSA-N,CC(C)=CC(=O)O,0,,1,10931,1,10931,YYPNJNDODFVZLE,1,1,1,CHEMBL115725
OBSLLHNATPQFMJ-UHFFFAOYSA-N,Cc1csc(C)n1,0,,1,10934,1,10934,OBSLLHNATPQFMJ,0,0,1,
OZJPLYNZGCXSJM-UHFFFAOYSA-N,O=C1CCCCO1,0,,1,10953,0,,OZJPLYNZGCXSJM,1,1,1,CHEMBL452383
AVMSWPWPYJVYKY-UHFFFAOYSA-N,CC(C)COC=O,0,,1,10957,1,10957,AVMSWPWPYJVYKY,0,0,1,
HBNYJWAFDZLWRS-UHFFFAOYSA-N,CCN=C=S,0,,1,10966,1,10966,HBNYJWAFDZLWRS,1,1,1,CHEMBL2251727
AQZGPSLYZOOYQP-UHFFFAOYSA-N,CC(C)CCOCCC(C)C,0,,1,10989,0,,AQZGPSLYZOOYQP,0,0,1,
HTIRHQRTDBPHNZ-UHFFFAOYSA-N,CCCCSCCCC,0,,1,11002,1,11002,HTIRHQRTDBPHNZ,1,1,1,CHEMBL3561568
DCAYPVUWAIABOU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC,0,,1,11006,0,,DCAYPVUWAIABOU,1,1,1,CHEMBL134994
MQPHVIPKLRXGDJ-UHFFFAOYSA-N,CC1C(=O)CC2CC1C2(C)C,0,,1,11038,1,11038,MQPHVIPKLRXGDJ,0,0,1,
XQQBUAPQHNYYRS-UHFFFAOYSA-N,Cc1cccs1,0,,1,11126,1,11126,XQQBUAPQHNYYRS,0,0,1,
OQAGVSWESNCJJT-UHFFFAOYSA-N,COC(=O)CC(C)C,0,,1,11160,1,11160,OQAGVSWESNCJJT,0,0,1,
LGDSHSYDSCRFAB-UHFFFAOYSA-N,CN=C=S,0,,1,11167,1,11167,LGDSHSYDSCRFAB,1,1,1,CHEMBL396000
ASUAYTHWZCLXAN-UHFFFAOYSA-N,CC(C)=CCO,0,,1,11173,1,11173,ASUAYTHWZCLXAN,1,1,1,CHEMBL3184952
LSJMDWFAADPNAX-UHFFFAOYSA-N,CCCOC(=O)CC(C)C,0,,1,11176,1,11176,LSJMDWFAADPNAX,0,0,1,
OJPSFJLSZZTSDF-UHFFFAOYSA-N,C=CCOCC,0,,1,11191,0,,OJPSFJLSZZTSDF,0,0,1,
WRYLYDPHFGVWKC-UHFFFAOYSA-N,CC1=CCC(O)(C(C)C)CC1,0,,1,11230,1,11230,WRYLYDPHFGVWKC,1,1,1,CHEMBL507795
SYBYTAAJFKOIEJ-UHFFFAOYSA-N,CC(=O)C(C)C,0,,1,11251,1,11251,SYBYTAAJFKOIEJ,1,1,1,CHEMBL3183920
ZXNBBWHRUSXUFZ-UHFFFAOYSA-N,CCC(C)C(C)O,0,,1,11261,0,,ZXNBBWHRUSXUFZ,0,0,1,
UIHCLUNTQKBZGK-UHFFFAOYSA-N,CCC(C)C(C)=O,0,,1,11262,0,,UIHCLUNTQKBZGK,1,1,1,CHEMBL3182903
HYTRYEXINDDXJK-UHFFFAOYSA-N,CCC(=O)C(C)C,0,,1,11265,1,11265,HYTRYEXINDDXJK,0,0,1,
HXVNBWAKAOHACI-UHFFFAOYSA-N,CC(C)C(=O)C(C)C,0,,1,11271,0,,HXVNBWAKAOHACI,1,1,1,CHEMBL3560924
YXWWHNCQZBVZPV-UHFFFAOYSA-N,CC(=O)c1ccccc1C,0,,1,11340,1,11340,YXWWHNCQZBVZPV,0,0,1,
BVQVLAIMHVDZEL-UHFFFAOYSA-N,CC(=O)C(=O)c1ccccc1,0,,1,11363,1,11363,BVQVLAIMHVDZEL,1,1,1,CHEMBL192258
ILUJQPXNXACGAN-UHFFFAOYSA-N,COc1ccccc1C(=O)O,0,,1,11370,0,,ILUJQPXNXACGAN,1,1,1,CHEMBL192311
LYJHVEDILOKZCG-UHFFFAOYSA-N,C=CCOC(=O)c1ccccc1,0,,1,11406,1,11406,LYJHVEDILOKZCG,1,1,1,CHEMBL4078776
PAMQYEWNNPDBLM-UHFFFAOYSA-N,CCCCOC(=O)c1ccco1,0,,1,11409,1,11409,PAMQYEWNNPDBLM,0,0,1,
LFSAPCRASZRSKS-UHFFFAOYSA-N,CC1CCCCC1=O,0,,1,11419,1,11419,LFSAPCRASZRSKS,1,1,1,CHEMBL1946183
HPYNZHMRTTWQTB-UHFFFAOYSA-N,Cc1cccnc1C,0,,1,11420,0,,HPYNZHMRTTWQTB,1,1,1,CHEMBL3303914
XCBBNTFYSLADTO-UHFFFAOYSA-N,CCCCCC(=O)C(C)=O,0,,1,11449,1,11449,XCBBNTFYSLADTO,0,0,1,
CYEKUDPFXBLGHH-UHFFFAOYSA-N,CC(C)(C)c1cccc(O)c1,0,,1,11450,0,,CYEKUDPFXBLGHH,1,1,1,CHEMBL224899
MOYAFQVGZZPNRA-UHFFFAOYSA-N,CC1=CCC(=C(C)C)CC1,0,,1,11463,1,11463,MOYAFQVGZZPNRA,1,1,1,CHEMBL454697
XJWZDXFFNOMMTD-UHFFFAOYSA-N,CC(C)C1=CCC(C)(O)CC1,0,,1,11468,1,11468,XJWZDXFFNOMMTD,0,0,1,
KMTDMTZBNYGUNX-UHFFFAOYSA-N,Cc1ccc(CO)cc1,0,,1,11505,1,11505,KMTDMTZBNYGUNX,1,1,1,CHEMBL90100
VLJXXKKOSFGPHI-UHFFFAOYSA-N,CCCC(C)CC,0,,1,11507,0,,VLJXXKKOSFGPHI,1,1,1,CHEMBL31377
IWTBVKIGCDZRPL-UHFFFAOYSA-N,CCC(C)CCO,0,,1,11508,1,11508,IWTBVKIGCDZRPL,0,0,1,
HDGQICNBXPAKLR-UHFFFAOYSA-N,CCC(C)CC(C)C,0,,1,11511,0,,HDGQICNBXPAKLR,0,0,1,
YVBCULSIZWMTFY-UHFFFAOYSA-N,CCCC(O)CCC,0,,1,11513,1,11513,YVBCULSIZWMTFY,0,0,1,
KEBDNKNVCHQIJU-UHFFFAOYSA-N,CC(C)COC(=O)CC(C)C,0,,1,11514,1,11514,KEBDNKNVCHQIJU,0,0,1,
PSXNDMJWRZYVTM-UHFFFAOYSA-N,CCCCCCCC(=O)OCCCC,0,,1,11517,1,11517,PSXNDMJWRZYVTM,0,0,1,
RZKSECIXORKHQS-UHFFFAOYSA-N,CCCCC(O)CC,0,,1,11520,1,11520,RZKSECIXORKHQS,1,1,1,CHEMBL452729
VGVHNLRUAMRIEW-UHFFFAOYSA-N,CC1CCC(=O)CC1,0,,1,11525,1,11525,VGVHNLRUAMRIEW,0,0,1,
BTMVHUNTONAYDX-UHFFFAOYSA-N,CCCCOC(=O)CC,0,,1,11529,1,11529,BTMVHUNTONAYDX,1,1,1,CHEMBL3561586
WFRBDWRZVBPBDO-UHFFFAOYSA-N,CCCC(C)(C)O,0,,1,11543,1,11543,WFRBDWRZVBPBDO,1,1,1,CHEMBL450417
FLTJDUOFAQWHDF-UHFFFAOYSA-N,CCCCC(C)(C)C,0,,1,11551,0,,FLTJDUOFAQWHDF,0,0,1,
BGLUXFNVVSVEET-UHFFFAOYSA-N,CC1C=CC(=O)O1,0,,1,11558,0,,BGLUXFNVVSVEET,1,1,1,CHEMBL47969
QOTQFLOTGBBMEX-UHFFFAOYSA-N,CC1=CCC(=O)O1,0,,1,11559,1,11559,QOTQFLOTGBBMEX,1,1,1,CHEMBL478640
HWWYDZCSSYKIAD-UHFFFAOYSA-N,Cc1cncc(C)c1,0,,1,11565,0,,HWWYDZCSSYKIAD,0,0,1,
UJBOOUHRTQVGRU-UHFFFAOYSA-N,CC1CCCC(=O)C1,0,,1,11567,1,11567,UJBOOUHRTQVGRU,0,0,1,
WMPDAIZRQDCGFH-UHFFFAOYSA-N,COc1cccc(C=O)c1,0,,1,11569,1,11569,WMPDAIZRQDCGFH,1,1,1,CHEMBL22585
REIYHFWZISXFKU-UHFFFAOYSA-N,CCCCOC(=O)CC(C)=O,0,,1,11576,1,11576,REIYHFWZISXFKU,0,0,1,
JOOXCMJARBKPKM-UHFFFAOYSA-N,CC(=O)CCC(=O)O,0,,1,11579,1,11579,JOOXCMJARBKPKM,1,1,1,CHEMBL1235931
FWZUNOYOVVKUNF-UHFFFAOYSA-N,C=CCOC(C)=O,0,,1,11584,0,,FWZUNOYOVVKUNF,1,1,1,CHEMBL1890774
DBERHVIZRVGDFO-UHFFFAOYSA-N,CC(=O)COC(C)=O,0,,1,11593,1,11593,DBERHVIZRVGDFO,0,0,1,
LIMQQADUEULBSO-UHFFFAOYSA-N,CCCCN=C=S,0,,1,11613,1,11613,LIMQQADUEULBSO,1,1,1,CHEMBL1814588
CYIFVRUOHKNECG-UHFFFAOYSA-N,CCCCCCCCCCCC(C)=O,0,,1,11622,1,11622,CYIFVRUOHKNECG,1,1,1,CHEMBL480097
RZJRJXONCZWCBN-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC,0,,1,11635,0,,RZJRJXONCZWCBN,0,0,1,
MKUWVMRNQOOSAT-UHFFFAOYSA-N,C=CC(C)O,0,,1,11716,0,,MKUWVMRNQOOSAT,0,0,1,
MXLMTQWGSQIYOW-UHFFFAOYSA-N,CC(C)C(C)O,0,,1,11732,1,11732,MXLMTQWGSQIYOW,1,1,1,CHEMBL443470
