inchikey,smiles_can,in_m2or,m2or_id,in_leffingwell,leffingwell_id,in_goodscents,goodscents_id,skeleton,in_chembl,in_chembl_skeleton,is_odorant,chembl_id
FCJSHPDYVMKCHI-UHFFFAOYSA-N,O=C(Oc1ccccc1)c1ccccc1,0,,1,7169,1,7169,FCJSHPDYVMKCHI,1,1,1,CHEMBL1885870
GKKZMYDNDDMXSE-UHFFFAOYSA-N,CCOC(=O)CC(=O)c1ccccc1,0,,1,7170,1,7170,GKKZMYDNDDMXSE,1,1,1,CHEMBL3182719
QELSKZZBTMNZEB-UHFFFAOYSA-N,CCCOC(=O)c1ccc(O)cc1,0,,1,7175,1,7175,QELSKZZBTMNZEB,1,1,1,CHEMBL194014
QFOHBWFCKVYLES-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(O)cc1,0,,1,7184,1,7184,QFOHBWFCKVYLES,1,1,1,CHEMBL459008
MLLAPOCBLWUFAP-UHFFFAOYSA-N,CC(C)CCOC(=O)c1ccccc1,0,,1,7193,1,7193,MLLAPOCBLWUFAP,1,1,1,CHEMBL2260711
OSORMYZMWHVFOZ-UHFFFAOYSA-N,O=C(OCCc1ccccc1)c1ccccc1,0,,1,7194,1,7194,OSORMYZMWHVFOZ,1,1,1,CHEMBL2252208
FCEHBMOGCRZNNI-UHFFFAOYSA-N,c1ccc2sccc2c1,0,,1,7221,0,,FCEHBMOGCRZNNI,1,1,1,CHEMBL87112
BHNHHSOHWZKFOX-UHFFFAOYSA-N,Cc1cc2ccccc2[nH]1,0,,1,7224,1,7224,BHNHHSOHWZKFOX,1,1,1,CHEMBL259419
DQSHFKPKFISSNM-UHFFFAOYSA-N,Cc1nc2ccccc2o1,0,,1,7225,1,7225,DQSHFKPKFISSNM,0,0,1,
YCOXTKKNXUZSKD-UHFFFAOYSA-N,Cc1ccc(O)cc1C,0,,1,7249,1,7249,YCOXTKKNXUZSKD,1,1,1,CHEMBL192008
NKTOLZVEWDHZMU-UHFFFAOYSA-N,Cc1ccc(C)c(O)c1,0,,1,7267,1,7267,NKTOLZVEWDHZMU,1,1,1,CHEMBL192591
WYACBZDAHNBPPB-UHFFFAOYSA-N,CCOC(=O)C(=O)OCC,0,,1,7268,0,,WYACBZDAHNBPPB,1,1,1,CHEMBL3183226
FDPIMTJIUBPUKL-UHFFFAOYSA-N,CCC(=O)CC,0,,1,7288,1,7288,FDPIMTJIUBPUKL,1,1,1,CHEMBL45315
BAPJBEWLBFYGME-UHFFFAOYSA-N,C=CC(=O)OC,0,,1,7294,0,,BAPJBEWLBFYGME,1,1,1,CHEMBL9019
XCIXKGXIYUWCLL-UHFFFAOYSA-N,OC1CCCC1,0,,1,7298,0,,XCIXKGXIYUWCLL,1,1,1,CHEMBL288998
JWUJQDFVADABEY-UHFFFAOYSA-N,CC1CCCO1,0,,1,7301,0,,JWUJQDFVADABEY,1,1,1,CHEMBL1580503
YEJRWHAVMIAJKC-UHFFFAOYSA-N,O=C1CCCO1,0,,1,7302,1,7302,YEJRWHAVMIAJKC,1,1,1,CHEMBL95681
OXHNLMTVIGZXSG-UHFFFAOYSA-N,Cn1cccc1,0,,1,7304,1,7304,OXHNLMTVIGZXSG,1,1,1,CHEMBL1234459
YTHRBOFHFYZBRJ-UHFFFAOYSA-N,C=C(C)C1CC=C(C)C(OC(C)=O)C1,0,,1,7335,1,7335,YTHRBOFHFYZBRJ,1,1,1,CHEMBL1351619
DFVXNZOMAOGTBL-UHFFFAOYSA-N,C=C(C)C1CC=C(C)C(OC(=O)CC)C1,0,,1,7336,0,,DFVXNZOMAOGTBL,0,0,1,
SUPCQIBBMFXVTL-UHFFFAOYSA-N,C=C(C)C(=O)OCC,0,,1,7343,1,7343,SUPCQIBBMFXVTL,1,1,1,CHEMBL3182984
LZCLXQDLBQLTDK-UHFFFAOYSA-N,CCOC(=O)C(C)O,0,,1,7344,1,7344,LZCLXQDLBQLTDK,1,1,1,CHEMBL3186323
RXGUIWHIADMCFC-UHFFFAOYSA-N,CC(C)COC(=O)C(C)C,0,,1,7351,1,7351,RXGUIWHIADMCFC,1,1,1,CHEMBL3188433
RUMACXVDVNRZJZ-UHFFFAOYSA-N,C=C(C)C(=O)OCC(C)C,0,,1,7352,0,,RUMACXVDVNRZJZ,1,1,1,CHEMBL1453087
JSLCOZYBKYHZNL-UHFFFAOYSA-N,CCCCOC(=O)C(C)C,0,,1,7353,1,7353,JSLCOZYBKYHZNL,0,0,1,
SOGAXMICEFXMKE-UHFFFAOYSA-N,C=C(C)C(=O)OCCCC,0,,1,7354,0,,SOGAXMICEFXMKE,1,1,1,CHEMBL3183073
TZYRSLHNPKPEFV-UHFFFAOYSA-N,CCC(CC)CO,0,,1,7358,1,7358,TZYRSLHNPKPEFV,1,1,1,CHEMBL3181836
UNNGUFMVYQJGTD-UHFFFAOYSA-N,CCC(C=O)CC,0,,1,7359,1,7359,UNNGUFMVYQJGTD,1,1,1,CHEMBL273782
BSYVTEYKTMYBMK-UHFFFAOYSA-N,OCC1CCCO1,0,,1,7360,1,7360,BSYVTEYKTMYBMK,1,1,1,CHEMBL2287521
CNUDBTRUORMMPA-UHFFFAOYSA-N,O=Cc1cccs1,0,,1,7364,1,7364,CNUDBTRUORMMPA,1,1,1,CHEMBL328441
CCOQPGVQAWPUPE-UHFFFAOYSA-N,CC(C)(C)C1CCC(O)CC1,0,,1,7391,1,7391,CCOQPGVQAWPUPE,1,1,1,CHEMBL1886723
YKFKEYKJGVSEIX-UHFFFAOYSA-N,CC(C)(C)C1CCC(=O)CC1,0,,1,7392,1,7392,YKFKEYKJGVSEIX,1,1,1,CHEMBL3188541
QHPQWRBYOIRBIT-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)cc1,0,,1,7393,1,7393,QHPQWRBYOIRBIT,1,1,1,CHEMBL16217
XYLMUPLGERFSHI-UHFFFAOYSA-N,C=C(C)c1ccccc1,0,,1,7407,0,,XYLMUPLGERFSHI,1,1,1,CHEMBL1344773
WAPNOHKVXSQRPX-UHFFFAOYSA-N,CC(O)c1ccccc1,0,,1,7409,1,7409,WAPNOHKVXSQRPX,1,1,1,CHEMBL508917
NZNMSOFKMUBTKW-UHFFFAOYSA-N,O=C(O)C1CCCCC1,0,,1,7413,1,7413,NZNMSOFKMUBTKW,0,0,1,
QSSJZLPUHJDYKF-UHFFFAOYSA-N,COC(=O)c1ccc(C)cc1,0,,1,7455,1,7455,QSSJZLPUHJDYKF,1,1,1,CHEMBL1480173
YKFLAYDHMOASIY-UHFFFAOYSA-N,CC1=CCC(C(C)C)=CC1,0,,1,7461,1,7461,YKFLAYDHMOASIY,1,1,1,CHEMBL449693
YHQGMYUVUMAZJR-UHFFFAOYSA-N,CC1=CC=C(C(C)C)CC1,0,,1,7462,1,7462,YHQGMYUVUMAZJR,1,1,1,CHEMBL2251642
YQUQWHNMBPIWGK-UHFFFAOYSA-N,CC(C)c1ccc(O)cc1,0,,1,7465,1,7465,YQUQWHNMBPIWGK,1,1,1,CHEMBL29966
TXFPEBPIARQUIG-UHFFFAOYSA-N,CC(=O)c1ccc(O)cc1,0,,1,7469,1,7469,TXFPEBPIARQUIG,1,1,1,CHEMBL201083
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,COc1ccc(C(=O)O)cc1,0,,1,7478,1,7478,ZEYHEAKUIGZSGI,1,1,1,CHEMBL21932
PPBRXRYQALVLMV-UHFFFAOYSA-N,C=Cc1ccccc1,0,,1,7501,1,7501,PPBRXRYQALVLMV,1,1,1,CHEMBL285235
JFDZBHWFFUWGJE-UHFFFAOYSA-N,N#Cc1ccccc1,0,,1,7505,0,,JFDZBHWFFUWGJE,1,1,1,CHEMBL15819
HNKJADCVZUBCPG-UHFFFAOYSA-N,CSc1ccccc1,0,,1,7520,1,7520,HNKJADCVZUBCPG,1,1,1,CHEMBL192899
NRGGMCIBEHEAIL-UHFFFAOYSA-N,CCc1ccccn1,0,,1,7523,1,7523,NRGGMCIBEHEAIL,1,1,1,CHEMBL279305
RNVYQYLELCKWAN-UHFFFAOYSA-N,CC1(C)OCC(CO)O1,0,,1,7528,0,,RNVYQYLELCKWAN,1,1,1,CHEMBL3342436
OSIGJGFTADMDOB-UHFFFAOYSA-N,COc1cccc(C)c1,0,,1,7530,1,7530,OSIGJGFTADMDOB,1,1,1,CHEMBL349791
RIWRBSMFKVOJMN-UHFFFAOYSA-N,CC(C)(O)Cc1ccccc1,0,,1,7531,1,7531,RIWRBSMFKVOJMN,1,1,1,CHEMBL3183743
CRZQGDNQQAALAY-UHFFFAOYSA-N,COC(=O)Cc1ccccc1,0,,1,7559,1,7559,CRZQGDNQQAALAY,1,1,1,CHEMBL3189123
SSZACLYPEFCREM-UHFFFAOYSA-N,c1ccc(CC2OCCO2)cc1,0,,1,7562,1,7562,SSZACLYPEFCREM,0,0,1,
CZZYITDELCSZES-UHFFFAOYSA-N,c1ccc(Cc2ccccc2)cc1,0,,1,7580,1,7580,CZZYITDELCSZES,1,1,1,CHEMBL1796022
YFKBXYGUSOXJGS-UHFFFAOYSA-N,O=C(Cc1ccccc1)Cc1ccccc1,0,,1,7593,1,7593,YFKBXYGUSOXJGS,1,1,1,CHEMBL4083314
VCYWCSZLXMMLLE-UHFFFAOYSA-N,COc1ccc(COC(=O)Cc2ccccc2)cc1,0,,1,7599,1,7599,VCYWCSZLXMMLLE,0,0,1,
QWBQBUWZZBUFHN-UHFFFAOYSA-N,CC(C)CCOC(=O)Cc1ccccc1,0,,1,7600,1,7600,QWBQBUWZZBUFHN,0,0,1,
ZOZIRNMDEZKZHM-UHFFFAOYSA-N,O=C(Cc1ccccc1)OCCc1ccccc1,0,,1,7601,1,7601,ZOZIRNMDEZKZHM,1,1,1,CHEMBL3183441
YFTHZRPMJXBUME-UHFFFAOYSA-N,CCCN(CCC)CCC,0,,1,7616,1,7616,YFTHZRPMJXBUME,0,0,1,
IMFACGCPASFAPR-UHFFFAOYSA-N,CCCCN(CCCC)CCCC,0,,1,7622,0,,IMFACGCPASFAPR,1,1,1,CHEMBL1877658
ZXFNOEJFYLQUSB-UHFFFAOYSA-N,CC(=O)OC(C)(C)CCc1ccccc1,0,,1,7633,1,7633,ZXFNOEJFYLQUSB,0,0,1,
WOYWLLHHWAMFCB-UHFFFAOYSA-N,CCCCC(CC)COC(C)=O,0,,1,7635,1,7635,WOYWLLHHWAMFCB,1,1,1,CHEMBL1879713
RPUSRLKKXPQSGP-UHFFFAOYSA-N,COC(=O)CCc1ccccc1,0,,1,7643,1,7643,RPUSRLKKXPQSGP,1,1,1,CHEMBL2252087
HVJKZICIMIWFCP-UHFFFAOYSA-N,CC(C)CC(=O)OCc1ccccc1,0,,1,7651,1,7651,HVJKZICIMIWFCP,1,1,1,CHEMBL3184059
JDQVBGQWADMTAM-UHFFFAOYSA-N,CC(C)C(=O)OCCc1ccccc1,0,,1,7655,1,7655,JDQVBGQWADMTAM,1,1,1,CHEMBL3184929
MHDVGSVTJDSBDK-UHFFFAOYSA-N,c1ccc(COCc2ccccc2)cc1,0,,1,7657,1,7657,MHDVGSVTJDSBDK,1,1,1,CHEMBL152299
WFNDDSQUKATKNX-UHFFFAOYSA-N,CCCC(=O)OCCc1ccccc1,0,,1,7658,1,7658,WFNDDSQUKATKNX,1,1,1,CHEMBL3187974
VBTAKMZSMFMLGT-UHFFFAOYSA-N,CC(C)C(=O)OCCCc1ccccc1,0,,1,7662,1,7662,VBTAKMZSMFMLGT,0,0,1,
QCCDLTOVEPVEJK-UHFFFAOYSA-N,CC(=O)Cc1ccccc1,0,,1,7678,0,,QCCDLTOVEPVEJK,1,1,1,CHEMBL3800510
HQQPOVNESMNPNH-UHFFFAOYSA-N,CC(C)c1ccc(C(C)CC=O)cc1,0,,1,7687,0,,HQQPOVNESMNPNH,0,0,1,
KBHWKXNXTURZCD-UHFFFAOYSA-N,CCCc1ccc(OC)cc1,0,,1,7702,1,7702,KBHWKXNXTURZCD,1,1,1,CHEMBL3185876
UYWQUFXKFGHYNT-UHFFFAOYSA-N,O=COCc1ccccc1,0,,1,7708,1,7708,UYWQUFXKFGHYNT,0,0,1,
IKDIJXDZEYHZSD-UHFFFAOYSA-N,O=COCCc1ccccc1,0,,1,7711,1,7711,IKDIJXDZEYHZSD,0,0,1,
FXLOVSHXALFLKQ-UHFFFAOYSA-N,Cc1ccc(C=O)cc1,0,,1,7725,1,7725,FXLOVSHXALFLKQ,1,1,1,CHEMBL190927
NTSLROIKFLNUIJ-UHFFFAOYSA-N,CCc1ccc(C)nc1,0,,1,7728,1,7728,NTSLROIKFLNUIJ,1,1,1,CHEMBL227181
SVDPTFHRRNUNRS-UHFFFAOYSA-N,CC(C)COC(=O)CCc1ccco1,0,,1,7733,1,7733,SVDPTFHRRNUNRS,0,0,1,
MSHFRERJPWKJFX-UHFFFAOYSA-N,COc1ccc(CO)cc1,0,,1,7738,1,7738,MSHFRERJPWKJFX,1,1,1,CHEMBL294431
VLSVVMPLPMNWBH-UHFFFAOYSA-N,CCCC1CCC(=O)O1,0,,1,7742,1,7742,VLSVVMPLPMNWBH,1,1,1,CHEMBL365316
PFNHSEQQEPMLNI-UHFFFAOYSA-N,CCCC(C)CO,0,,1,7745,0,,PFNHSEQQEPMLNI,1,1,1,CHEMBL1569610
FKRCODPIKNYEAC-UHFFFAOYSA-N,CCOC(=O)CC,0,,1,7749,1,7749,FKRCODPIKNYEAC,1,1,1,CHEMBL44115
WRQNANDWMGAFTP-UHFFFAOYSA-N,COC(=O)CC(C)=O,0,,1,7757,1,7757,WRQNANDWMGAFTP,1,1,1,CHEMBL3186053
DCKVNWZUADLDEH-UHFFFAOYSA-N,CCC(C)OC(C)=O,0,,1,7758,1,7758,DCKVNWZUADLDEH,0,0,1,
IYXGSMUGOJNHAZ-UHFFFAOYSA-N,CCOC(=O)CC(=O)OCC,0,,1,7761,1,7761,IYXGSMUGOJNHAZ,1,1,1,CHEMBL177114
OIFBSDVPJOWBCH-UHFFFAOYSA-N,CCOC(=O)OCC,0,,1,7766,0,,OIFBSDVPJOWBCH,1,1,1,CHEMBL1533495
JBKVHLHDHHXQEQ-UHFFFAOYSA-N,O=C1CCCCCN1,0,,1,7768,1,7768,JBKVHLHDHHXQEQ,1,1,1,CHEMBL276218
XAOGXQMKWQFZEM-UHFFFAOYSA-N,CCC(=O)OCCC(C)C,0,,1,7772,1,7772,XAOGXQMKWQFZEM,0,0,1,
UXUPPWPIGVTVQI-UHFFFAOYSA-N,CCCCCC(=O)OCC(C)C,0,,1,7775,1,7775,UXUPPWPIGVTVQI,1,1,1,CHEMBL4647902
DZNVIZQPWLDQHI-UHFFFAOYSA-N,CC(C)=CCCC(C)CCOC=O,0,,1,7778,1,7778,DZNVIZQPWLDQHI,1,1,1,CHEMBL3184928
HIOFEMJTKIEZFX-UHFFFAOYSA-N,C=C(C)CCCC(C)CCOC(=O)CC,0,,1,7781,1,7781,HIOFEMJTKIEZFX,0,0,1,
NKOUWLLFHNBUDW-UHFFFAOYSA-N,CCCOC(=O)CCCCC(=O)OCCC,0,,1,7790,1,7790,NKOUWLLFHNBUDW,1,1,1,CHEMBL3187954
PQLMXFQTAMDXIZ-UHFFFAOYSA-N,CCCC(=O)OCCC(C)C,0,,1,7795,1,7795,PQLMXFQTAMDXIZ,1,1,1,CHEMBL3187370
MCSINKKTEDDPNK-UHFFFAOYSA-N,CCCOC(=O)CC,0,,1,7803,1,7803,MCSINKKTEDDPNK,1,1,1,CHEMBL3185284
MUXOBHXGJLMRAB-UHFFFAOYSA-N,COC(=O)CCC(=O)OC,0,,1,7820,1,7820,MUXOBHXGJLMRAB,1,1,1,CHEMBL556489
PSBKJPTZCVYXSD-UHFFFAOYSA-N,CCC(=O)CC(C)CC,0,,1,7822,0,,PSBKJPTZCVYXSD,0,0,1,
ALOUNLDAKADEEB-UHFFFAOYSA-N,COC(=O)CCCCCCCCC(=O)OC,0,,1,7829,0,,ALOUNLDAKADEEB,1,1,1,CHEMBL3186083
HGINCPLSRVDWNT-UHFFFAOYSA-N,C=CC=O,0,,1,7847,1,7847,HGINCPLSRVDWNT,1,1,1,CHEMBL721
SUVIGLJNEAMWEG-UHFFFAOYSA-N,CCCS,0,,1,7848,1,7848,SUVIGLJNEAMWEG,1,1,1,CHEMBL1236818
WGYKZJWCGVVSQN-UHFFFAOYSA-N,CCCN,0,,1,7852,1,7852,WGYKZJWCGVVSQN,1,1,1,CHEMBL14409
XXROGKLTLUQVRX-UHFFFAOYSA-N,C=CCO,0,,1,7858,1,7858,XXROGKLTLUQVRX,1,1,1,CHEMBL234926
LEQAOMBKQFMDFZ-UHFFFAOYSA-N,O=CC=O,0,,1,7860,1,7860,LEQAOMBKQFMDFZ,1,1,1,CHEMBL1606435
TZIHFWKZFHZASV-UHFFFAOYSA-N,COC=O,0,,1,7865,1,7865,TZIHFWKZFHZASV,1,1,1,CHEMBL295026
ARXJGSRGQADJSQ-UHFFFAOYSA-N,COCC(C)O,0,,1,7900,0,,ARXJGSRGQADJSQ,1,1,1,CHEMBL3186306
NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(=O)CC(C)C,0,,1,7909,1,7909,NTIZESTWPVYFNL,1,1,1,CHEMBL285323
WVYWICLMDOOCFB-UHFFFAOYSA-N,CC(C)CC(C)O,0,,1,7910,1,7910,WVYWICLMDOOCFB,1,1,1,CHEMBL448896
JMMWKPVZQRWMSS-UHFFFAOYSA-N,CC(=O)OC(C)C,0,,1,7915,1,7915,JMMWKPVZQRWMSS,1,1,1,CHEMBL1608674
HETCEOQFVDFGSY-UHFFFAOYSA-N,C=C(C)OC(C)=O,0,,1,7916,1,7916,HETCEOQFVDFGSY,1,1,1,CHEMBL1385681
GAEKPEKOJKCEMS-UHFFFAOYSA-N,CC1CCC(=O)O1,0,,1,7921,1,7921,GAEKPEKOJKCEMS,1,1,1,CHEMBL195593
JYYNAJVZFGKDEQ-UHFFFAOYSA-N,Cc1ccnc(C)c1,0,,1,7936,1,7936,JYYNAJVZFGKDEQ,1,1,1,CHEMBL5286019
OISVCGZHLKNMSJ-UHFFFAOYSA-N,Cc1cccc(C)n1,0,,1,7937,1,7937,OISVCGZHLKNMSJ,1,1,1,CHEMBL22976
BEPAFCGSDWSTEL-UHFFFAOYSA-N,COC(=O)CC(=O)OC,0,,1,7943,1,7943,BEPAFCGSDWSTEL,1,1,1,CHEMBL1986332
TUAMRELNJMMDMT-UHFFFAOYSA-N,Cc1cc(C)cc(O)c1,0,,1,7948,0,,TUAMRELNJMMDMT,1,1,1,CHEMBL191740
BWZVCCNYKMEVEX-UHFFFAOYSA-N,Cc1cc(C)nc(C)c1,0,,1,7953,0,,BWZVCCNYKMEVEX,1,1,1,CHEMBL1209580
HXQPUEQDBSPXTE-UHFFFAOYSA-N,CC(C)CC(O)CC(C)C,0,,1,7957,1,7957,HXQPUEQDBSPXTE,1,1,1,CHEMBL3187831
PTTPXKJBFFKCEK-UHFFFAOYSA-N,CC(C)CC(=O)CC(C)C,0,,1,7958,1,7958,PTTPXKJBFFKCEK,1,1,1,CHEMBL3182186
CPIVYSAVIPTCCX-UHFFFAOYSA-N,CC(=O)OC(C)CC(C)C,0,,1,7959,1,7959,CPIVYSAVIPTCCX,0,0,1,
FKNQCJSGGFJEIZ-UHFFFAOYSA-N,Cc1ccncc1,0,,1,7963,0,,FKNQCJSGGFJEIZ,1,1,1,CHEMBL15544
HPXRVTGHNJAIIH-UHFFFAOYSA-N,OC1CCCCC1,0,,1,7966,1,7966,HPXRVTGHNJAIIH,1,1,1,CHEMBL32010
RMVRSNDYEFQCLF-UHFFFAOYSA-N,Sc1ccccc1,0,,1,7969,1,7969,RMVRSNDYEFQCLF,1,1,1,CHEMBL119405
ITQTTZVARXURQS-UHFFFAOYSA-N,Cc1cccnc1,0,,1,7970,0,,ITQTTZVARXURQS,1,1,1,CHEMBL15722
NNWUEBIEOFQMSS-UHFFFAOYSA-N,CC1CCCCN1,0,,1,7974,1,7974,NNWUEBIEOFQMSS,1,1,1,CHEMBL21454
BSKHPKMHTQYZBB-UHFFFAOYSA-N,Cc1ccccn1,0,,1,7975,1,7975,BSKHPKMHTQYZBB,1,1,1,CHEMBL15732
AYWJSCLAAPJZEF-UHFFFAOYSA-N,CCCCOC(=O)CC(C)C,0,,1,7981,1,7981,AYWJSCLAAPJZEF,0,0,1,
PYGXAGIECVVIOZ-UHFFFAOYSA-N,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,0,,1,7986,1,7986,PYGXAGIECVVIOZ,1,1,1,CHEMBL2106225
RNDVGJZUHCKENF-UHFFFAOYSA-N,C=CCCC(C)=O,0,,1,7989,1,7989,RNDVGJZUHCKENF,0,0,1,
YKYONYBAUNKHLG-UHFFFAOYSA-N,CCCOC(C)=O,0,,1,7997,1,7997,YKYONYBAUNKHLG,1,1,1,CHEMBL44857
HQABUPZFAYXKJW-UHFFFAOYSA-N,CCCCN,0,,1,8007,1,8007,HQABUPZFAYXKJW,1,1,1,CHEMBL13968
ZJLMKPKYJBQJNH-UHFFFAOYSA-N,SCCCS,0,,1,8013,1,8013,ZJLMKPKYJBQJNH,0,0,1,
NKDDWNXOKDWJAK-UHFFFAOYSA-N,COCOC,0,,1,8020,1,8020,NKDDWNXOKDWJAK,1,1,1,CHEMBL15537
HPNMFZURTQLUMO-UHFFFAOYSA-N,CCNCC,0,,1,8021,1,8021,HPNMFZURTQLUMO,1,1,1,CHEMBL1189
WBJINCZRORDGAQ-UHFFFAOYSA-N,CCOC=O,0,,1,8025,1,8025,WBJINCZRORDGAQ,1,1,1,CHEMBL44215
QQZWEECEMNQSTG-UHFFFAOYSA-N,CCON=O,0,,1,8026,1,8026,QQZWEECEMNQSTG,1,1,1,CHEMBL1551365
KAESVJOAVNADME-UHFFFAOYSA-N,c1cc[nH]c1,0,,1,8027,1,8027,KAESVJOAVNADME,1,1,1,CHEMBL16225
YLQBMQCUIZJEEH-UHFFFAOYSA-N,c1ccoc1,0,,1,8029,1,8029,YLQBMQCUIZJEEH,1,1,1,CHEMBL278980
YTPLMLYBLZKORZ-UHFFFAOYSA-N,c1ccsc1,0,,1,8030,1,8030,YTPLMLYBLZKORZ,1,1,1,CHEMBL278958
FFWSICBKRCICMR-UHFFFAOYSA-N,CC(=O)CCC(C)C,0,,1,8034,0,,FFWSICBKRCICMR,1,1,1,CHEMBL45354
OJVAMHKKJGICOG-UHFFFAOYSA-N,CC(=O)CCC(C)=O,0,,1,8035,0,,OJVAMHKKJGICOG,1,1,1,CHEMBL1564795
GJRQTCIYDGXPES-UHFFFAOYSA-N,CC(=O)OCC(C)C,0,,1,8038,1,8038,GJRQTCIYDGXPES,1,1,1,CHEMBL46999
AXISYYRBXTVTFY-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OC(C)C,0,,1,8042,1,8042,AXISYYRBXTVTFY,1,1,1,CHEMBL207602
DHAZIUXMHRHVMP-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OCCCC,0,,1,8047,1,8047,DHAZIUXMHRHVMP,1,1,1,CHEMBL206900
ONKUXPIBXRRIDU-UHFFFAOYSA-N,CCOC(=O)CCCCCCCCC(=O)OCC,0,,1,8049,1,8049,ONKUXPIBXRRIDU,1,1,1,CHEMBL1884461
XKYICAQFSCFURC-UHFFFAOYSA-N,CC(C)CCOC=O,0,,1,8052,1,8052,XKYICAQFSCFURC,0,0,1,
DPBLXKKOBLCELK-UHFFFAOYSA-N,CCCCCN,0,,1,8060,1,8060,DPBLXKKOBLCELK,0,0,1,
ZRKMQKLGEQPLNS-UHFFFAOYSA-N,CCCCCS,0,,1,8067,1,8067,ZRKMQKLGEQPLNS,0,0,1,
XTHFKEDIFFGKHM-UHFFFAOYSA-N,COCCOC,0,,1,8071,0,,XTHFKEDIFFGKHM,1,1,1,CHEMBL1232411
KFNNIILCVOLYIR-UHFFFAOYSA-N,CCCOC=O,0,,1,8073,1,8073,KFNNIILCVOLYIR,1,1,1,CHEMBL2270393
LNRIEBFNWGMXKP-UHFFFAOYSA-N,CCSCCO,0,,1,8075,0,,LNRIEBFNWGMXKP,0,0,1,
XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,0,,1,8078,0,,XDTMQSROBMDMFD,1,1,1,CHEMBL15980
NQRYJNQNLNOLGT-UHFFFAOYSA-N,C1CCNCC1,0,,1,8082,1,8082,NQRYJNQNLNOLGT,1,1,1,CHEMBL15487
GLYJVQDYLFAUFC-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCCCC,0,,1,8090,0,,GLYJVQDYLFAUFC,0,0,1,
FRLZQXRXIKQFNS-UHFFFAOYSA-N,CCCCCC#CC(=O)OC,0,,1,8092,1,8092,FRLZQXRXIKQFNS,1,1,1,CHEMBL3185035
SVONRAPFKPVNKG-UHFFFAOYSA-N,CCOCCOC(C)=O,0,,1,8095,0,,SVONRAPFKPVNKG,1,1,1,CHEMBL1427293
BMVXCPBXGZKUPN-UHFFFAOYSA-N,CCCCCCN,0,,1,8102,1,8102,BMVXCPBXGZKUPN,1,1,1,CHEMBL1320720
PMBXCGGQNSVESQ-UHFFFAOYSA-N,CCCCCCS,0,,1,8106,1,8106,PMBXCGGQNSVESQ,1,1,1,CHEMBL153339
GCYHRYNSUGLLMA-UHFFFAOYSA-N,C=CCOCCO,0,,1,8116,1,8116,GCYHRYNSUGLLMA,0,0,1,
ZERULLAPCVRMCO-UHFFFAOYSA-N,CCCSCCC,0,,1,8118,1,8118,ZERULLAPCVRMCO,0,0,1,
JTXMVXSTHSMVQF-UHFFFAOYSA-N,CC(=O)OCCOC(C)=O,0,,1,8121,1,8121,JTXMVXSTHSMVQF,1,1,1,CHEMBL3186227
POAOYUHQDCAZBD-UHFFFAOYSA-N,CCCCOCCO,0,,1,8133,0,,POAOYUHQDCAZBD,1,1,1,CHEMBL284588
NTLJTUMJJWVCTL-UHFFFAOYSA-N,CCCCCCC#CC(=O)OC,0,,1,8137,1,8137,NTLJTUMJJWVCTL,1,1,1,CHEMBL3185173
KISVAASFGZJBCY-UHFFFAOYSA-N,C=CCCCCCCCCC(=O)OC,0,,1,8138,1,8138,KISVAASFGZJBCY,1,1,1,CHEMBL1591973
BKIMMITUMNQMOS-UHFFFAOYSA-N,CCCCCCCCC,0,,1,8141,1,8141,BKIMMITUMNQMOS,1,1,1,CHEMBL335900
NQBXSWAWVZHKBZ-UHFFFAOYSA-N,CCCCOCCOC(C)=O,0,,1,8160,0,,NQBXSWAWVZHKBZ,1,1,1,CHEMBL2141776
KYWIYKKSMDLRDC-UHFFFAOYSA-N,CCCCCCCCCC(C)=O,0,,1,8163,1,8163,KYWIYKKSMDLRDC,1,1,1,CHEMBL1236582
XEAMDSXSXYAICO-UHFFFAOYSA-N,CCCCCCCOC=O,0,,1,8169,1,8169,XEAMDSXSXYAICO,1,1,1,CHEMBL2270392
SNRUBQQJIBEYMU-UHFFFAOYSA-N,CCCCCCCCCCCC,0,,1,8182,0,,SNRUBQQJIBEYMU,1,1,1,CHEMBL30959
CRSBERNSMYQZNG-UHFFFAOYSA-N,C=CCCCCCCCCCC,0,,1,8183,0,,CRSBERNSMYQZNG,1,1,1,CHEMBL1872885
GIEMHYCMBGELGY-UHFFFAOYSA-N,C=CCCCCCCCCCO,0,,1,8185,1,8185,GIEMHYCMBGELGY,0,0,1,
OFHHDSQXFXLTKC-UHFFFAOYSA-N,C=CCCCCCCCCC=O,0,,1,8187,1,8187,OFHHDSQXFXLTKC,1,1,1,CHEMBL3185269
YSQZSPCQDXHJDJ-UHFFFAOYSA-N,CCCCCSSCCCCC,0,,1,8191,0,,YSQZSPCQDXHJDJ,0,0,1,
