node,tag,obs,exp,obs_exp,p
6,savory,3,2.14,1.4043956043956045,0.3642212277226095
6,grape,4,2.14,1.8725274725274725,0.10691185332603026
6,lemon,1,2.14,0.46813186813186813,0.9405171299291804
6,apricot,0,2.14,0.0,1.0
6,leafy,2,2.14,0.9362637362637363,0.7111552156730535
12,sweet,32,21.83,1.4658064516129032,0.0008234355996319373
12,fruity,19,18.31,1.0376923076923077,0.47140969228161334
12,green,8,15.02,0.5325,0.9971599175865431
12,floral,21,13.62,1.5424137931034483,0.007244717102123551
12,fatty,2,12.44,0.16075471698113208,0.9999985321346299
12,waxy,2,10.56,0.18933333333333335,0.9999786595767106
12,fresh,3,8.69,0.3454054054054054,0.9980771214178928
12,woody,11,7.28,1.5116129032258065,0.07329379111931057
12,herbal,8,6.57,1.217142857142857,0.3198681333094489
12,citrus,2,6.1,0.32769230769230767,0.9940746703912174
12,oily,1,5.63,0.17750000000000002,0.9989466844855501
12,balsamic,6,5.4,1.111304347826087,0.4644047689176045
12,cheesy,1,5.16,0.19363636363636363,0.9980635856119866
12,creamy,2,4.93,0.40571428571428575,0.978156833740727
12,spicy,8,4.69,1.704,0.06493422569152024
12,vegetable,4,4.46,0.8968421052631579,0.6955079796164461
12,rose,7,4.46,1.5694736842105264,0.12540532327123882
12,aldehydic,0,4.23,0.0,1.0
12,tropical,5,4.23,1.1833333333333333,0.42009342319919757
12,nutty,3,4.23,0.7100000000000001,0.8423096449584528
12,powdery,6,3.99,1.503529411764706,0.18135052546506766
12,dairy,0,3.99,0.0,1.0
12,sour,0,3.76,0.0,1.0
12,apple,3,3.52,0.852,0.7296582004372509
12,banana,1,3.29,0.30428571428571427,0.9794192738664931
12,sulfurous,8,3.05,2.6215384615384614,0.00274065166118199
12,musk,5,2.82,1.7750000000000001,0.121408798683578
12,pineapple,0,2.82,0.0,1.0
12,pungent,3,2.82,1.0650000000000002,0.5653090819819204
12,earthy,3,2.82,1.0650000000000002,0.5653090819819204
12,coconut,0,2.82,0.0,1.0
12,odorless,0,2.58,0.0,1.0
12,musty,3,2.58,1.1618181818181819,0.49934115876883994
12,sharp,0,2.58,0.0,1.0
12,orange,2,2.58,0.7745454545454545,0.7769561689572209
12,burnt,5,2.35,2.13,0.057042423221006076
12,meaty,7,2.35,2.9819999999999998,0.001831354393010198
12,pear,1,2.35,0.426,0.9355933176362956
12,buttery,0,2.35,0.0,1.0
12,animal,2,2.35,0.852,0.7264807125593334
12,milky,0,2.35,0.0,1.0
12,phenolic,6,2.11,2.8400000000000003,0.006045939799727441
12,honey,2,2.11,0.9466666666666668,0.6669848036309847
12,roasted,4,2.11,1.8933333333333335,0.13376620190763694
12,camphoreous,4,2.11,1.8933333333333335,0.13376620190763694
12,tobacco,4,1.88,2.13,0.08973905464442261
12,plum,4,1.88,2.13,0.08973905464442261
12,minty,5,1.88,2.6625,0.018783353473361776
12,coffee,4,1.88,2.13,0.08973905464442261
12,melon,0,1.88,0.0,1.0
12,berry,5,1.88,2.6625,0.018783353473361776
12,jasmine,2,1.88,1.065,0.597827165902306
12,acidic,0,1.88,0.0,1.0
12,medicinal,5,1.64,3.042857142857143,0.008583471430021783
12,cherry,2,1.64,1.217142857142857,0.518813463561021
12,onion,4,1.64,2.434285714285714,0.0542612040588922
12,pine,0,1.64,0.0,1.0
12,chicken,2,1.64,1.217142857142857,0.518813463561021
12,winey,1,1.64,0.6085714285714285,0.8509935183019335
12,cinnamon,1,1.41,0.7100000000000001,0.8035392247675175
12,jasmin,1,1.41,0.7100000000000001,0.8035392247675175
12,strawberry,3,1.41,2.1300000000000003,0.14311758364088933
12,cucumber,0,1.41,0.0,1.0
12,terpenic,0,1.41,0.0,1.0
12,dry,4,1.41,2.8400000000000003,0.028159642556680527
12,orris,2,1.41,1.4200000000000002,0.4305124363514114
12,caramellic,3,1.17,2.556,0.08563861309878493
12,cocoa,2,1.17,1.704,0.3347141521145707
12,metallic,2,1.17,1.704,0.3347141521145707
12,almond,2,1.17,1.704,0.3347141521145707
12,coumarinic,1,1.17,0.852,0.741368093364833
12,hay,1,1.17,0.852,0.741368093364833
12,cooling,3,1.17,2.556,0.08563861309878493
12,grassy,0,1.17,0.0,1.0
12,amber,3,1.17,2.556,0.08563861309878493
12,cabbage,2,1.17,1.704,0.3347141521145707
12,potato,1,1.17,0.852,0.741368093364833
12,peach,0,1.17,0.0,1.0
12,savory,2,1.17,1.704,0.3347141521145707
12,grape,4,1.17,3.408,0.011380067305258744
12,lemon,0,1.17,0.0,1.0
12,apricot,0,1.17,0.0,1.0
12,leafy,0,1.17,0.0,1.0
21,sweet,28,17.03,1.6443341604631927,8.851584221179683e-05
21,fruity,18,14.28,1.2603550295857988,0.11893314062673774
21,green,8,11.72,0.6826923076923077,0.9520998668173177
21,floral,18,10.62,1.6949602122015917,0.003992758025980341
21,fatty,4,9.7,0.41219158200290273,0.9968657600754345
21,waxy,3,8.24,0.3641025641025641,0.9967428088856826
21,fresh,4,6.77,0.5904365904365904,0.9442574422046148
21,woody,10,5.68,1.7617866004962779,0.032308703642389865
21,herbal,6,5.13,1.1703296703296702,0.4070553307246736
21,citrus,2,4.76,0.4201183431952663,0.9720992735362276
21,oily,2,4.39,0.45512820512820507,0.959091195525897
21,balsamic,5,4.21,1.1872909698996654,0.41631534623980565
21,cheesy,0,4.03,0.0,1.0
21,creamy,3,3.85,0.7802197802197802,0.7817456651213062
21,spicy,6,3.66,1.6384615384615384,0.13346381994276718
21,vegetable,3,3.48,0.8623481781376519,0.7152946720431672
21,rose,6,3.48,1.7246963562753037,0.1081678532869449
21,aldehydic,0,3.3,0.0,1.0
21,tropical,4,3.3,1.2136752136752136,0.4261407273803228
21,nutty,2,3.3,0.6068376068376068,0.879037552322228
21,powdery,4,3.11,1.2850678733031675,0.37911402245183695
21,dairy,1,3.11,0.3212669683257919,0.9723997209023942
21,sour,0,2.93,0.0,1.0
21,apple,2,2.75,0.7282051282051283,0.8004613778688748
21,banana,1,2.56,0.3901098901098901,0.9467004217394712
21,sulfurous,3,2.38,1.2603550295857988,0.4367279994627628
21,musk,5,2.2,2.2756410256410255,0.047081791862819945
21,pineapple,0,2.2,0.0,1.0
21,pungent,1,2.2,0.45512820512820507,0.917849741351382
21,earthy,2,2.2,0.9102564102564101,0.6819827410596443
21,coconut,1,2.2,0.45512820512820507,0.917849741351382
21,odorless,0,2.01,0.0,1.0
21,musty,2,2.01,0.993006993006993,0.6318849737212571
21,sharp,0,2.01,0.0,1.0
21,orange,1,2.01,0.4965034965034965,0.8981941579937373
21,burnt,1,1.83,0.5461538461538461,0.8739842321507845
21,meaty,3,1.83,1.6384615384615384,0.269301779853508
21,pear,1,1.83,0.5461538461538461,0.8739842321507845
21,buttery,1,1.83,0.5461538461538461,0.8739842321507845
21,animal,1,1.83,0.5461538461538461,0.8739842321507845
21,milky,1,1.83,0.5461538461538461,0.8739842321507845
21,phenolic,4,1.65,2.427350427350427,0.0608308993219848
21,honey,2,1.65,1.2136752136752136,0.5147633806673579
21,roasted,2,1.65,1.2136752136752136,0.5147633806673579
21,camphoreous,1,1.65,0.6068376068376068,0.844198687022788
21,tobacco,4,1.46,2.730769230769231,0.03894869730066721
21,plum,4,1.46,2.730769230769231,0.03894869730066721
21,minty,4,1.46,2.730769230769231,0.03894869730066721
21,coffee,2,1.46,1.3653846153846154,0.44813108982767014
21,melon,0,1.46,0.0,1.0
21,berry,4,1.46,2.730769230769231,0.03894869730066721
21,jasmine,2,1.46,1.3653846153846154,0.44813108982767014
21,acidic,0,1.46,0.0,1.0
21,medicinal,3,1.28,2.3406593406593403,0.11682806213348154
21,cherry,2,1.28,1.5604395604395604,0.37698723762904496
21,onion,3,1.28,2.3406593406593403,0.11682806213348154
21,pine,0,1.28,0.0,1.0
21,chicken,1,1.28,0.7802197802197802,0.7626618048110647
21,winey,1,1.28,0.7802197802197802,0.7626618048110647
21,cinnamon,1,1.1,0.9102564102564101,0.7075654380707763
21,jasmin,0,1.1,0.0,1.0
21,strawberry,2,1.1,1.8205128205128203,0.30265604463031265
21,cucumber,1,1.1,0.9102564102564101,0.7075654380707763
21,terpenic,0,1.1,0.0,1.0
21,dry,4,1.1,3.6410256410256405,0.011103638242353569
21,orris,2,1.1,1.8205128205128203,0.30265604463031265
21,caramellic,2,0.92,2.1846153846153844,0.22723174585218708
21,cocoa,1,0.92,1.0923076923076922,0.6400805391640323
21,metallic,1,0.92,1.0923076923076922,0.6400805391640323
21,almond,2,0.92,2.1846153846153844,0.22723174585218708
21,coumarinic,1,0.92,1.0923076923076922,0.6400805391640323
21,hay,1,0.92,1.0923076923076922,0.6400805391640323
21,cooling,2,0.92,2.1846153846153844,0.22723174585218708
21,grassy,0,0.92,0.0,1.0
21,amber,3,0.92,3.276923076923077,0.043743393269144754
21,cabbage,2,0.92,2.1846153846153844,0.22723174585218708
21,potato,1,0.92,1.0923076923076922,0.6400805391640323
21,peach,1,0.92,1.0923076923076922,0.6400805391640323
21,savory,0,0.92,0.0,1.0
21,grape,3,0.92,3.276923076923077,0.043743393269144754
21,lemon,0,0.92,0.0,1.0
21,apricot,0,0.92,0.0,1.0
21,leafy,1,0.92,1.0923076923076922,0.6400805391640323
32,sweet,29,19.65,1.4759856630824375,0.0013897813091592315
32,fruity,18,16.48,1.0923076923076922,0.3581955975898559
32,green,7,13.52,0.5177083333333333,0.9964246089164454
32,floral,19,12.25,1.5505747126436782,0.010710668249107025
32,fatty,3,11.2,0.2679245283018868,0.9999101129015042
32,waxy,3,9.51,0.3155555555555556,0.9992507749046078
32,fresh,3,7.82,0.3837837837837838,0.9948071359496585
32,woody,10,6.55,1.5268817204301075,0.08367436479629944
32,herbal,6,5.92,1.0142857142857142,0.5677967928438706
32,citrus,2,5.49,0.36410256410256414,0.9877624731786093
32,oily,2,5.07,0.39444444444444443,0.9805708331255444
32,balsamic,3,4.86,0.6173913043478261,0.9052861009869917
32,cheesy,1,4.65,0.21515151515151515,0.9960576770149623
32,creamy,2,4.44,0.4507936507936508,0.9619727830323554
32,spicy,7,4.23,1.6566666666666667,0.09905445416355342
32,vegetable,5,4.01,1.2456140350877192,0.3711862592924674
32,rose,7,4.01,1.7438596491228069,0.07681301031947183
32,aldehydic,0,3.8,0.0,1.0
32,tropical,3,3.8,0.788888888888889,0.7776547192256295
32,nutty,3,3.8,0.788888888888889,0.7776547192256295
32,powdery,6,3.59,1.6705882352941177,0.12097073069997301
32,dairy,0,3.59,0.0,1.0
32,sour,0,3.38,0.0,1.0
32,apple,3,3.17,0.9466666666666667,0.6512910145953537
32,banana,1,2.96,0.3380952380952381,0.9680258961791753
32,sulfurous,6,2.75,2.184615384615385,0.03375464787335418
32,musk,5,2.54,1.972222222222222,0.08241667630555183
32,pineapple,0,2.54,0.0,1.0
32,pungent,4,2.54,1.5777777777777777,0.23151831830054767
32,earthy,3,2.54,1.1833333333333333,0.4839655428423393
32,coconut,0,2.54,0.0,1.0
32,odorless,0,2.32,0.0,1.0
32,musty,3,2.32,1.290909090909091,0.4208537367068915
32,sharp,0,2.32,0.0,1.0
32,orange,2,2.32,0.8606060606060606,0.7173324539013215
32,burnt,4,2.11,1.8933333333333335,0.13646707391186877
32,meaty,4,2.11,1.8933333333333335,0.13646707391186877
32,pear,1,2.11,0.4733333333333334,0.9121263218100586
32,buttery,0,2.11,0.0,1.0
32,animal,2,2.11,0.9466666666666668,0.6634272325932433
32,milky,0,2.11,0.0,1.0
32,phenolic,4,1.9,2.1037037037037036,0.09668723408593279
32,honey,2,1.9,1.0518518518518518,0.6018742080120816
32,roasted,3,1.9,1.577777777777778,0.2899035989547648
32,camphoreous,2,1.9,1.0518518518518518,0.6018742080120816
32,tobacco,5,1.69,2.9583333333333335,0.011636472249499059
32,plum,5,1.69,2.9583333333333335,0.011636472249499059
32,minty,5,1.69,2.9583333333333335,0.011636472249499059
32,coffee,3,1.69,1.7750000000000001,0.22549814399848736
32,melon,0,1.69,0.0,1.0
32,berry,4,1.69,2.3666666666666667,0.06349669288147086
32,jasmine,1,1.69,0.5916666666666667,0.8555472790132331
32,acidic,0,1.69,0.0,1.0
32,medicinal,3,1.48,2.0285714285714285,0.1647475998296062
32,cherry,2,1.48,1.3523809523809525,0.4557850904991303
32,onion,3,1.48,2.0285714285714285,0.1647475998296062
32,pine,0,1.48,0.0,1.0
32,chicken,2,1.48,1.3523809523809525,0.4557850904991303
32,winey,1,1.48,0.6761904761904762,0.8151722948864971
32,cinnamon,2,1.27,1.5777777777777777,0.3726315217364091
32,jasmin,0,1.27,0.0,1.0
32,strawberry,2,1.27,1.5777777777777777,0.3726315217364091
32,cucumber,1,1.27,0.7888888888888889,0.7638312656883017
32,terpenic,0,1.27,0.0,1.0
32,dry,4,1.27,3.1555555555555554,0.01906752550888549
32,orris,2,1.27,1.5777777777777777,0.3726315217364091
32,caramellic,2,1.06,1.8933333333333335,0.28516816434879083
32,cocoa,1,1.06,0.9466666666666668,0.6986313083629864
32,metallic,2,1.06,1.8933333333333335,0.28516816434879083
32,almond,2,1.06,1.8933333333333335,0.28516816434879083
32,coumarinic,1,1.06,0.9466666666666668,0.6986313083629864
32,hay,1,1.06,0.9466666666666668,0.6986313083629864
32,cooling,2,1.06,1.8933333333333335,0.28516816434879083
32,grassy,0,1.06,0.0,1.0
32,amber,3,1.06,2.8400000000000003,0.06465448754121987
32,cabbage,2,1.06,1.8933333333333335,0.28516816434879083
32,potato,1,1.06,0.9466666666666668,0.6986313083629864
32,peach,0,1.06,0.0,1.0
32,savory,2,1.06,1.8933333333333335,0.28516816434879083
32,grape,4,1.06,3.786666666666667,0.007533474874198479
32,lemon,0,1.06,0.0,1.0
32,apricot,0,1.06,0.0,1.0
32,leafy,1,1.06,0.9466666666666668,0.6986313083629864
44,sweet,24,13.54,1.77315296566077,4.181144445516915e-05
44,fruity,14,11.35,1.2332506203473945,0.19236987958266732
44,green,4,9.31,0.42943548387096775,0.9957343936478807
44,floral,15,8.44,1.7769744160177976,0.005390134818803256
44,fatty,1,7.71,0.12964090079123555,0.9999377918494585
44,waxy,1,6.55,0.15268817204301077,0.9996692505310795
44,fresh,1,5.38,0.1857018308631212,0.9983859778310545
44,woody,10,4.51,2.2164412070759627,0.005342976692340445
44,herbal,4,4.08,0.9815668202764977,0.6110618829894454
44,citrus,1,3.78,0.2642679900744417,0.9874027705952492
44,oily,1,3.49,0.2862903225806452,0.9819557866963795
44,balsamic,2,3.35,0.5974754558204768,0.8823508781182577
44,cheesy,1,3.2,0.312316715542522,0.9742600432080037
44,creamy,2,3.06,0.6543778801843319,0.8459510660454163
44,spicy,5,2.91,1.717741935483871,0.14494343588815398
44,vegetable,1,2.77,0.3616298811544991,0.956474919180438
44,rose,3,2.77,1.0848896434634974,0.5443618895357947
44,aldehydic,0,2.62,0.0,1.0
44,tropical,2,2.62,0.7634408602150538,0.7732304686124931
44,nutty,1,2.62,0.3817204301075269,0.9482476173182038
44,powdery,5,2.47,2.0208728652751424,0.08042205033529189
44,dairy,0,2.47,0.0,1.0
44,sour,0,2.33,0.0,1.0
44,apple,2,2.18,0.9161290322580644,0.6740854403750188
44,banana,0,2.04,0.0,1.0
44,sulfurous,1,1.89,0.5285359801488834,0.8787459035767103
44,musk,5,1.75,2.862903225806452,0.01785702873924617
44,pineapple,0,1.75,0.0,1.0
44,pungent,2,1.75,1.1451612903225807,0.5447528088776368
44,earthy,2,1.75,1.1451612903225807,0.5447528088776368
44,coconut,0,1.75,0.0,1.0
44,odorless,0,1.6,0.0,1.0
44,musty,2,1.6,1.249266862170088,0.49488794565885025
44,sharp,0,1.6,0.0,1.0
44,orange,2,1.6,1.249266862170088,0.49488794565885025
44,burnt,2,1.46,1.3741935483870968,0.441957297365656
44,meaty,0,1.46,0.0,1.0
44,pear,0,1.46,0.0,1.0
44,buttery,0,1.46,0.0,1.0
44,animal,2,1.46,1.3741935483870968,0.441957297365656
44,milky,0,1.46,0.0,1.0
44,phenolic,4,1.31,3.053763440860215,0.027596935018061677
44,honey,1,1.31,0.7634408602150538,0.7643049454712089
44,roasted,0,1.31,0.0,1.0
44,camphoreous,1,1.31,0.7634408602150538,0.7643049454712089
44,tobacco,4,1.16,3.435483870967742,0.017089317795103757
44,plum,4,1.16,3.435483870967742,0.017089317795103757
44,minty,3,1.16,2.5766129032258065,0.09402008674890282
44,coffee,0,1.16,0.0,1.0
44,melon,0,1.16,0.0,1.0
44,berry,5,1.16,4.294354838709678,0.001962481203064618
44,jasmine,1,1.16,0.8588709677419355,0.7223132978252748
44,acidic,0,1.16,0.0,1.0
44,medicinal,2,1.02,1.9631336405529953,0.2700987001733309
44,cherry,1,1.02,0.9815668202764977,0.6731230820114662
44,onion,1,1.02,0.9815668202764977,0.6731230820114662
44,pine,0,1.02,0.0,1.0
44,chicken,0,1.02,0.0,1.0
44,winey,1,1.02,0.9815668202764977,0.6731230820114662
44,cinnamon,0,0.87,0.0,1.0
44,jasmin,0,0.87,0.0,1.0
44,strawberry,3,0.87,3.435483870967742,0.041323127437452194
44,cucumber,0,0.87,0.0,1.0
44,terpenic,0,0.87,0.0,1.0
44,dry,3,0.87,3.435483870967742,0.041323127437452194
44,orris,2,0.87,2.2903225806451615,0.21154794252130152
44,caramellic,3,0.73,4.122580645161291,0.022937579439569016
44,cocoa,0,0.73,0.0,1.0
44,metallic,1,0.73,1.3741935483870968,0.5482147990204704
44,almond,2,0.73,2.7483870967741937,0.15480633749335176
44,coumarinic,1,0.73,1.3741935483870968,0.5482147990204704
44,hay,1,0.73,1.3741935483870968,0.5482147990204704
44,cooling,2,0.73,2.7483870967741937,0.15480633749335176
44,grassy,0,0.73,0.0,1.0
44,amber,3,0.73,4.122580645161291,0.022937579439569016
44,cabbage,1,0.73,1.3741935483870968,0.5482147990204704
44,potato,0,0.73,0.0,1.0
44,peach,0,0.73,0.0,1.0
44,savory,0,0.73,0.0,1.0
44,grape,3,0.73,4.122580645161291,0.022937579439569016
44,lemon,0,0.73,0.0,1.0
44,apricot,0,0.73,0.0,1.0
44,leafy,0,0.73,0.0,1.0
