smiles_id,cluster,class_group,inchikey,row,in_universe
SML0715,3,,STZUZYMKSMSTOU-UHFFFAOYSA-N,724784,True
SML0716,1,shared,SZMNDOUFZGODBR-UHFFFAOYSA-N,724835,True
SML0717,1,Class II only,PJXHBTZLHITWFX-UHFFFAOYSA-N,723995,True
SML0718,1,shared,LMETVDMCIJNNKH-UHFFFAOYSA-N,723003,True
SML0719,4,Class II only,KGWPHCDTOLQQEP-UHFFFAOYSA-N,722709,True
SML0720,1,Class II only,FTXUQEKXCJSWMO-UHFFFAOYSA-N,721628,True
SML0721,0,shared,ZWKNLRXFUTWSOY-QPJJXVBHSA-N,726375,True
SML0722,1,shared,VXCUURYYWGCLIH-UHFFFAOYSA-N,725327,True
SML0723,3,shared,MJTPMXWJHPOWGH-UHFFFAOYSA-N,723227,True
SML0724,3,Class II only,YPKBCLZFIYBSHK-UHFFFAOYSA-N,726032,True
SML0725,3,,GOMAKLPNAAZVCJ-UHFFFAOYSA-N,721815,True
SML0726,0,shared,HFNGYHHRRMSKEU-UHFFFAOYSA-N,721986,True
SML0727,0,shared,FQMZVFJYMPNUCT-YRNVUSSQSA-N,721595,True
SML0728,0,shared,HIGQPQRQIQDZMP-FLIBITNWSA-N,722008,True
SML0729,1,shared,PXRBWNLUQYZAAX-UHFFFAOYSA-N,724116,True
SML0730,1,shared,RZZLMGATMUAJPX-UHFFFAOYSA-N,724634,True
SML0731,1,Class II only,BYCHQEILESTMQU-FMIVXFBMSA-N,720910,True
SML0732,4,shared,NTPLXRHDUXRPNE-UHFFFAOYSA-N,723599,True
SML0733,1,shared,UCSIFMPORANABL-UHFFFAOYSA-N,724934,True
SML0734,1,Class II only,ZSBOMYJPSRFZAL-JLHYYAGUSA-N,726333,True
SML0735,4,Class II only,BLRHMMGNCXNXJL-UHFFFAOYSA-N,720806,True
SML0736,4,shared,YNBADRVTZLEFNH-UHFFFAOYSA-N,726015,True
SML0737,1,,MINYPECWDZURGR-UHFFFAOYSA-N,723216,True
SML0738,1,Class II only,ZFGBKXBPHOUSJX-UHFFFAOYSA-N,726208,True
SML0739,0,shared,YWVSYRJWCROMKO-UHFFFAOYSA-N,726106,True
SML0740,2,Class I only,CVKMFSAVYPAZTQ-UHFFFAOYSA-N,721128,True
SML0741,2,Class I only,NZQMQVJXSRMTCJ-UHFFFAOYSA-N,723651,True
SML0742,2,Class I only,NTWSIWWJPQHFTO-AATRIKPKSA-N,723603,True
SML0744,2,Class I only,NKBWMBRPILTCRD-UHFFFAOYSA-N,723497,True
SML0745,5,,JZBCTZLGKSYRSF-UHFFFAOYSA-N,722628,True
SML0746,0,Class II only,CHCKBDDEJDVRSJ-UHFFFAOYSA-N,720989,True
SML0747,0,shared,ZBYPSGBBPAPHDG-UHFFFAOYSA-N,726170,True
SML0748,2,Class I only,FYGUSUBEMUKACF-UHFFFAOYSA-N,721666,True
SML0749,1,shared,LXXNWCFBZHKFPT-UHFFFAOYSA-N,723116,True
SML0750,4,Class II only,XSAYZAUNJMRRIR-UHFFFAOYSA-N,725817,True
SML0768,0,,JLPUXFOGCDVKGO-TUAOUCFPSA-N,722499,True
SML0769,3,,JDLKFOPOAOFWQN-UHFFFAOYSA-N,722419,True
SML0770,0,,RTUMCNDCAVLXEP-UHFFFAOYSA-N,724574,True
