SML,SMILES,InChIKey,Odors
SML0366,CCCC(C(C)CO)S,XVFIAOJQUHTZSV-UHFFFAOYSA-N,
SML0367,CC1=CC[C@H](CC1)C(C)(C)O,WUOACPNHFRMFPN-SECBINFHSA-N,"terpenic, floral"
SML0368,CC1=CC[C@H]2C[C@@H]1C2(C)C,GRWFGVWFFZKLTI-IUCAKERBSA-N,"terpenic, herbal, sharp, warm, earthy, pine, fresh, woody"
SML0369,CC1=CC[C@@H]2C[C@H]1C2(C)C,GRWFGVWFFZKLTI-RKDXNWHRSA-N,"minty, terpenic, herbal, aromatic"
SML0370,CC1([C@H]2CCC(=C)[C@@H]1C2)C,WTARULDDTDQWMU-IUCAKERBSA-N,"herbal, dry, pine, fresh, green, woody, hay"
SML0371,CC1([C@@H]2CCC(=C)[C@H]1C2)C,WTARULDDTDQWMU-RKDXNWHRSA-N,"terpenic, sweet, pine, fresh, green, woody, hay"
SML0372,CC(C)C12CCC(=C)C1C2,NDVASEGYNIMXJL-UHFFFAOYSA-N,"terpenic, spicy, oily, citrus, camphoreous, pine, green, woody"
SML0373,CC=CC(=O)C1=C(C=CCC1(C)C)C,POIARNZEYGURDG-UHFFFAOYSA-N,
SML0374,CCC1=CC(=C(C=C1)O)OC,CHWNEIVBYREQRF-UHFFFAOYSA-N,"clove, spicy, phenolic, smoky, sweet, woody, vanilla, medicinal"
SML0375,CC(=O)CC(C)(C)S,QRNZMFDCKKEPSX-UHFFFAOYSA-N,"tropical, meaty, savory, green, fruity, sulfurous"
SML0376,CCCC/C=C\C=C\C=O,ZHHYXNZJDGDGPJ-IGTJQSIKSA-N,"geranium, pungent, green"
SML0377,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,"musty, pungent, nutty, fresh, aldehydic, fruity, ethereal, alcoholic"
SML0378,CCC(C)C(=O)OC,OCWLYWIFNDCWRZ-UHFFFAOYSA-N,"estery, powdery, tropical, fatty, berry, ripe, sweet, green, fruity, ethereal, apple"
SML0379,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,"winey, fermented, sweet, ethereal"
SML0380,C1=CC(=CC=C1/C=C/C(=O)O)O,NGSWKAQJJWESNS-ZZXKWVIFSA-N,balsamic
SML0381,C1=CC=C(C=C1)CC(=O)O,WLJVXDMOQOGPHL-UHFFFAOYSA-N,"powdery, honey, tobacco, chocolate, animal, sweet, floral, rose, waxy, sour"
SML0382,CCCCCC1CCCC(=O)O1,GHBSPIPJMLAMEP-UHFFFAOYSA-N,"lactonic, fatty, milky, buttery, oily, peach, nutty, dairy, sweet, coconut, fresh, fruity, creamy"
SML0383,CC(=O)C1=CC=CC=C1N,GTDQGKWDWVUKTI-UHFFFAOYSA-N,"grape, sweet"
SML0384,C1CCCCCCCC(=O)CCCCCC1,OSOIQJGOYGSIMF-UHFFFAOYSA-N,"natural, powdery, animal, musk"
SML0385,C1CCCCCC(=O)CCCC=CCCCC1,ABRIMXGLNHCLIP-UHFFFAOYSA-N,
SML0386,CC1CC=CCCCCCCCCCC(=O)C1,NKMKFQCVDZVEJR-UHFFFAOYSA-N,
SML0387,C1CCC/C=C/CCCCCCC(=O)CCC1,ZGEHHVDYDNXYMW-OWOJBTEDSA-N,
SML0388,CC1C/C=C/CCCCCCCCC(=O)C1,ZFGBKXBPHOUSJX-VQHVLOKHSA-N,
SML0389,CC1CCCCCCCCCCCC(=O)C1,VPQWBNWSLZYYFH-UHFFFAOYSA-N,
SML0390,C1CCCCOC(=O)CCCCC/C=C\CCC1,NVIPUOMWGQAOIT-RQOWECAXSA-N,"musty, animal, musk"
SML0391,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,RWCCWEUUXYIKHB-UHFFFAOYSA-N,"geranium, powdery, herbal, balsamic, metallic, rose"
SML0392,CCOC(=O)CC1=CC(=CC=C1)Br,CAERSDJFKGMKLY-UHFFFAOYSA-N,
SML0393,CC1=CC=CC=C1CC(=O)OC,BLEMRRXGTKTJGT-UHFFFAOYSA-N,
SML0394,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,DGEZNRSVGBDHLK-UHFFFAOYSA-N,
SML0395,CCOC1=CC2=CC=CC=C2C=C1,GUMOJENFFHZAFP-UHFFFAOYSA-N,"powdery, grape, floral, orange"
SML0396,C=CC1=CC=C(C=C1)OCCCCOC2=CC=C(C=C2)C=C,RAPXVKLHABTPOM-UHFFFAOYSA-N,
SML0397,CC1=CCC(CC1=O)C(=C)C,ULDHMXUKGWMISQ-UHFFFAOYSA-N,minty
SML0398,CCCCCCCCCCCO,KJIOQYGWTQBHNH-UHFFFAOYSA-N,"oily, citrus, floral, fruity"
SML0399,CCCCCCCCCCCC=O,HFJRKMMYBMWEAD-UHFFFAOYSA-N,"soapy, citrus, sweet, floral, green, waxy, aldehydic"
SML0400,C(CCCCC(=O)O)CCCCC(=O)O,LWBHHRRTOZQPDM-UHFFFAOYSA-N,
SML0401,C(CCCCC(=O)O)CCCCBr,PGVRSPIEZYGOAD-UHFFFAOYSA-N,
SML0402,C(CCCCCBr)CCCCC(=O)O,IUDGNRWYNOEIKF-UHFFFAOYSA-N,
SML0403,C(CCCCCC(=O)O)CCCCCBr,YYKBWYBUCFHYPR-UHFFFAOYSA-N,
SML0404,CCCCCCCCCCC(=O)O,ZDPHROOEEOARMN-UHFFFAOYSA-N,"cheesy, fatty, coconut, waxy, creamy"
SML0405,C(CCC(=O)O)CCBr,NVRVNSHHLPQGCU-UHFFFAOYSA-N,
SML0406,C(CCCC(=O)O)CCCBr,BKJFDZSBZWHRNH-UHFFFAOYSA-N,
SML0407,CCCCCCCCCCO,MWKFXSUHUHTGQN-UHFFFAOYSA-N,"clean, fatty, oily, sweet, floral, waxy, orange"
SML0408,C(CC(=O)O)CC(=O)O,JFCQEDHGNNZCLN-UHFFFAOYSA-N,odorless
SML0409,C(CCC(=O)O)CCC(=O)O,WLJVNTCWHIRURA-UHFFFAOYSA-N,
SML0410,C(CCCC(=O)O)CCC(=O)O,TYFQFVWCELRYAO-UHFFFAOYSA-N,
SML0411,C(CCCCC(=O)O)CCCC(=O)O,CXMXRPHRNRROMY-UHFFFAOYSA-N,
SML0412,C(CCCCCC(=O)O)CCCCC(=O)O,TVIDDXQYHWJXFK-UHFFFAOYSA-N,
SML0413,CCCC(C)C1OCC(CO1)(C)CCC,LODLFUCEWWWXPR-UHFFFAOYSA-N,"jasmin, herbal, spicy, oily, fresh, green"
SML0414,CC(C)C1C(COC(O1)(C)C)(C)C,WVYKHQRCBWWGFK-UHFFFAOYSA-N,"herbal, earthy, green, woody, fruity"
SML0415,CCCCC(CC)CO,YIWUKEYIRIRTPP-UHFFFAOYSA-N,"oily, fermented, citrus, sweet, floral, rose, fresh"
SML0416,CCCCCCC(C)O,SJWFXCIHNDVPSH-UHFFFAOYSA-N,"herbal, spicy, musty, leafy, floral, earthy, fresh, green, woody"
SML0417,CCCCCC(CC)O,NMRPBPVERJPACX-UHFFFAOYSA-N,"minty, herbal, spicy, musty, oily, melon, fermented, citrus, nutty, dairy, earthy, green, mushroom, waxy, woody, creamy"
SML0418,CCCCC(CCC)O,WOFPPJOZXUTRAU-UHFFFAOYSA-N,
SML0419,CCCCCCCC(C)O,NGDNVOAEIVQRFH-UHFFFAOYSA-N,"cheesy, musty, citrus, dairy, green, waxy, fruity, creamy, orange"
SML0420,CC1CCC(C(C1)O)C(C)C,NOOLISFMXDJSKH-UHFFFAOYSA-N,"minty, cooling, mentholic, musty, mint"
SML0421,CC1=CC(=C(C=C1)C(C)C)O,MGSRCZKZVOBKFT-UHFFFAOYSA-N,"chemical, herbal, spicy, phenolic, sweet, camphoreous, medicinal"
SML0422,C1=CC=C(C=C1)/C=C/C(=O)O,WBYWAXJHAXSJNI-VOTSOKGWSA-N,"balsamic, sweet"
SML0423,CCCCCCC(=O)C,ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,"natural, weedy, herbal, cheesy, ketonic, musty, fatty, dairy, earthy, green, woody, fruity, apple"
SML0424,CCCCCC(=O)CC,RHLVCLIPMVJYKS-UHFFFAOYSA-N,"lavender, herbal, cheesy, ketonic, musty, fermented, sweet, earthy, fresh, green, mushroom, fruity, vegetable"
SML0425,CCCCCCC(=O)CC,IYTXKIXETAELAV-UHFFFAOYSA-N,"jasmin, herbal, spicy, leafy, sweet, floral, fresh, green, fruity, grassy"
SML0426,CCCCCCCCC(=O)C,ZAJNGDIORYACQU-UHFFFAOYSA-N,"fatty, peach, floral, orange"
SML0427,CCCCCCCCCCC(=O)C,LSKONYYRONEBKA-UHFFFAOYSA-N,"citrus, floral, fruity, orange"
SML0428,CC(=CCCC(=O)C)C,UHEPJGULSIKKTP-UHFFFAOYSA-N,"herbal, cheesy, ketonic, musty, oily, citrus, banana, green, fruity, creamy, apple"
SML0429,CC(=O)CCC1=CC2=C(C=C1)OCO2,TZJLGGWGVLADDN-UHFFFAOYSA-N,"jammy, raspberry, powdery, berry, sweet, floral, woody, fruity, cherry"
SML0430,CC1(C2CCC1(C(=O)C2)C)C,DSSYKIVIOFKYAU-UHFFFAOYSA-N,"mint, camphoreous, fresh"
SML0431,CCCCCCC(=O)OCC,TVQGDYNRXLTQAP-UHFFFAOYSA-N,"rummy, estery, winey, berry, cognac, pineapple, sweet, banana, green, fruity"
SML0432,CCCCCCCCC(=O)OCC,BYEVBITUADOIGY-UHFFFAOYSA-N,"natural, tropical, fatty, oily, grape, nutty, rum, cognac, rose, waxy, fruity"
SML0433,CCCCCC(=O)OC,NUKZAGXMHTUAFE-UHFFFAOYSA-N,"apricot, strawberry, pineapple, banana, fruity, ethereal, apple"
SML0434,CCCCCCC(=O)OC,XNCNNDVCAUWAIT-UHFFFAOYSA-N,"berry, orris, sweet, floral, green, waxy, fruity, apple"
SML0435,CCCCCCCCC(=O)OC,IJXHLVMUNBOGRR-UHFFFAOYSA-N,"tropical, winey, pear, nutty, sweet, coconut, green, waxy, fruity"
SML0436,CCCC(=O)SC,GRLJIIJNZJVMGP-UHFFFAOYSA-N,"cheesy, cabbage, milky, sweet, garlic, fruity, cocoa, tomato, sulfurous"
SML0437,C1=CSC=N1,FZWLAAWBMGSTSO-UHFFFAOYSA-N,"fishy, nutty, meaty"
SML0438,C1=CC=C2C(=C1)N=CS2,IOJUPLGTWVMSFF-UHFFFAOYSA-N,"cooked, brown, coffee, burnt, nutty, meaty, beefy, vegetable, sulfurous"
SML0439,C1=CC=C2C(=C1)C=CN2,SIKJAQJRHWYJAI-UHFFFAOYSA-N,"cheesy, musty, pungent, animal, floral"
SML0440,C=CCC1=CC2=C(C=C1)OCO2,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,"anise, spicy, aromatic, warm, sweet, floral, woody"
SML0441,C1=CC=C(C=C1)C=O,HUMNYLRZRPPJDN-UHFFFAOYSA-N,"powdery, sharp, nutty, sweet, fruity, almond, cherry"
SML0442,CC(CCC=C(C)C)CC=O,NEHNMFOYXAPHSD-UHFFFAOYSA-N,"herbal, citrus, sweet, floral, dry, rose, green, waxy, aldehydic"
SML0443,CCCCCC1C(CCC1=O)CC(=O)OC,KVWWIYGFBYDJQC-UHFFFAOYSA-N,"lactonic, jasmin, natural, jasmine, tropical, oily, floral, green, fruity"
SML0444,CCCCC/C=C/C=O,LVBXEMGDVWVTGY-VOTSOKGWSA-N,"herbal, cucumber, fatty, leafy, fresh, banana, green, waxy, vegetable"
SML0445,CCC/C=C/C=C/C=O,DVVATNQISMINCX-YTXTXJHMSA-N,"fatty, melon, pear, citrus, green, fruity"
SML0446,CC(C)CC(C)CC=C(C)C=O,LCLLDHVSJPTTSF-UHFFFAOYSA-N,
SML0447,C[C@]12CC[C@H](C1)C(C2=O)(C)C,LHXDLQBQYFFVNW-XCBNKYQSSA-N,"terpenic, cedar, cooling, mentholic, herbal, balsamic, mint, sweet, camphoreous, earthy, pine, fresh, woody"
SML0448,C[C@@H]1CCO[C@H](C1)C=C(C)C,CZCBTSFUTPZVKJ-ZJUUUORDSA-N,
SML0449,C[C@]12CC[C@H](C1(C)C)CC2=O,DSSYKIVIOFKYAU-OIBJUYFYSA-N,
SML0450,C[C@H](C1=CC=CC=C1)O,WAPNOHKVXSQRPX-SSDOTTSWSA-N,"floral, earthy, green"
SML0451,CC[C@@H](C1=CC=CC=C1)C(=O)O,OFJWFSNDPCAWDK-VIFPVBQESA-N,
SML0452,CC[C@H](C1=CC=CC=C1)C(=O)O,OFJWFSNDPCAWDK-SECBINFHSA-N,
SML0453,CCCCC(=O)C,QQZOPKMRPOGIEB-UHFFFAOYSA-N,"cheesy, ketonic, buttery, meaty, dairy, fruity"
SML0454,CCC(C)O,BTANRVKWQNVYAZ-UHFFFAOYSA-N,"apricot, winey, oily, solvent, fermented, sweet, fruity, alcoholic"
SML0455,CCCCC[C@@H](C)O,CETWDUZRCINIHU-SSDOTTSWSA-N,"fatty, oily, sweet, fruity"
SML0456,CCCCCC(C)(C)O,ACBMYYVZWKYLIP-UHFFFAOYSA-N,
SML0457,CCCCCC[C@H](C)O,SJWFXCIHNDVPSH-QMMMGPOBSA-N,"fatty, oily, grape, mushroom, creamy"
SML0458,CC[C@H](C)O,BTANRVKWQNVYAZ-BYPYZUCNSA-N,"winey, oily"
SML0459,CCCCC[C@H](C)O,CETWDUZRCINIHU-ZETCQYMHSA-N,"cheesy, fatty, oily, mushroom"
SML0460,C[C@@H](C1=CC=CC=C1)O,WAPNOHKVXSQRPX-ZETCQYMHSA-N,"hyacinth, strawberry, floral"
SML0461,CCC(=O)OC,RJUFJBKOKNCXHH-UHFFFAOYSA-N,"rummy, strawberry, rum, fresh, fruity, ethereal, apple"
SML0462,CCC(=O)OC(C)(C)C,JAELLLITIZHOGQ-UHFFFAOYSA-N,"brandy, rum, fruity"
SML0463,CCCC(=O)OCCC,HUAZGNHGCJGYNP-UHFFFAOYSA-N,"apricot, pineapple, sweet, fruity, ethereal"
SML0464,CC(C)CN,KDSNLYIMUZNERS-UHFFFAOYSA-N,"cheesy, ripe, fishy, malty"
SML0465,CCOC1=CC=CC=C1,DLRJIFUOBPOJNS-UHFFFAOYSA-N,"anisic, sweet"
SML0466,CCCCOC,CXBDYQVECUFKRK-UHFFFAOYSA-N,
SML0467,C[C@@H]1CCC(=C(C)C)C(=O)C1,NZGWDASTMWDZIW-MRVPVSSYSA-N,"minty, herbal, metallic, mint, sweet, camphoreous, fresh, sulfurous"
SML0468,CC(C)CCN,BMFVGAAISNGQNM-UHFFFAOYSA-N,cheesy
SML0469,CCC1CCC(=O)O1,JBFHTYHTHYHCDJ-UHFFFAOYSA-N,"herbal, tobacco, sweet, coconut, coumarinic, creamy"
SML0470,CCCCCCC=C,KWKAKUADMBZCLK-UHFFFAOYSA-N,gasoline
SML0471,CCCCCCC(=O)OCC=C,SJWKGDGUQTWDRV-UHFFFAOYSA-N,"ripe, fermented, cognac, pineapple, sweet, banana, waxy, fruity, apple"
SML0472,CCCCC/C(=C\C1=CC=CC=C1)/C=O,HMKKIXGYKWDQSV-SDNWHVSQSA-N,floral
SML0473,CCCCCC(=O)OCCCCC,WRFZKAGPPQGDDQ-UHFFFAOYSA-N,"estery, fatty, pear, cognac, pineapple, sweet, green, waxy, fruity, apple"
SML0474,CC(=O)OCC1=CC=CC=C1,QUKGYYKBILRGFE-UHFFFAOYSA-N,"jasmin, jasmine, sweet, floral, fresh, fruity"
SML0475,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,ZCTQGTTXIYCGGC-UHFFFAOYSA-N,"clean, herbal, balsamic, oily, sweet"
SML0476,CCCCCCC(=O)OCCCC,YPQSPODHFDGVAC-UHFFFAOYSA-N,"herbal, tropical, winey, oily, pear, green, fruity, grassy, apple"
SML0477,C[C@@]12CC[C@@H](C1(C)C)CC2=O,DSSYKIVIOFKYAU-XCBNKYQSSA-N,"minty, cooling, mentholic, herbal, phenolic, camphoreous, green, woody, medicinal"
SML0478,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)OC(=O)C,HQKQRXZEXPXXIG-DTWJZALFSA-N,
SML0479,CC(CCC=C(C)C)CCO,QMVPMAAFGQKVCJ-UHFFFAOYSA-N,"geranium, powdery, spicy, fatty, lemon, citrus, sweet, floral, rose, fresh, waxy"
SML0480,CCCCCCCOC(=O)C(C)C,RFDUMBPGZUIKOG-UHFFFAOYSA-N,"estery, apricot, herbal, tropical, warm, peach, pineapple, sweet, floral, green, fruity, cherry, apple"
SML0481,CCCCCC/C(=C\C1=CC=CC=C1)/C=O,GUUHFMWKWLOQMM-NTCAYCPXSA-N,"jasmine, sweet, floral"
SML0482,CC(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C,KGEKLUUHTZCSIP-FOGDFJRCSA-N,
SML0483,CC1=CC=C(C=C1)OC(=O)C(C)C,UPPSFGGDKACIKP-UHFFFAOYSA-N,"lily, warm, animal, floral, green, fruity"
SML0484,CC1=CC=CC=C1OC(=O)C(C)C,FDJBDZVTTXWIQM-UHFFFAOYSA-N,"phenolic, berry, fruity, medicinal"
SML0485,CC1=CC=C(C=C1)OC(=O)CC2=CC=CC=C2,OJEQSSJFSNLMLB-UHFFFAOYSA-N,"lily, hyacinth, honey, animal, rose"
SML0486,CC1=NC=CN=C1OC,VKJIAEQRKBQLLA-UHFFFAOYSA-N,"hazelnut, chocolate, nutty, roasted"
SML0487,CC(=CCOC(=O)C)C,XXIKYCPRDXIMQM-UHFFFAOYSA-N,"jasmin, balsamic, ripe, sweet, fresh, banana, green, fruity, apple"
SML0488,CCN(CC)CC,ZMANZCXQSJIPKH-UHFFFAOYSA-N,"cheesy, ripe, fishy"
SML0489,CCCC=O,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,"bready, musty, pungent, chocolate, malty, green, fruity, cocoa"
SML0490,C(CCCC(=O)Cl)CCCC(=O)Cl,HGEVGSTXQGZPCL-UHFFFAOYSA-N,
SML0491,COC1=C(C=CC(=C1)C(=O)O)O,WKOLLVMJNQIZCI-UHFFFAOYSA-N,"brown, powdery, phenolic, odorless, milky, dairy, sweet, vanilla, creamy"
SML0492,CCC1=CC=CC=C1O,IXQGCWUGDFDQMF-UHFFFAOYSA-N,"phenolic, sweet"
SML0493,C1OC2=C(O1)C=C(C=C2)CO,BHUIUXNAPJIDOG-UHFFFAOYSA-N,"powdery, sweet, vanilla"
SML0494,C1=CC=C2C(=C1)C(=CC(=O)O2)O,VXIXUWQIVKSKSA-UHFFFAOYSA-N,
SML0495,CC1CCC(CC1=O)C(=C)C,AZOCECCLWFDTAP-UHFFFAOYSA-N,"minty, terpenic, cooling, herbal, warm, mint, camphoreous, woody, hay"
SML0496,C1C2=CC=CC=C2OC1=O,ACZGCWSMSTYWDQ-UHFFFAOYSA-N,
SML0497,CCCC(=O)C(=O)C,MWVFCEVNXHTDNF-UHFFFAOYSA-N,"jammy, phenolic, fatty, buttery, oily, sweet, dry, caramellic, fruity, creamy"
SML0498,CCCCC(=O)CC,NGAZZOYFWWSOGK-UHFFFAOYSA-N,"cheesy, ketonic, musty, fatty, sweet, banana, green, fruity"
SML0499,CCC(=O)C(=O)CC,KVFQMAZOBTXCAZ-UHFFFAOYSA-N,"buttery, nutty, caramellic"
SML0500,C1COC2=CC=CC=C2C1=O,MSTDXOZUKAQDRL-UHFFFAOYSA-N,
SML0501,C=CCC1=CC=CC=C1,HJWLCRVIBGQPNF-UHFFFAOYSA-N,
SML0502,CCCCOC(=O)C(C)OC(=O)CCC,NORZZKKLCYMBBF-UHFFFAOYSA-N,"cheesy, fatty, buttery, dairy, sweet, green, waxy, fruity, creamy, sour"
SML0503,CCCCOC=O,NMJJFJNHVMGPGM-UHFFFAOYSA-N,"rummy, plum, brandy, rum, fruity, ethereal"
SML0504,CCCCCCCCCS,ZVEZMVFBMOOHAT-UHFFFAOYSA-N,
SML0505,CC(=O)OC1=CC=CC=C1,IPBVNPXQWQGGJP-UHFFFAOYSA-N,"jasmine, phenolic, metallic, smoky, burnt, animal, woody, medicinal"
SML0506,CCCCCCCC=CC=O,MMFCJPPRCYDLLZ-UHFFFAOYSA-N,"fatty, floral, rose, green, aldehydic, orange"
SML0507,CC(=O)OC1CC2CCC1(C2(C)C)C,KGEKLUUHTZCSIP-UHFFFAOYSA-N,"cedar, mentholic, herbal, spicy, balsamic, sweet, camphoreous, pine, woody"
SML0508,CC(=C)C1CCC2(OC(C1)OO2)C,JRFITZGBELIFQM-UHFFFAOYSA-N,
SML0509,CCC(C)CC(=O)O,IGIDLTISMCAULB-UHFFFAOYSA-N,"acidic, cheesy, sharp, animal, green, fruity"
SML0510,CCCC(C)C(=O)O,OVBFMEVBMNZIBR-UHFFFAOYSA-N,"cheesy, pungent, dairy, creamy, sour"
SML0511,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,KRKNYBCHXYNGOX-UHFFFAOYSA-N,odorless
SML0512,C1=CC=C(C=C1)C(=O)O,WPYMKLBDIGXBTP-UHFFFAOYSA-N,balsamic
SML0513,CC(=O)/C=C/C1=CC2=C(C=C1)OCO2,XIYPXOFSURQTTJ-NSCUHMNNSA-N,
SML0514,COC1=CC(=CC(=C1O)OC)C=O,KCDXJAYRVLXPFO-UHFFFAOYSA-N,"balsamic, chocolate, smoky, sweet, floral, green, woody, vanilla"
SML0515,CCOC1=C(C=C(C=C1)CC=C)OC,OTMFQLIUPDESAI-UHFFFAOYSA-N,"herbal, spicy, musty, tea, warm, sweet"
SML0516,CCCCCC/C=C\CCC=O,QGNDNDFXCNBMKI-FPLPWBNLSA-N,
SML0517,CCCC/C=C\CCCCC=O,YBBNUDDZOWRHOD-WAYWQWQTSA-N,
SML0518,CCCC/C=C\CCC=O,QPULDJYQYDGZEI-WAYWQWQTSA-N,
SML0519,CC1([C@H]2CC[C@H](C2)C1=C)C,CRPUJAZIXJMDBK-BDAKNGLRSA-N,"terpenic, fresh, woody"
SML0520,C[C@@H]1CC[C@H](C[C@H]1O)C(=C)C,KRCZYMFUWVJCLI-OPRDCNLKSA-N,
SML0521,CC(=C)[C@H]1CCC2(C(C1)O2)C,CCEFMUBVSUDRLG-IDKOKCKLSA-N,minty
SML0522,CC(=C)[C@H]1CCC(=CC1)C=O,RUMOYJJNUMEFDD-SNVBAGLBSA-N,"minty, herbal, spicy, fatty, oily, fresh, green, cherry, grassy"
SML0523,CC1([C@@H]2CC[C@@H](C2)C1=C)C,CRPUJAZIXJMDBK-DTWKUNHWSA-N,"herbal, camphoreous, fresh, woody"
SML0524,C[C@H]1CC[C@@H](C[C@@H]1O)C(=C)C,KRCZYMFUWVJCLI-GUBZILKMSA-N,
SML0525,CC(=C)C1CCC2(C(C1)O2)C,CCEFMUBVSUDRLG-UHFFFAOYSA-N,"minty, clean, herbal, citrus, sweet, fresh, fruity"
SML0526,CC(=C)[C@@H]1CCC(=CC1)C=O,RUMOYJJNUMEFDD-JTQLQIEISA-N,
SML0527,CCSCC,LJSQFQKUNVCTIA-UHFFFAOYSA-N,"meaty, garlic, savory, ethereal, tomato, sulfurous"
SML0528,C(CCCCO)CCCCO,ALVZNPYWJMLXKV-UHFFFAOYSA-N,
SML0529,C1=CC=C(C(=C1)O)Br,VADKRMSMGWJZCF-UHFFFAOYSA-N,
SML0530,C1CCOCC1,DHXVGJBLRPWPCS-UHFFFAOYSA-N,"pungent, sweet, ethereal"
SML0531,CCCCC/C(=C\C1=CC=CC=C1)/C(OC)OC,QCHZKUPVENJLAW-FYWRMAATSA-N,"jasmine, floral, green"
SML0532,COC(C1=CC=CC=C1)OC,HEVMDQBCAHEHDY-UHFFFAOYSA-N,"potato, winey, sharp, nutty, sweet, floral, earthy, green, fruity, almond, vegetable"
SML0533,CC1=C(C(=C(C(=C1C)C)C=O)C)C,RWOZGGOKRKSHKN-UHFFFAOYSA-N,
SML0534,CC=CC(=O)C1=C(CCCC1(C)C)C,BGTBFNDXYDYBEY-UHFFFAOYSA-N,"honey, tobacco, plum, floral, rose, fruity"
SML0535,CC1=C(C=CO1)SSC2=C(OC=C2)C,OHDFENKFSKIFBJ-UHFFFAOYSA-N,"chicken, meaty, onion, roasted, savory, sulfurous"
SML0536,CC1=CC2=C(C=C1)OCC(=O)CO2,SWUIQEBPZIHZQS-UHFFFAOYSA-N,"marine, clean, ozone, phenolic, melon, fresh, green"
SML0537,CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC(=O)C,HQKQRXZEXPXXIG-UHFFFAOYSA-N,
SML0538,CC/C=C\CCCCC=O,RTNPCOBSXBGDMO-ARJAWSKDSA-N,"cucumber, orris, melon, citrus, fresh, green, waxy, woody, vegetable"
SML0539,C1CC(C1)C(=O)O,TXWOGHSRPAYOML-UHFFFAOYSA-N,
SML0540,CCC(=C)CCCC(C)(C)O,VOATZOQREKBJMT-UHFFFAOYSA-N,
SML0541,CNC1=CC=CC=C1C(=O)OC,GVOWHGSUZUUUDR-UHFFFAOYSA-N,"powdery, phenolic, musty, sweet, floral, fruity, orange"
SML0542,CC(=CCCC(=CCCC(=C)C=C)C)C,JSNRRGGBADWTMC-UHFFFAOYSA-N,
SML0543,CCCC(C)C(=O)OCC,HZPKNSYIDSNZKW-UHFFFAOYSA-N,"natural, fatty, melon, pear, pineapple, fresh, green, waxy, fruity"
SML0544,CCSSCC,CETBSQOFQKLHHZ-UHFFFAOYSA-N,"alliaceous, tropical, ripe, onion, garlic, fruity, vegetable, sulfurous"
SML0545,CCC1=C(C(=O)C=CO1)O,YIKYNHJUKRTCJL-UHFFFAOYSA-N,"strawberry, sweet, caramellic, fruity"
SML0546,CC1CC2=C(CC1(C)C(=O)C)C(CCC2)(C)C,FVUGZKDGWGKCFE-UHFFFAOYSA-N,"cedar, ketonic, phenolic, dry, woody"
SML0547,CCCCCCCCCCOC(=O)C,NUPSHWCALHZGOV-UHFFFAOYSA-N,"clean, soapy, fatty, citrus, pineapple, sweet, rose, fresh, waxy, fruity, creamy, orange"
SML0548,CC(C)C(=O)OC/C=C(/C)\CCC=C(C)C,OGJYXQFXLSCKTP-LCYFTJDESA-N,"raspberry, strawberry, melon, pear, citrus, sweet, floral, rose, fresh, green, fruity"
SML0549,CCCCCCCCOC=O,AVBRYQRTMPHARE-UHFFFAOYSA-N,"cucumber, orris, citrus, rose, green, waxy, fruity, orange"
SML0550,CCCCCOC(=O)CC,TWSRVQVEYJNFKQ-UHFFFAOYSA-N,"apricot, tropical, pineapple, sweet, banana, fruity, apple"
SML0551,CC(=O)OCC1=CC2=C(C=C1)OCO2,PFWYHTORQZAGCA-UHFFFAOYSA-N,"jammy, jasmin, hawthorn, powdery, soapy, aromatic, metallic, strawberry, sweet, floral, cherry"
SML0552,C1CCOC1,WYURNTSHIVDZCO-UHFFFAOYSA-N,
SML0553,CCCCCCCCC/C=C/C=O,SSNZFFBDIMUILS-ZHACJKMWSA-N,"herbal, metallic, citrus, waxy, aldehydic, orange"
SML0554,C/C=C(\C)/C=O,ACWQBUSCFPJUPN-HWKANZROSA-N,"herbal, green, fruity, almond"
SML0555,C(CC(=O)O)CBr,GRHQDJDRGZFIPO-UHFFFAOYSA-N,
SML0556,C(CCBr)CC(=O)O,WNXNUPJZWYOKMW-UHFFFAOYSA-N,
SML0557,CC(CC1=CC=C(C=C1)OC)C=O,VLFBSPUPYFTTNF-UHFFFAOYSA-N,"raspberry, anise, anisic, sweet, green"
SML0558,CC(C)(C)C1=CC=C(C=C1)OCC=O,MNRZECIRFMLTEY-UHFFFAOYSA-N,
SML0559,C1=CC=C(C=C1)CCC=O,YGCZTXZTJXYWCO-UHFFFAOYSA-N,"cortex, balsamic, melon, leafy, floral, fresh, green, aldehydic"
SML0560,C1=CC=C(C=C1)CCCC=O,NHFRGTVSKOPUBK-UHFFFAOYSA-N,
