comparison,tag,n_I,n_II,pct_I,pct_II,gap,p,q,stars
full bags,herbal,44,53,14.915254237288135,17.60797342192691,-2.6927191846387757,,,
full bags,musty,22,31,7.4576271186440675,10.299003322259136,-2.8413762036150683,,,
full bags,musk,13,23,4.406779661016949,7.641196013289036,-3.2344163522720875,,,
full bags,citrus,43,54,14.576271186440678,17.940199335548172,-3.363928149107494,,,
full bags,woody,33,44,11.186440677966102,14.617940199335548,-3.431499521369446,,,
full bags,floral,108,122,36.610169491525426,40.53156146179402,-3.921391970268594,,,
full bags,fresh,53,66,17.966101694915253,21.92691029900332,-3.9608086040880686,,,
full bags,powdery,22,35,7.4576271186440675,11.627906976744185,-4.170279858100118,,,
exclusive,sour,14,0,20.0,0.0,20.0,1.6033851140088128e-05,0.0005130832364828201,***
exclusive,cheesy,13,3,18.571428571428573,3.9473684210526314,14.624060150375941,0.006695399618110252,0.026781598472441007,*
exclusive,pineapple,11,1,15.714285714285714,1.3157894736842106,14.398496240601503,0.0016745591216242336,0.013396472972993869,*
exclusive,buttery,11,1,15.714285714285714,1.3157894736842106,14.398496240601503,0.0016745591216242336,0.013396472972993869,*
exclusive,acidic,8,0,11.428571428571429,0.0,11.428571428571429,0.002240985163208459,0.014342305044534136,*
exclusive,fatty,18,12,25.714285714285715,15.789473684210526,9.92481203007519,0.15550784621773656,0.2369643370936938,ns
exclusive,fruity,28,23,40.0,30.263157894736842,9.736842105263158,0.22937690076261008,0.3191330793218923,ns
exclusive,pungent,10,4,14.285714285714286,5.2631578947368425,9.022556390977444,0.09085004007273068,0.1710118401369048,ns
exclusive,creamy,8,2,11.428571428571429,2.6315789473684212,8.796992481203008,0.04878544858635498,0.1101234293696841,ns
exclusive,dairy,6,1,8.571428571428571,1.3157894736842106,7.2556390977443606,0.05506171468484205,0.1101234293696841,ns
exclusive,caramellic,6,1,8.571428571428571,1.3157894736842106,7.2556390977443606,0.05506171468484205,0.1101234293696841,ns
exclusive,earthy,7,3,10.0,3.9473684210526314,6.052631578947368,0.19547682972828342,0.28432993415023045,ns
exclusive,sharp,5,1,7.142857142857143,1.3157894736842106,5.827067669172933,,,
exclusive,ethereal,5,1,7.142857142857143,1.3157894736842106,5.827067669172933,,,
exclusive,sulfurous,5,1,7.142857142857143,1.3157894736842106,5.827067669172933,,,
