sml,SMILES,cluster,MolWt,LogP,TPSA,HBD,HBA,OxygenAtoms,RotBonds,FracCSP3,AromaticRings,RingCount,carboxylic acid,ester,aldehyde,ketone,alcohol,ether,aromatic ring,amine,sulfur,cluster_name
SML0674,CC(C)(CCC1CCCCC1)O,1,170.296,3.117800000000002,20.23,1,1,1,3,1.0,0,1,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0675,CC1CCC(C(C1)C)C2=CC=CC=N2,1,189.30200000000002,3.6213000000000024,12.89,0,1,0,1,0.6153846153846154,1,2,0,0,0,0,0,0,1,0,0,Fruity / Fatty / Aldehydic
SML0676,CC(CCCC1=CC=CC=C1)CO,0,178.27499999999998,2.637700000000001,20.23,1,1,1,5,0.5,1,1,0,0,0,0,1,0,1,0,0,Floral / Balsamic
SML0677,CC(=O)CCC1=CC=CC=C1,0,148.20499999999998,2.2081999999999997,17.07,0,1,1,3,0.3,1,1,0,0,0,1,0,0,1,0,0,Floral / Balsamic
SML0678,CCC(C)(CCCC(C)C)O,1,158.285,2.9737000000000022,20.23,1,1,1,5,1.0,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0679,CC(C)CCCC(C)CCO,1,158.285,2.831200000000002,20.23,1,1,1,6,1.0,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0680,CCCCCCCCN1CCCC1=O,1,197.32199999999997,2.9693000000000014,20.310000000000002,0,1,1,7,0.9166666666666666,0,1,0,0,0,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0681,CC(C)(C)C(=O)OCCC1=CC=CC=C1,1,206.285,2.8184000000000013,26.3,0,2,2,3,0.46153846153846156,1,1,0,1,0,0,0,1,1,0,0,Fruity / Fatty / Aldehydic
SML0682,CC(=O)C1=CC=CC2=CC=CC=C21,0,170.21099999999998,3.0424000000000015,17.07,0,1,1,1,0.08333333333333333,2,2,0,0,0,1,0,0,1,0,0,Floral / Balsamic
SML0683,CC(CCC1=CC=CC=C1)CCO,0,178.27499999999995,2.637700000000001,20.23,1,1,1,5,0.5,1,1,0,0,0,0,1,0,1,0,0,Floral / Balsamic
SML0684,C/C=C/CCCCCCCC#N,1,165.28,3.8167800000000023,23.79,0,1,0,7,0.7272727272727273,0,0,0,0,0,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0685,CC/C=C\CC/C=C/C#N,1,135.20999999999998,2.8125800000000014,23.79,0,1,0,4,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0686,CCC(C1CCCC/C=C\C1)O,1,168.28,2.893800000000002,20.23,1,1,1,2,0.8181818181818182,0,1,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0687,CCCCCCC1CCCC(=O)O1,1,184.27899999999997,3.052500000000002,26.3,0,2,2,5,0.9090909090909091,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0688,CC(C)CCCC(C)CC#N,1,153.269,3.3624800000000024,23.79,0,1,0,5,0.9,0,0,0,0,0,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0689,CC/C=C\CCCCO,1,128.215,2.1152,20.23,1,1,1,5,0.75,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0690,CC/C=C\CCCCCO,1,142.24200000000002,2.5053000000000005,20.23,1,1,1,6,0.7777777777777778,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0691,CC/C(=C/CCC(C)(C=C)O)/C,1,168.27999999999997,3.0599000000000016,20.23,1,1,1,5,0.6363636363636364,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0692,CC(C)OCCC1=CC=CC=C1,4,164.24800000000002,2.6541000000000006,9.23,0,1,1,4,0.45454545454545453,1,1,0,0,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0693,CC(CCC=C(C)C)CC#N,1,151.253,3.282580000000002,23.79,0,1,0,4,0.7,0,0,0,0,0,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0694,CCCCCCCCC(C)C#N,1,167.296,3.8966800000000035,23.79,0,1,0,7,0.9090909090909091,0,0,0,0,0,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0695,CC(C)C(=O)OCC1=CC=CC=C1,1,178.231,2.3858000000000006,26.3,0,2,2,3,0.36363636363636365,1,1,0,1,0,0,0,1,1,0,0,Fruity / Fatty / Aldehydic
SML0696,CC(C)CC(=O)OCCC1=CC=CC=C1,1,206.285,2.8184000000000013,26.3,0,2,2,5,0.46153846153846156,1,1,0,1,0,0,0,1,1,0,0,Fruity / Fatty / Aldehydic
SML0697,C=CCCCCCCO,1,128.215,2.1152,20.23,1,1,1,6,0.75,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0698,CC/C=C/CC1=C(C(=O)CC1)C,0,164.24799999999996,3.022100000000002,17.07,0,1,1,3,0.5454545454545454,0,1,0,0,0,1,0,0,0,0,0,Floral / Balsamic
SML0699,C=CCCCCCCCCO,1,156.269,2.8954000000000018,20.23,1,1,1,8,0.8,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0700,CCOC(=O)C1=CC=C(C=C1)OC,4,180.20299999999997,1.8719,35.53,0,3,3,3,0.3,1,1,0,1,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0701,CC(=CCC/C(=C/CCC(C)(C=C)OC(=O)C)/C)C,0,264.409,4.967100000000005,26.3,0,2,2,8,0.5882352941176471,0,0,0,1,0,0,0,1,0,0,0,Floral / Balsamic
SML0702,CC(C)(CCC1=CC=CC=C1)O,1,164.248,2.390100000000001,20.23,1,1,1,3,0.45454545454545453,1,1,0,0,0,0,1,0,1,0,0,Fruity / Fatty / Aldehydic
SML0703,C=CCOC(=O)CCC1CCCCC1,1,196.28999999999994,3.076100000000002,26.3,0,2,2,5,0.75,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0704,CCCCCCC1CCCC1=O,1,168.27999999999997,3.3260000000000023,17.07,0,1,1,5,0.9090909090909091,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0705,CCCCCCC(C)(CC)O,1,158.285,3.117800000000002,20.23,1,1,1,6,1.0,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0706,CCCC(=O)OCC1=CC=CC=C1,1,178.231,2.5299000000000005,26.3,0,2,2,4,0.36363636363636365,1,1,0,1,0,0,0,1,1,0,0,Fruity / Fatty / Aldehydic
SML0707,CC(=CCCC1=CCC(CC1)C=O)C,1,192.30199999999996,3.6582000000000026,17.07,0,1,1,4,0.6153846153846154,0,1,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0708,CCCCCC1CCCC1=O,1,154.253,2.935900000000001,17.07,0,1,1,4,0.9,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0709,CCCCCC1C(CC(=O)O1)C,1,170.25199999999998,2.518300000000001,26.3,0,2,2,4,0.9,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0710,CCC(=O)OCC1=CC=CC=C1,0,164.204,2.1398,26.3,0,2,2,3,0.3,1,1,0,1,0,0,0,1,1,0,0,Floral / Balsamic
SML0711,CC(CN)C1=CC=CC=C1,0,135.20999999999998,1.7488000000000001,26.02,1,1,0,2,0.3333333333333333,1,1,0,0,0,0,0,0,1,1,0,Floral / Balsamic
SML0712,CCCCCCCCCC1CCCC(=O)O1,1,226.35999999999996,4.222800000000004,26.3,0,2,2,8,0.9285714285714286,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0713,CCCCCCCC1CC=CC(=O)O1,1,196.29,3.218600000000002,26.3,0,2,2,6,0.75,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0714,CCCCCCCCC=CC#N,1,165.28,3.816780000000003,23.79,0,1,0,7,0.7272727272727273,0,0,0,0,0,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0715,CCCCCC(CC)OC(=O)C,3,172.26799999999997,2.908400000000001,26.3,0,2,2,6,0.9,0,0,0,1,0,0,0,1,0,0,0,Smoky
SML0716,CCCCCC(CCCC)O,1,158.285,3.117800000000002,20.23,1,1,1,7,1.0,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0717,CCCCCCCC1CCCC1=O,1,182.30699999999996,3.7161000000000026,17.07,0,1,1,6,0.9166666666666666,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0718,CC(CCC=C(C)C)CCOCC=O,1,198.30599999999995,2.974500000000001,26.3,0,2,2,8,0.75,0,0,0,0,1,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0719,CC1=C2C(=CC=C1)C=CN2,4,131.17799999999997,2.4763199999999994,15.79,1,0,0,0,0.1111111111111111,2,2,0,0,0,0,0,0,1,0,0,Roasted / Phenolic / Spice
SML0720,C1CCCCOC(=O)CCC1,1,156.22499999999997,2.2739000000000003,26.3,0,2,2,0,0.8888888888888888,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0721,C1=CC=C(C=C1)/C=C/C#N,0,129.16199999999995,2.2233800000000006,23.79,0,1,0,1,0.0,1,1,0,0,0,0,0,0,1,0,0,Floral / Balsamic
SML0722,CCCCCCCCCCCC#N,1,181.32299999999998,4.430880000000004,23.79,0,1,0,9,0.9166666666666666,0,0,0,0,0,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0723,CC(C)C(=O)OCCOC1=CC=CC=C1,3,208.257,2.2646000000000006,35.53,0,3,3,5,0.4166666666666667,1,1,0,1,0,0,0,1,1,0,0,Smoky
SML0724,CC1=CC2=C(C=C1)NC=C2,3,131.178,2.4763199999999994,15.79,1,0,0,0,0.1111111111111111,2,2,0,0,0,0,0,0,1,0,0,Smoky
SML0725,CCOC(=O)C1C(O1)C2=CC=CC=C2,3,192.214,1.6895999999999998,38.83,0,3,3,3,0.36363636363636365,1,2,0,1,0,0,0,1,1,0,0,Smoky
SML0726,CC(=O)OCC1=CC=C(C=C1)OC,0,180.203,1.7583,35.53,0,3,3,3,0.3,1,1,0,1,0,0,0,1,1,0,0,Floral / Balsamic
SML0727,CC(=CCC/C(=C/COC=O)/C)C,0,182.263,2.852100000000001,26.3,0,2,2,6,0.5454545454545454,0,0,0,1,0,0,0,1,0,0,0,Floral / Balsamic
SML0728,CC(=CCC/C(=C\COC(=O)C)/C)C,0,196.29,3.242200000000002,26.3,0,2,2,5,0.5833333333333334,0,0,0,1,0,0,0,1,0,0,0,Floral / Balsamic
SML0729,CCCCC1CCCC(=O)O1,1,156.225,2.2723000000000004,26.3,0,2,2,3,0.8888888888888888,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0730,CCCCCCCCC1CCCC(=O)O1,1,212.33299999999994,3.8327000000000027,26.3,0,2,2,7,0.9230769230769231,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0731,CCC(=O)OC/C=C(\C)/CCC=C(C)C,1,210.31699999999995,3.6323000000000025,26.3,0,2,2,6,0.6153846153846154,0,0,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0732,CC(=O)C1=CC=C(C=C1)OC,4,150.17699999999996,1.8978,26.3,0,2,2,2,0.2222222222222222,1,1,0,0,0,1,0,1,1,0,0,Roasted / Phenolic / Spice
SML0733,CC(C)CCCC(C)CC=O,1,156.269,3.0378000000000016,17.07,0,1,1,6,0.9,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0734,CCCC(=O)OC/C=C(\C)/CCC=C(C)C,1,224.34399999999994,4.022400000000004,26.3,0,2,2,7,0.6428571428571429,0,0,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0735,CN1C=CC2=CC=CC=C21,4,131.17799999999997,2.1783,4.93,0,0,0,0,0.1111111111111111,2,2,0,0,0,0,0,0,1,0,0,Roasted / Phenolic / Spice
SML0736,COC(=O)C1=CN=CC=C1,4,137.138,0.8681999999999999,39.19,0,3,2,1,0.14285714285714285,1,1,0,1,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0737,CC1=C(C(=C(C(=C1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C,1,266.29699999999997,3.725760000000003,86.28,0,4,4,2,0.5384615384615384,1,1,0,0,0,0,0,0,1,1,0,Fruity / Fatty / Aldehydic
SML0738,CC1CC=CCCCCCCCCC(=O)C1,1,222.37199999999993,4.662400000000004,17.07,0,1,1,0,0.8,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0739,CC(C1CCCC(C1)(C)C)OC(=O)C,0,198.30599999999998,3.1544000000000016,26.3,0,2,2,2,0.9166666666666666,0,1,0,1,0,0,0,1,0,0,0,Floral / Balsamic
SML0740,CCCCC(C)C(=O)O,2,130.18699999999998,1.8973,37.3,1,1,2,4,0.8571428571428571,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0741,CCCC(C)CC(=O)O,2,130.187,1.8973,37.3,1,1,2,4,0.8571428571428571,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0742,CCC/C(=C/C(=O)O)/C,2,128.17099999999996,1.8174000000000001,37.3,1,1,2,3,0.5714285714285714,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0744,CCCCCC(C)C(=O)O,2,144.214,2.2874,37.3,1,1,2,5,0.875,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0745,CCC1=NC=C(N=C1C)C,5,136.19799999999998,1.65584,25.78,0,2,0,1,0.5,1,1,0,0,0,0,0,0,1,0,0,Fermented / Solvent
SML0746,CCC(C)C1=C(C=CC=N1)OC,0,165.23599999999996,2.603700000000001,22.12,0,2,1,3,0.5,1,1,0,0,0,0,0,1,1,0,0,Floral / Balsamic
SML0747,CC(C)CC1=C(C=CC=N1)OC,0,165.23599999999996,2.2887000000000004,22.12,0,2,1,3,0.5,1,1,0,0,0,0,0,1,1,0,0,Floral / Balsamic
SML0748,C1C2CC(C1C=C2)C(=O)O,2,138.16599999999997,1.2832000000000001,37.3,1,1,2,1,0.625,0,2,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0749,CCOC(=O)C(C)S,1,134.2,0.8677999999999999,26.3,1,3,2,2,0.8,0,0,0,1,0,0,0,1,0,0,1,Fruity / Fatty / Aldehydic
SML0750,CC(=O)C1=CC2=CC=CC=C2C=C1,4,170.21099999999998,3.0424000000000015,17.07,0,1,1,1,0.08333333333333333,2,2,0,0,0,1,0,0,1,0,0,Roasted / Phenolic / Spice
SML0768,C[C@H]1CCC[C@@]2([C@@]1(CCCC2)O)C,0,182.307,3.1178000000000017,20.23,1,1,1,0,1.0,0,2,0,0,0,0,1,0,0,0,0,Floral / Balsamic
SML0769,C=CCSS(=O)CC=C,3,162.27899999999997,1.7553,17.07,0,2,1,5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,Smoky
SML0770,CC1=CC2=C(C=C1)C(CC=C2)(C)C,0,172.271,3.6895200000000026,0.0,0,0,0,0,0.38461538461538464,1,2,0,0,0,0,0,0,1,0,0,Floral / Balsamic
