sml,SMILES,cluster,MolWt,LogP,TPSA,HBD,HBA,OxygenAtoms,RotBonds,FracCSP3,AromaticRings,RingCount,carboxylic acid,ester,aldehyde,ketone,alcohol,ether,aromatic ring,amine,sulfur,cluster_name
SML0364,CCCCC(C(C)CO)S,1,162.298,2.1034000000000006,20.23,2,2,1,5,1.0,0,0,0,0,0,0,1,0,0,0,1,Fruity / Fatty / Aldehydic
SML0365,CC(CO)C(C)S,5,120.217,0.9330999999999998,20.23,2,2,1,2,1.0,0,0,0,0,0,0,1,0,0,0,1,Fermented / Solvent
SML0366,CCCC(C(C)CO)S,0,148.271,1.7133000000000003,20.23,2,2,1,4,1.0,0,0,0,0,0,0,1,0,0,0,1,Floral / Balsamic
SML0367,CC1=CC[C@H](CC1)C(C)(C)O,3,154.25300000000001,2.5037000000000007,20.23,1,1,1,1,0.8,0,1,0,0,0,0,1,0,0,0,0,Smoky
SML0373,CC=CC(=O)C1=C(C=CCC1(C)C)C,3,190.28599999999994,3.4342000000000024,17.07,0,1,1,2,0.46153846153846156,0,1,0,0,0,1,0,0,0,0,0,Smoky
SML0374,CCC1=CC(=C(C=C1)O)OC,3,152.19299999999996,1.9631999999999996,29.46,1,2,2,2,0.3333333333333333,1,1,0,0,0,0,1,1,1,0,0,Smoky
SML0375,CC(=O)CC(C)(C)S,5,132.228,1.6739,17.07,1,2,1,2,0.8333333333333334,0,0,0,0,0,1,0,0,0,0,1,Fermented / Solvent
SML0376,CCCC/C=C\C=C\C=O,3,138.20999999999995,2.4879000000000007,17.07,0,1,1,5,0.4444444444444444,0,0,0,0,1,0,0,0,0,0,0,Smoky
SML0380,C1=CC(=CC=C1/C=C/C(=O)O)O,4,164.15999999999997,1.4899999999999995,57.53,2,2,3,2,0.0,1,1,1,0,0,0,1,0,1,0,0,Roasted / Phenolic / Spice
SML0381,C1=CC=C(C=C1)CC(=O)O,0,136.14999999999998,1.3137,37.3,1,1,2,2,0.125,1,1,1,0,0,0,0,0,1,0,0,Floral / Balsamic
SML0382,CCCCCC1CCCC(=O)O1,1,170.25199999999998,2.6624000000000008,26.3,0,2,2,4,0.9,0,1,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0383,CC(=O)C1=CC=CC=C1N,4,135.16599999999994,1.4714,43.09,1,2,1,1,0.125,1,1,0,0,0,1,0,0,1,1,0,Roasted / Phenolic / Spice
SML0384,C1CCCCCCCC(=O)CCCCCC1,1,224.38799999999992,5.030500000000004,17.07,0,1,1,0,0.9333333333333333,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0385,C1CCCCCC(=O)CCCC=CCCCC1,1,236.39899999999994,5.196600000000005,17.07,0,1,1,0,0.8125,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0386,CC1CC=CCCCCCCCCCC(=O)C1,1,236.39899999999992,5.052500000000005,17.07,0,1,1,0,0.8125,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0387,C1CCC/C=C/CCCCCCC(=O)CCC1,1,236.39899999999992,5.1966000000000045,17.07,0,1,1,0,0.8125,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0388,CC1C/C=C/CCCCCCCCC(=O)C1,1,222.37199999999993,4.662400000000004,17.07,0,1,1,0,0.8,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0389,CC1CCCCCCCCCCCC(=O)C1,1,224.38799999999995,4.8864000000000045,17.07,0,1,1,0,0.9333333333333333,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0390,C1CCCCOC(=O)CCCCC/C=C\CCC1,0,252.3979999999999,4.780600000000004,26.3,0,2,2,0,0.8125,0,1,0,1,0,0,0,1,0,0,0,Floral / Balsamic
SML0391,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,1,182.222,2.917600000000001,17.07,0,1,1,2,0.0,2,2,0,0,0,1,0,0,1,0,0,Fruity / Fatty / Aldehydic
SML0392,CCOC(=O)CC1=CC(=CC=C1)Br,0,243.1,2.5547000000000013,26.3,0,2,2,3,0.3,1,1,0,1,0,0,0,1,1,0,0,Floral / Balsamic
SML0393,CC1=CC=CC=C1CC(=O)OC,4,164.20399999999998,1.71052,26.3,0,2,2,2,0.3,1,1,0,1,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0394,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,4,180.20999999999998,2.7830000000000004,25.78,0,2,0,0,0.0,3,3,0,0,0,0,0,0,1,0,0,Roasted / Phenolic / Spice
SML0395,CCOC1=CC2=CC=CC=C2C=C1,4,172.22699999999998,3.238500000000002,9.23,0,1,1,2,0.16666666666666666,2,2,0,0,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0396,C=CC1=CC=C(C=C1)OCCCCOC2=CC=C(C=C2)C=C,1,294.39399999999995,5.210600000000005,18.46,0,2,2,9,0.2,2,2,0,0,0,0,0,1,1,0,0,Fruity / Fatty / Aldehydic
SML0397,CC1=CCC(CC1=O)C(=C)C,4,150.22099999999998,2.4879000000000007,17.07,0,1,1,1,0.5,0,1,0,0,0,1,0,0,0,0,0,Roasted / Phenolic / Spice
SML0398,CCCCCCCCCCCO,1,172.31199999999998,3.5095000000000023,20.23,1,1,1,9,1.0,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0399,CCCCCCCCCCCC=O,1,184.32299999999998,4.106200000000003,17.07,0,1,1,10,0.9166666666666666,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0400,C(CCCCC(=O)O)CCCCC(=O)O,2,216.27699999999993,2.6665,74.6,2,2,4,10,0.8181818181818182,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0401,C(CCCCC(=O)O)CCCCBr,2,251.16399999999993,3.586700000000002,37.3,1,1,2,9,0.9,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0402,C(CCCCCBr)CCCCC(=O)O,2,265.1909999999999,3.9768000000000026,37.3,1,1,2,10,0.9090909090909091,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0403,C(CCCCCC(=O)O)CCCCCBr,0,279.21799999999996,4.366900000000004,37.3,1,1,2,11,0.9166666666666666,0,0,1,0,0,0,0,0,0,0,0,Floral / Balsamic
SML0404,CCCCCCCCCCC(=O)O,0,186.295,3.6018000000000017,37.3,1,1,2,9,0.9090909090909091,0,0,1,0,0,0,0,0,0,0,0,Floral / Balsamic
SML0405,C(CCC(=O)O)CCBr,2,195.05599999999998,2.0263,37.3,1,1,2,5,0.8333333333333334,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0406,C(CCCC(=O)O)CCCBr,2,223.10999999999996,2.8065000000000015,37.3,1,1,2,7,0.875,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0407,CCCCCCCCCCO,1,158.285,3.119400000000002,20.23,1,1,1,8,1.0,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0411,C(CCCCC(=O)O)CCCC(=O)O,2,202.24999999999994,2.2763999999999998,74.6,2,2,4,9,0.8,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0412,C(CCCCCC(=O)O)CCCCC(=O)O,2,230.30399999999995,3.0566000000000013,74.6,2,2,4,11,0.8333333333333334,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0413,CCCC(C)C1OCC(CO1)(C)CCC,1,214.34899999999993,3.6019000000000023,18.46,0,2,2,5,1.0,0,1,0,0,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0414,CC(C)C1C(COC(O1)(C)C)(C)C,3,186.295,2.820100000000001,18.46,0,2,2,1,1.0,0,1,0,0,0,0,0,1,0,0,0,Smoky
SML0415,CCCCC(CC)CO,1,130.231,2.1951000000000005,20.23,1,1,1,5,1.0,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0416,CCCCCCC(C)O,1,130.231,2.3376000000000006,20.23,1,1,1,5,1.0,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0417,CCCCCC(CC)O,1,130.231,2.3376000000000006,20.23,1,1,1,5,1.0,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0418,CCCCC(CCC)O,1,130.231,2.3376000000000006,20.23,1,1,1,5,1.0,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0419,CCCCCCCC(C)O,0,144.258,2.727700000000002,20.23,1,1,1,6,1.0,0,0,0,0,0,0,1,0,0,0,0,Floral / Balsamic
SML0420,CC1CCC(C(C1)O)C(C)C,3,156.26899999999998,2.4395000000000007,20.23,1,1,1,1,1.0,0,1,0,0,0,0,1,0,0,0,0,Smoky
SML0421,CC1=CC(=C(C=C1)C(C)C)O,3,150.22099999999998,2.8240200000000013,20.23,1,1,1,1,0.4,1,1,0,0,0,0,1,0,1,0,0,Smoky
SML0422,C1=CC=C(C=C1)/C=C/C(=O)O,4,148.16099999999997,1.7844,37.3,1,1,2,2,0.0,1,1,1,0,0,0,0,0,1,0,0,Roasted / Phenolic / Spice
SML0423,CCCCCCC(=O)C,1,128.21499999999997,2.5458000000000007,17.07,0,1,1,5,0.875,0,0,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0424,CCCCCC(=O)CC,1,128.21499999999997,2.5458000000000007,17.07,0,1,1,5,0.875,0,0,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0425,CCCCCCC(=O)CC,1,142.242,2.935900000000001,17.07,0,1,1,6,0.8888888888888888,0,0,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0426,CCCCCCCCC(=O)C,1,156.269,3.3260000000000023,17.07,0,1,1,7,0.9,0,0,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0427,CCCCCCCCCCC(=O)C,1,184.32299999999998,4.106200000000004,17.07,0,1,1,9,0.9166666666666666,0,0,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0428,CC(=CCCC(=O)C)C,0,126.199,2.3218000000000005,17.07,0,1,1,3,0.625,0,0,0,0,0,1,0,0,0,0,0,Floral / Balsamic
SML0429,CC(=O)CCC1=CC2=C(C=C1)OCO2,4,192.21399999999997,1.9368999999999996,35.53,0,3,3,3,0.36363636363636365,1,2,0,0,0,1,0,1,1,0,0,Roasted / Phenolic / Spice
SML0430,CC1(C2CCC1(C(=O)C2)C)C,3,152.237,2.401700000000001,17.07,0,1,1,0,0.9,0,2,0,0,0,1,0,0,0,0,0,Smoky
SML0431,CCCCCCC(=O)OCC,1,158.24099999999999,2.5199000000000007,26.3,0,2,2,6,0.8888888888888888,0,0,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0432,CCCCCCCCC(=O)OCC,1,186.295,3.3001000000000023,26.3,0,2,2,8,0.9090909090909091,0,0,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0433,CCCCCC(=O)OC,3,130.18699999999998,1.7397,26.3,0,2,2,4,0.8571428571428571,0,0,0,1,0,0,0,1,0,0,0,Smoky
SML0434,CCCCCCC(=O)OC,1,144.214,2.1298000000000004,26.3,0,2,2,5,0.875,0,0,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0435,CCCCCCCCC(=O)OC,1,172.268,2.910000000000001,26.3,0,2,2,7,0.9,0,0,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0436,CCCC(=O)SC,1,118.201,1.6761,17.07,0,2,1,2,0.8,0,0,0,0,0,0,0,0,0,0,1,Fruity / Fatty / Aldehydic
SML0437,C1=CSC=N1,4,85.131,1.1430999999999998,12.89,0,2,0,0,0.0,1,1,0,0,0,0,0,0,1,0,1,Roasted / Phenolic / Spice
SML0438,C1=CC=C2C(=C1)N=CS2,0,135.19099999999997,2.2963000000000005,12.89,0,2,0,0,0.0,2,2,0,0,0,0,0,0,1,0,1,Floral / Balsamic
SML0439,C1=CC=C2C(=C1)C=CN2,0,117.15099999999997,2.1678999999999995,15.79,1,0,0,0,0.0,2,2,0,0,0,0,0,0,1,0,0,Floral / Balsamic
SML0440,C=CCC1=CC2=C(C=C1)OCO2,4,162.18799999999993,2.1437999999999997,18.46,0,2,2,2,0.2,1,2,0,0,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0441,C1=CC=C(C=C1)C=O,0,106.12399999999997,1.4990999999999999,17.07,0,1,1,1,0.0,1,1,0,0,1,0,0,0,1,0,0,Floral / Balsamic
SML0442,CC(CCC=C(C)C)CC=O,1,154.253,2.9579000000000013,17.07,0,1,1,5,0.7,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0443,CCCCCC1C(CCC1=O)CC(=O)OC,1,226.31599999999995,2.725100000000001,43.370000000000005,0,3,3,6,0.8461538461538461,0,1,0,1,0,1,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0444,CCCCC/C=C/C=O,1,126.19899999999997,2.3218000000000005,17.07,0,1,1,5,0.625,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0445,CCC/C=C/C=C/C=O,1,124.18299999999996,2.0978,17.07,0,1,1,4,0.375,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0446,CC(C)CC(C)CC=C(C)C=O,1,168.27999999999997,3.2039000000000017,17.07,0,1,1,5,0.7272727272727273,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0447,C[C@]12CC[C@H](C1)C(C2=O)(C)C,3,152.237,2.401700000000001,17.07,0,1,1,0,0.9,0,2,0,0,0,1,0,0,0,0,0,Smoky
SML0448,C[C@@H]1CCO[C@H](C1)C=C(C)C,4,154.253,2.7677000000000014,9.23,0,1,1,1,0.8,0,1,0,0,0,0,0,1,0,0,0,Roasted / Phenolic / Spice
SML0449,C[C@]12CC[C@H](C1(C)C)CC2=O,0,152.237,2.401700000000001,17.07,0,1,1,0,0.9,0,2,0,0,0,1,0,0,0,0,0,Floral / Balsamic
SML0450,C[C@H](C1=CC=CC=C1)O,3,122.16699999999996,1.7399,20.23,1,1,1,1,0.25,1,1,0,0,0,0,1,0,1,0,0,Smoky
SML0453,CCCCC(=O)C,1,100.16099999999999,1.7656,17.07,0,1,1,3,0.8333333333333334,0,0,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0454,CCC(C)O,5,74.12299999999999,0.7771999999999999,20.23,1,1,1,1,1.0,0,0,0,0,0,0,1,0,0,0,0,Fermented / Solvent
SML0455,CCCCC[C@@H](C)O,3,116.20399999999998,1.9475000000000002,20.23,1,1,1,4,1.0,0,0,0,0,0,0,1,0,0,0,0,Smoky
SML0456,CCCCCC(C)(C)O,3,130.231,2.3376000000000006,20.23,1,1,1,4,1.0,0,0,0,0,0,0,1,0,0,0,0,Smoky
SML0457,CCCCCC[C@H](C)O,1,130.231,2.3376000000000006,20.23,1,1,1,5,1.0,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0459,CCCCC[C@H](C)O,3,116.20399999999998,1.9475000000000002,20.23,1,1,1,4,1.0,0,0,0,0,0,0,1,0,0,0,0,Smoky
SML0460,C[C@@H](C1=CC=CC=C1)O,3,122.16699999999996,1.7399,20.23,1,1,1,1,0.25,1,1,0,0,0,0,1,0,1,0,0,Smoky
SML0461,CCC(=O)OC,5,88.106,0.5694,26.3,0,2,2,1,0.75,0,0,0,1,0,0,0,1,0,0,0,Fermented / Solvent
SML0462,CCC(=O)OC(C)(C)C,5,130.18699999999998,1.7381,26.3,0,2,2,1,0.8571428571428571,0,0,0,1,0,0,0,1,0,0,0,Fermented / Solvent
SML0463,CCCC(=O)OCCC,3,130.18699999999998,1.7397,26.3,0,2,2,4,0.8571428571428571,0,0,0,1,0,0,0,1,0,0,0,Smoky
SML0464,CC(C)CN,5,73.139,0.6011000000000001,26.02,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,Fermented / Solvent
SML0465,CCOC1=CC=CC=C1,4,122.16699999999996,2.0853,9.23,0,1,1,2,0.25,1,1,0,0,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0466,CCCCOC,3,88.14999999999999,1.4329,9.23,0,1,1,3,1.0,0,0,0,0,0,0,0,1,0,0,0,Smoky
SML0467,C[C@@H]1CCC(=C(C)C)C(=O)C1,1,152.23699999999997,2.711900000000001,17.07,0,1,1,0,0.7,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0468,CC(C)CCN,5,87.16600000000001,0.9912000000000001,26.02,1,1,0,2,1.0,0,0,0,0,0,0,0,0,0,1,0,Fermented / Solvent
SML0469,CCC1CCC(=O)O1,3,114.14399999999999,1.1019999999999999,26.3,0,2,2,1,0.8333333333333334,0,1,0,1,0,0,0,1,0,0,0,Smoky
SML0470,CCCCCCC=C,1,112.216,3.142800000000002,0.0,0,0,0,5,0.75,0,0,0,0,0,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0471,CCCCCCC(=O)OCC=C,1,170.25199999999998,2.686000000000001,26.3,0,2,2,7,0.7,0,0,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0472,CCCCC/C(=C\C1=CC=CC=C1)/C=O,1,202.297,3.8492000000000033,17.07,0,1,1,6,0.35714285714285715,1,1,0,0,1,0,0,0,1,0,0,Fruity / Fatty / Aldehydic
SML0473,CCCCCC(=O)OCCCCC,3,186.29499999999993,3.3001000000000023,26.3,0,2,2,8,0.9090909090909091,0,0,0,1,0,0,0,1,0,0,0,Smoky
SML0474,CC(=O)OCC1=CC=CC=C1,0,150.177,1.7496999999999998,26.3,0,2,2,2,0.2222222222222222,1,1,0,1,0,0,0,1,1,0,0,Floral / Balsamic
SML0475,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,3,228.24699999999999,2.7492000000000014,46.53,1,3,3,3,0.07142857142857142,2,2,0,1,0,0,1,1,1,0,0,Smoky
SML0476,CCCCCCC(=O)OCCCC,1,186.29499999999996,3.3001000000000023,26.3,0,2,2,8,0.9090909090909091,0,0,0,1,0,0,0,1,0,0,0,Fruity / Fatty / Aldehydic
SML0477,C[C@@]12CC[C@@H](C1(C)C)CC2=O,0,152.237,2.401700000000001,17.07,0,1,1,0,0.9,0,2,0,0,0,1,0,0,0,0,0,Floral / Balsamic
SML0478,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)OC(=O)C,0,264.409,4.180600000000004,26.3,0,2,2,1,0.9411764705882353,0,3,0,1,0,0,0,1,0,0,0,Floral / Balsamic
SML0479,CC(CCC=C(C)C)CCO,1,156.26899999999998,2.751300000000001,20.23,1,1,1,5,0.8,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0480,CCCCCCCOC(=O)C(C)C,5,186.295,3.1560000000000015,26.3,0,2,2,7,0.9090909090909091,0,0,0,1,0,0,0,1,0,0,0,Fermented / Solvent
SML0481,CCCCCC/C(=C\C1=CC=CC=C1)/C=O,1,216.324,4.239300000000004,17.07,0,1,1,7,0.4,1,1,0,0,1,0,0,0,1,0,0,Fruity / Fatty / Aldehydic
SML0482,CC(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C,2,196.29,2.7643000000000013,26.3,0,2,2,1,0.9166666666666666,0,2,0,1,0,0,0,1,0,0,0,Acid / Dairy / Cheese
SML0483,CC1=CC=C(C=C1)OC(=O)C(C)C,4,178.231,2.55642,26.3,0,2,2,2,0.36363636363636365,1,1,0,1,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0484,CC1=CC=CC=C1OC(=O)C(C)C,5,178.231,2.556420000000001,26.3,0,2,2,2,0.36363636363636365,1,1,0,1,0,0,0,1,1,0,0,Fermented / Solvent
SML0485,CC1=CC=C(C=C1)OC(=O)CC2=CC=CC=C2,5,226.275,3.1431200000000015,26.3,0,2,2,3,0.13333333333333333,2,2,0,1,0,0,0,1,1,0,0,Fermented / Solvent
SML0486,CC1=NC=CN=C1OC,4,124.14299999999999,0.7936199999999999,35.010000000000005,0,3,1,1,0.3333333333333333,1,1,0,0,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0487,CC(=CCOC(=O)C)C,0,128.171,1.5157,26.3,0,2,2,2,0.5714285714285714,0,0,0,1,0,0,0,1,0,0,0,Floral / Balsamic
SML0488,CCN(CC)CC,5,101.193,1.3481,3.24,0,1,0,3,1.0,0,0,0,0,0,0,0,0,0,1,0,Fermented / Solvent
SML0490,C(CCCC(=O)Cl)CCCC(=O)Cl,2,225.11499999999995,3.2479000000000022,34.14,0,2,2,8,0.7777777777777778,0,0,0,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0491,COC1=C(C=CC(=C1)C(=O)O)O,4,168.14799999999997,1.099,66.76,2,3,4,2,0.125,1,1,1,0,0,0,1,1,1,0,0,Roasted / Phenolic / Spice
SML0492,CCC1=CC=CC=C1O,2,122.16699999999996,1.9545999999999997,20.23,1,1,1,1,0.25,1,1,0,0,0,0,1,0,1,0,0,Acid / Dairy / Cheese
SML0493,C1OC2=C(O1)C=C(C=C2)CO,3,152.14899999999997,0.9076,38.69,1,3,3,1,0.25,1,2,0,0,0,0,1,1,1,0,0,Smoky
SML0494,C1=CC=C2C(=C1)C(=CC(=O)O2)O,3,162.14399999999998,1.4985999999999995,50.44,1,3,3,0,0.0,2,2,0,0,0,0,1,0,1,0,0,Smoky
SML0495,CC1CCC(CC1=O)C(=C)C,1,152.23699999999997,2.567800000000001,17.07,0,1,1,1,0.7,0,1,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0496,C1C2=CC=CC=C2OC1=O,4,134.134,1.1481,26.3,0,2,2,0,0.125,1,2,0,1,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0497,CCCC(=O)C(=O)C,3,114.14399999999998,0.9446,34.14,0,2,2,3,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,Smoky
SML0498,CCCCC(=O)CC,1,114.18799999999999,2.1557000000000004,17.07,0,1,1,4,0.8571428571428571,0,0,0,0,0,1,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0499,CCC(=O)C(=O)CC,3,114.14399999999999,0.9446,34.14,0,2,2,3,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,Smoky
SML0500,C1COC2=CC=CC=C2C1=O,0,148.16099999999994,1.6518,26.3,0,2,2,0,0.2222222222222222,1,2,0,0,0,1,0,1,1,0,0,Floral / Balsamic
SML0501,C=CCC1=CC=CC=C1,3,118.17899999999995,2.4151000000000007,0.0,0,0,0,2,0.1111111111111111,1,1,0,0,0,0,0,0,1,0,0,Smoky
SML0502,CCCCOC(=O)C(C)OC(=O)CCC,2,216.27699999999993,2.0615,52.6,0,4,4,7,0.8181818181818182,0,0,0,1,0,0,0,1,0,0,0,Acid / Dairy / Cheese
SML0503,CCCCOC=O,5,102.13299999999998,0.9595,26.3,0,2,2,4,0.8,0,0,0,1,0,0,0,1,0,0,0,Fermented / Solvent
SML0504,CCCCCCCCCS,0,160.32600000000002,3.6668000000000034,0.0,1,1,0,7,1.0,0,0,0,0,0,0,0,0,0,0,1,Floral / Balsamic
SML0505,CC(=O)OC1=CC=CC=C1,4,136.14999999999998,1.6118999999999999,26.3,0,2,2,1,0.125,1,1,0,1,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0506,CCCCCCCC=CC=O,3,154.253,3.102000000000002,17.07,0,1,1,7,0.7,0,0,0,0,1,0,0,0,0,0,0,Smoky
SML0507,CC(=O)OC1CC2CCC1(C2(C)C)C,2,196.29,2.7643000000000013,26.3,0,2,2,1,0.9166666666666666,0,2,0,1,0,0,0,1,0,0,0,Acid / Dairy / Cheese
SML0508,CC(=C)C1CCC2(OC(C1)OO2)C,3,184.23499999999999,2.3833,27.69,0,3,3,1,0.8,0,2,0,0,0,0,0,1,0,0,0,Smoky
SML0509,CCC(C)CC(=O)O,2,116.15999999999998,1.5072,37.3,1,1,2,3,0.8333333333333334,0,0,1,0,0,0,0,0,0,0,0,Acid / Dairy / Cheese
SML0512,C1=CC=C(C=C1)C(=O)O,2,122.12299999999996,1.3848,37.3,1,1,2,1,0.0,1,1,1,0,0,0,0,0,1,0,0,Acid / Dairy / Cheese
SML0513,CC(=O)/C=C/C1=CC2=C(C=C1)OCO2,0,190.19799999999998,2.0174999999999996,35.53,0,3,3,2,0.18181818181818182,1,2,0,0,0,1,0,1,1,0,0,Floral / Balsamic
SML0514,COC1=CC(=CC(=C1O)OC)C=O,3,182.17499999999998,1.2218999999999998,55.76,1,4,4,3,0.2222222222222222,1,1,0,0,1,0,1,1,1,0,0,Smoky
SML0515,CCOC1=C(C=C(C=C1)CC=C)OC,4,192.25799999999995,2.822400000000001,18.46,0,2,2,5,0.3333333333333333,1,1,0,0,0,0,0,1,1,0,0,Roasted / Phenolic / Spice
SML0517,CCCC/C=C\CCCCC=O,1,168.27999999999997,3.4921000000000024,17.07,0,1,1,8,0.7272727272727273,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0518,CCCC/C=C\CCC=O,1,140.22599999999997,2.711900000000001,17.07,0,1,1,6,0.6666666666666666,0,0,0,0,1,0,0,0,0,0,0,Fruity / Fatty / Aldehydic
SML0520,C[C@@H]1CC[C@H](C[C@H]1O)C(=C)C,1,154.25299999999996,2.3596000000000004,20.23,1,1,1,1,0.8,0,1,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0521,CC(=C)[C@H]1CCC2(C(C1)O2)C,5,152.237,2.520100000000001,12.53,0,1,1,1,0.8,0,2,0,0,0,0,0,1,0,0,0,Fermented / Solvent
SML0522,CC(=C)[C@H]1CCC(=CC1)C=O,3,150.221,2.4879000000000007,17.07,0,1,1,2,0.5,0,1,0,0,1,0,0,0,0,0,0,Smoky
SML0524,C[C@H]1CC[C@@H](C[C@@H]1O)C(=C)C,4,154.25299999999996,2.3596000000000004,20.23,1,1,1,1,0.8,0,1,0,0,0,0,1,0,0,0,0,Roasted / Phenolic / Spice
SML0525,CC(=C)C1CCC2(C(C1)O2)C,5,152.237,2.520100000000001,12.53,0,1,1,1,0.8,0,2,0,0,0,0,0,1,0,0,0,Fermented / Solvent
SML0526,CC(=C)[C@@H]1CCC(=CC1)C=O,3,150.221,2.4879000000000007,17.07,0,1,1,2,0.5,0,1,0,0,1,0,0,0,0,0,0,Smoky
SML0527,CCSCC,5,90.191,1.7593999999999999,0.0,0,1,0,2,1.0,0,0,0,0,0,0,0,0,0,0,1,Fermented / Solvent
SML0528,C(CCCCO)CCCCO,1,160.25699999999998,1.7016999999999998,40.46,2,2,2,8,1.0,0,0,0,0,0,0,1,0,0,0,0,Fruity / Fatty / Aldehydic
SML0531,CCCCC/C(=C\C1=CC=CC=C1)/C(OC)OC,3,248.36599999999999,4.269200000000004,18.46,0,2,2,8,0.5,1,1,0,0,0,0,0,1,1,0,0,Smoky
SML0532,COC(C1=CC=CC=C1)OC,3,152.19299999999996,1.978,18.46,0,2,2,3,0.3333333333333333,1,1,0,0,0,0,0,1,1,0,0,Smoky
SML0533,CC1=C(C(=C(C(=C1C)C)C=O)C)C,3,176.259,3.0412000000000017,17.07,0,1,1,1,0.4166666666666667,1,1,0,0,1,0,0,0,1,0,0,Smoky
