cluster,n,tag,obs,tag_total,exp,obs_exp,p,fdr
0,138,aldehydic,11,37,8.927,1.232,0.26015263904341124,1.0
0,138,cucumber,3,12,2.895,1.036,0.583641363316037,1.0
0,138,musk,1,34,8.203,0.122,0.9999395652375873,1.0
0,138,natural,1,9,2.171,0.461,0.9183321735796751,1.0
0,138,animal,3,28,6.755,0.444,0.9811015222337152,1.0
0,138,anisic,0,12,2.895,0.0,1.0,1.0
0,138,vanilla,0,17,4.101,0.0,1.0,1.0
0,138,hawthorn,0,5,1.206,0.0,1.0,1.0
0,138,caramellic,6,21,5.066,1.184,0.3956433615438906,1.0
0,138,meaty,8,39,9.409,0.85,0.7660847876367878,1.0
0,138,popcorn,0,5,1.206,0.0,1.0,1.0
0,138,fishy,4,12,2.895,1.382,0.3233830156989183,1.0
0,138,almond,0,10,2.413,0.0,1.0,1.0
0,138,tea,0,6,1.448,0.0,1.0,1.0
0,138,warm,0,13,3.136,0.0,1.0,1.0
0,138,hyacinth,0,7,1.689,0.0,1.0,1.0
0,138,tobacco,0,11,2.654,0.0,1.0,1.0
0,138,coumarinic,2,10,2.413,0.829,0.7381697572137009,1.0
0,138,cherry,2,15,3.619,0.553,0.9111825215164759,1.0
0,138,chemical,0,6,1.448,0.0,1.0,1.0
0,138,chicken,2,12,2.895,0.691,0.8276335642070853,1.0
0,138,lemon,2,12,2.895,0.691,0.8276335642070853,1.0
0,138,horseradish,2,5,1.206,1.658,0.34868801371764857,1.0
0,138,sulfurous,14,46,11.098,1.261,0.19210661476850857,1.0
0,138,geranium,3,11,2.654,1.13,0.518576776411757,1.0
0,138,cabbage,2,9,2.171,0.921,0.680230200776756,1.0
0,138,aromatic,0,6,1.448,0.0,1.0,1.0
0,138,jasmine,4,24,5.79,0.691,0.8707513979175868,1.0
0,138,brothy,2,5,1.206,1.658,0.34868801371764857,1.0
0,138,grapefruit,0,10,2.413,0.0,1.0,1.0
0,138,ozone,1,5,1.206,0.829,0.7499427195523114,1.0
0,138,anise,1,6,1.448,0.691,0.8108032216718547,1.0
0,138,amber,2,8,1.93,1.036,0.6123249803260667,1.0
0,138,berry,4,21,5.066,0.79,0.7875788350394884,1.0
