sml,group,in_I,in_II,rate_I,rate_II,MolWt,LogP,WaterAff,TPSA,HBD,HBA,AromaticRings,RotBonds,RingCount,FracCSP3,Heteroatoms,OxygenAtoms,Tb,VP,carboxylic acid,ester,aldehyde,ketone,alcohol,ether,aromatic ring,amine,sulfur
SML0019,shared,True,True,0.03225806451612903,0.018867924528301886,200.32199999999997,3.6902000000000026,-3.6902000000000026,26.3,0,2,0,9,0,0.9166666666666666,2,2,532.3799999999999,-3.611309147837968,0,1,0,0,0,1,0,0,0
SML0020,shared,True,True,0.04838709677419355,0.018867924528301886,228.37599999999995,4.470400000000004,-4.470400000000004,26.3,0,2,0,11,0,0.9285714285714286,2,2,578.1399999999999,-4.316827256556175,0,1,0,0,0,1,0,0,0
SML0021,Class II only,False,True,0.0,0.018867924528301886,284.484,6.030800000000006,-6.030800000000006,26.3,0,2,0,15,0,0.9444444444444444,2,2,669.6600000000001,-5.727863473992591,0,1,0,0,0,1,0,0,0
SML0022,Class II only,False,True,0.0,0.016172506738544475,312.538,6.811000000000008,-6.811000000000008,26.3,0,2,0,17,0,0.95,2,2,715.4200000000001,-6.433381582710798,0,1,0,0,0,1,0,0,0
SML0023,shared,True,True,0.06451612903225806,0.018867924528301886,172.26799999999997,2.910000000000001,-2.910000000000001,26.3,0,2,0,7,0,0.9,2,2,486.61999999999995,-2.9057910391197637,0,1,0,0,0,1,0,0,0
SML0024,shared,True,True,0.03225806451612903,0.018867924528301886,256.4299999999999,5.250600000000005,-5.250600000000005,26.3,0,2,0,13,0,0.9375,2,2,623.9000000000001,-5.0223453652743855,0,1,0,0,0,1,0,0,0
SML0025,Class I only,True,False,0.04838709677419355,0.013477088948787063,164.20399999999998,2.1293,-2.1293,29.46,1,2,1,3,1,0.2,2,2,559.78,-4.033756616782001,0,0,0,0,1,1,1,0,0
SML0026,shared,True,True,0.41935483870967744,0.05660377358490566,222.37199999999999,4.3979000000000035,-4.3979000000000035,20.23,1,1,0,7,0,0.6,1,1,647.0999999999999,-5.3800381127014445,0,0,0,0,1,0,0,0,0
SML0027,shared,True,True,0.1774193548387097,0.05390835579514825,154.253,2.671400000000001,-2.671400000000001,20.23,1,1,0,4,0,0.6,1,1,528.6600000000001,-3.5539549659229426,0,0,0,0,1,0,0,0,0
SML0029,Class I only,True,False,0.03225806451612903,0.01078167115902965,102.13299999999998,1.1171,-1.1171,37.3,1,1,0,2,0,0.8,2,2,459.07,-2.4810309015501266,1,0,0,0,0,0,0,0,0
SML0030,Class I only,True,False,0.016129032258064516,0.0,90.07799999999999,-0.5482,0.5482,57.53,2,2,0,1,0,0.6666666666666666,3,3,505.48999999999995,-3.196724752220999,1,0,0,0,1,0,0,0,0
SML0031,shared,True,True,0.08064516129032258,0.1347708894878706,204.31299999999996,3.361600000000002,-3.361600000000002,17.07,0,1,1,3,1,0.5,1,1,596.5699999999999,-4.6009771416889675,0,0,1,0,0,0,1,0,0
SML0032,shared,True,True,0.03225806451612903,0.016172506738544475,154.25300000000001,2.6698000000000013,-2.6698000000000013,20.23,1,1,0,4,0,0.6,1,1,518.0699999999999,-3.3906805609551562,0,0,0,0,1,0,0,0,0
SML0033,shared,True,True,0.03225806451612903,0.026954177897574125,210.31699999999998,2.853000000000002,-2.853000000000002,37.3,1,2,0,5,1,0.7692307692307693,2,2,658.3399999999999,-5.553334081713522,0,0,1,0,1,0,0,0,0
SML0034,shared,True,True,0.016129032258064516,0.05121293800539083,232.283,1.8551,-1.8551,54.120000000000005,2,2,2,4,2,0.3076923076923077,4,2,724.24,-6.56936649789643,0,0,0,0,0,1,1,0,0
SML0035,shared,True,True,0.04838709677419355,0.0215633423180593,214.34899999999996,4.080300000000003,-4.080300000000003,26.3,0,2,0,10,0,0.9230769230769231,2,2,555.26,-3.9640682021970735,0,1,0,0,0,1,0,0,0
SML0036,shared,True,True,0.04838709677419355,0.018867924528301886,270.45699999999994,5.640700000000005,-5.640700000000005,26.3,0,2,0,14,0,0.9411764705882353,2,2,646.78,-5.3751044196334865,0,1,0,0,0,1,0,0,0
SML0037,shared,True,True,0.03225806451612903,0.018867924528301886,298.51099999999997,6.420900000000007,-6.420900000000007,26.3,0,2,0,16,0,0.9473684210526315,2,2,692.54,-6.080622528351692,0,1,0,0,0,1,0,0,0
SML0038,shared,True,True,0.0967741935483871,0.0215633423180593,158.24099999999999,2.5199000000000007,-2.5199000000000007,26.3,0,2,0,6,0,0.8888888888888888,2,2,463.73999999999995,-2.5530319847606595,0,1,0,0,0,1,0,0,0
SML0039,shared,True,True,0.04838709677419355,0.018867924528301886,242.40299999999993,4.8605000000000045,-4.8605000000000045,26.3,0,2,0,12,0,0.9333333333333333,2,2,601.02,-4.669586310915279,0,1,0,0,0,1,0,0,0
SML0041,shared,True,True,0.04838709677419355,0.0215633423180593,142.242,2.935900000000001,-2.935900000000001,17.07,0,1,0,7,0,0.8888888888888888,1,1,454.18,-2.4056379043553715,0,0,1,0,0,0,0,0,0
SML0043,shared,True,True,0.1774193548387097,0.016172506738544475,284.4839999999999,6.332500000000007,-6.332500000000007,37.3,1,1,0,16,0,0.9444444444444444,2,2,756.95,-7.073682436186915,1,0,0,0,0,0,0,0,0
SML0044,Class I only,True,False,0.016129032258064516,0.013477088948787063,128.215,2.5458000000000007,-2.5458000000000007,17.07,0,1,0,6,0,0.875,1,1,431.3,-2.0528788499962682,0,0,1,0,0,0,0,0,0
SML0045,shared,True,True,0.1935483870967742,0.016172506738544475,256.4299999999999,5.552300000000005,-5.552300000000005,37.3,1,1,0,14,0,0.9375,2,2,711.19,-6.368164327468707,1,0,0,0,0,0,0,0,0
SML0046,Class II only,False,True,0.0,0.02425876010781671,136.14999999999998,1.5076999999999998,-1.5076999999999998,26.3,0,2,1,2,1,0.125,2,2,413.14,-1.7728917683895669,0,0,1,0,0,1,1,0,0
SML0048,shared,True,True,0.1935483870967742,0.018867924528301886,242.40299999999993,5.162200000000004,-5.162200000000004,37.3,1,1,0,13,0,0.9333333333333333,2,2,688.31,-6.015405273109604,1,0,0,0,0,0,0,0,0
SML0049,Class I only,True,False,0.016129032258064516,0.0,74.079,0.481,-0.481,37.3,1,1,0,1,0,0.6666666666666666,2,2,413.75,-1.7822966208003648,1,0,0,0,0,0,0,0,0
SML0051,shared,True,True,0.1935483870967742,0.0215633423180593,228.37599999999995,4.772100000000004,-4.772100000000004,37.3,1,1,0,12,0,0.9285714285714286,2,2,665.4300000000001,-5.662646218750501,1,0,0,0,0,0,0,0,0
SML0052,Class I only,True,False,0.04838709677419355,0.013477088948787063,170.296,3.7161000000000026,-3.7161000000000026,17.07,0,1,0,9,0,0.9090909090909091,1,1,499.94,-3.1111560130735776,0,0,1,0,0,0,0,0,0
SML0055,Class II only,False,True,0.0,0.029649595687331536,130.23100000000002,2.3392000000000013,-2.3392000000000013,20.23,1,1,0,6,0,1.0,1,1,474.82,-2.7238611072387577,0,0,0,0,1,0,0,0,0
SML0056,Class II only,False,True,0.0,0.0215633423180593,134.182,1.5263,-1.5263,25.78,0,2,1,0,2,0.5,2,0,528.44,-3.55056305193872,0,0,0,0,0,0,1,0,0
SML0057,Class I only,True,False,0.12903225806451613,0.008086253369272238,130.187,2.0414,-2.0414,37.3,1,1,0,5,0,0.8571428571428571,2,2,505.27,-3.193332838236777,1,0,0,0,0,0,0,0,0
SML0058,Class I only,True,False,0.04838709677419355,0.0026954177897574125,116.15999999999998,1.6513,-1.6513,37.3,1,1,0,4,0,0.8333333333333334,2,2,482.39,-2.840573783877674,1,0,0,0,0,0,0,0,0
SML0059,shared,True,True,0.03225806451612903,0.018867924528301886,106.12799999999997,1.1196,-1.1196,25.78,0,2,1,1,1,0.0,2,0,467.64,-2.6131613690264173,0,0,0,0,0,0,1,0,0
SML0060,shared,True,True,0.03225806451612903,0.0215633423180593,186.295,3.3001000000000023,-3.3001000000000023,26.3,0,2,0,8,0,0.9090909090909091,2,2,509.49999999999994,-3.258550093478866,0,1,0,0,0,1,0,0,0
SML0061,shared,True,True,0.24193548387096775,0.029649595687331536,144.214,2.4314999999999998,-2.4314999999999998,37.3,1,1,0,6,0,0.875,2,2,528.1500000000001,-3.5460918925958826,1,0,0,0,0,0,0,0,0
SML0062,Class I only,True,False,0.016129032258064516,0.013477088948787063,108.14399999999999,1.09344,-1.09344,25.78,0,2,1,0,1,0.3333333333333333,2,0,475.94,-2.741129032976616,0,0,0,0,0,0,1,0,0
SML0063,Class I only,True,False,0.016129032258064516,0.01078167115902965,110.11599999999999,0.48519999999999985,-0.48519999999999985,35.010000000000005,0,3,1,1,1,0.2,3,1,470.49999999999994,-2.6572562508213036,0,0,0,0,0,1,1,0,0
SML0064,shared,True,True,0.08064516129032258,0.0431266846361186,122.12699999999998,0.6791999999999999,-0.6791999999999999,42.85,0,3,1,1,1,0.16666666666666666,3,1,524.8299999999999,-3.4949048270158003,0,0,0,1,0,0,1,0,0
SML0065,Class II only,False,True,0.0,0.016172506738544475,94.11699999999999,0.7850199999999999,-0.7850199999999999,25.78,0,2,1,0,1,0.2,2,0,448.08,-2.3115893802473932,0,0,0,0,0,0,1,0,0
SML0066,Class II only,False,True,0.0,0.02425876010781671,166.224,1.9987,-1.9987,35.010000000000005,0,3,1,3,1,0.5555555555555556,3,1,566.56,-4.138289238659392,0,0,0,0,0,1,1,0,0
SML0069,shared,True,True,0.04838709677419355,0.02425876010781671,178.23099999999997,2.4323000000000006,-2.4323000000000006,18.46,0,2,1,4,1,0.2727272727272727,2,2,529.44,-3.565980842776094,0,0,0,0,0,1,1,0,0
SML0071,shared,True,True,0.016129032258064516,0.018867924528301886,138.17,1.0475999999999999,-1.0475999999999999,35.010000000000005,0,3,1,2,1,0.42857142857142855,3,1,521.24,-3.439554957909631,0,0,0,0,0,1,1,0,0
SML0073,shared,True,True,0.08064516129032258,0.05929919137466307,148.20499999999998,2.3791,-2.3791,17.07,0,1,1,3,1,0.3,1,1,503.29999999999995,-3.1629597902871516,0,0,1,0,0,0,1,0,0
SML0074,shared,True,True,0.1774193548387097,0.04851752021563342,154.253,2.671400000000001,-2.671400000000001,20.23,1,1,0,4,0,0.6,1,1,528.6600000000001,-3.5539549659229426,0,0,0,0,1,0,0,0,0
SML0076,Class II only,False,True,0.0,0.016172506738544475,238.37099999999995,4.390500000000004,-4.390500000000004,26.3,0,2,0,0,1,0.8,2,2,658.56,-5.556725995697745,0,1,0,0,0,1,0,0,0
SML0077,shared,True,True,0.016129032258064516,0.03504043126684636,130.18699999999998,1.7397,-1.7397,26.3,0,2,0,4,0,0.8571428571428571,2,2,417.98,-1.8475138760424543,0,1,0,0,0,1,0,0,0
SML0078,Class II only,False,True,0.0,0.016172506738544475,98.145,1.5196,-1.5196,17.07,0,1,0,0,1,0.8333333333333334,1,1,428.91999999999996,-2.016184507803318,0,0,0,1,0,0,0,0,0
SML0079,Class II only,False,True,0.0,0.02425876010781671,114.18799999999999,2.1557000000000004,-2.1557000000000004,17.07,0,1,0,4,0,0.8571428571428571,1,1,413.63,-1.7804464858998803,0,0,0,1,0,0,0,0,0
SML0080,shared,True,True,0.04838709677419355,0.08355795148247978,120.15099999999995,1.8892,-1.8892,17.07,0,1,1,1,1,0.125,1,1,463.19,-2.5445521998001057,0,0,0,1,0,0,1,0,0
SML0081,shared,True,True,0.016129032258064516,0.016172506738544475,129.22799999999998,1.9286,-1.9286,12.36,0,2,0,0,1,0.8333333333333334,2,0,453.15999999999997,-2.3899117577012494,0,0,0,0,0,0,0,0,1
SML0082,Class II only,False,True,0.0,0.016172506738544475,297.267,3.325540000000003,-3.325540000000003,129.42000000000002,0,6,1,3,1,0.5,9,6,978.03,-10.482247634513422,0,0,0,0,0,0,1,1,0
SML0083,shared,True,True,0.03225806451612903,0.07816711590296496,156.26899999999998,2.4395000000000007,-2.4395000000000007,20.23,1,1,0,1,1,1.0,1,1,530.3499999999999,-3.5800110324381014,0,0,0,0,1,0,0,0,0
SML0085,shared,True,True,0.016129032258064516,0.04582210242587601,154.253,3.102000000000002,-3.102000000000002,17.07,0,1,0,7,0,0.7,1,1,481.22,-2.822534968597948,0,0,1,0,0,0,0,0,0
SML0086,Class I only,True,False,0.016129032258064516,0.013477088948787063,182.307,2.9737000000000022,-2.9737000000000022,20.23,1,1,0,1,2,1.0,1,1,575.47,-4.275661755020391,0,0,0,0,1,0,0,0,0
SML0088,Class I only,True,False,0.03225806451612903,0.01078167115902965,116.15999999999998,1.5072,-1.5072,37.3,1,1,0,3,0,0.8333333333333334,2,2,481.95,-2.83378995590923,1,0,0,0,0,0,0,0,0
SML0089,shared,True,True,0.16129032258064516,0.06199460916442048,272.43199999999996,4.764300000000004,-4.764300000000004,17.07,0,1,0,0,4,0.8421052631578947,1,1,740.75,-6.823914224621464,0,0,0,1,0,0,0,0,0
SML0090,shared,True,True,0.04838709677419355,0.016172506738544475,190.28599999999994,3.1156000000000015,-3.1156000000000015,17.07,0,1,1,3,1,0.46153846153846156,1,1,574.13,-4.25500191529831,0,0,1,0,0,0,1,0,0
SML0091,Class I only,True,False,0.016129032258064516,0.0026954177897574125,116.15999999999998,1.3496000000000001,-1.3496000000000001,26.3,0,2,0,3,0,0.8333333333333334,2,2,395.09999999999997,-1.4947548216833506,0,1,0,0,0,1,0,0,0
SML0093,shared,True,True,0.016129032258064516,0.016172506738544475,100.161,1.335,-1.335,20.23,1,1,0,3,0,0.6666666666666666,1,1,433.21999999999997,-2.082481008404024,0,0,0,0,1,0,0,0,0
SML0094,shared,True,True,0.25806451612903225,0.029649595687331536,152.237,2.878000000000001,-2.878000000000001,17.07,0,1,0,4,0,0.5,1,1,485.14,-2.8829727086804517,0,0,1,0,0,0,0,0,0
SML0095,Class I only,True,False,0.03225806451612903,0.01078167115902965,156.269,3.3260000000000023,-3.3260000000000023,17.07,0,1,0,8,0,0.9,1,1,477.06,-2.758396958714474,0,0,1,0,0,0,0,0,0
SML0096,Class I only,True,False,0.03225806451612903,0.005390835579514825,86.08999999999999,0.1644,-0.1644,34.14,0,2,0,1,0,0.5,2,2,398.86,-1.5527257152318754,0,0,0,1,0,0,0,0,0
SML0097,Class I only,True,False,0.016129032258064516,0.005390835579514825,114.21299999999998,2.0916,-2.0916,0.0,0,1,0,4,0,0.3333333333333333,1,0,399.02,-1.5551925617658542,0,0,0,0,0,0,0,0,1
SML0099,shared,True,True,0.24193548387096775,0.03504043126684636,270.36899999999997,3.377500000000002,-3.377500000000002,52.6,0,4,0,0,1,0.8666666666666667,4,4,713.3499999999999,-6.401466755677432,0,1,0,0,0,1,0,0,0
SML0100,shared,True,True,0.45161290322580644,0.16442048517520216,206.24099999999996,2.349,-2.349,35.53,0,3,1,4,1,0.25,3,3,588.1199999999999,-4.470696809113162,0,1,0,0,0,1,1,0,0
SML0102,Class II only,False,True,0.0,0.029649595687331536,270.41599999999994,4.684400000000005,-4.684400000000005,17.07,0,1,0,0,4,0.7368421052631579,1,1,749.56,-6.959744961898723,0,0,0,1,0,0,0,0,0
SML0103,shared,True,True,0.3548387096774194,0.14016172506738545,196.29,3.242200000000002,-3.242200000000002,26.3,0,2,0,5,0,0.5833333333333334,2,2,540.46,-3.7358848978039485,0,1,0,0,0,1,0,0,0
SML0104,Class II only,False,True,0.0,0.018867924528301886,124.13899999999997,1.4008,-1.4008,29.46,1,2,1,1,1,0.14285714285714285,2,2,489.48,-2.9498859209146526,0,0,0,0,1,1,1,0,0
SML0107,Class I only,True,False,0.016129032258064516,0.01078167115902965,196.29,2.7643000000000013,-2.7643000000000013,26.3,0,2,0,1,2,0.9166666666666666,2,2,541.27,-3.74837330838222,0,1,0,0,0,1,0,0,0
SML0109,Class I only,True,False,0.04838709677419355,0.005390835579514825,88.10599999999998,0.727,-0.727,37.3,1,1,0,1,0,0.75,2,2,436.19,-2.1282718471910242,1,0,0,0,0,0,0,0,0
SML0110,shared,True,True,0.5161290322580645,0.22911051212938005,164.20399999999998,2.4339000000000013,-2.4339000000000013,29.46,1,2,1,2,1,0.2,2,2,567.26,-4.149081692245554,0,0,0,0,1,1,1,0,0
SML0111,Class I only,True,False,0.03225806451612903,0.0026954177897574125,48.11000000000001,0.546,-0.546,0.0,1,1,0,0,0,1.0,1,0,285.34,0.19750190062675327,0,0,0,0,0,0,0,0,1
SML0113,Class I only,True,False,0.03225806451612903,0.008086253369272238,172.268,2.910000000000002,-2.910000000000002,26.3,0,2,0,7,0,0.9,2,2,486.61999999999995,-2.9057910391197637,0,1,0,0,0,1,0,0,0
SML0114,shared,True,True,0.3064516129032258,0.12398921832884097,120.15099999999997,1.428,-1.428,17.07,0,1,1,2,1,0.125,1,1,457.97999999999996,-2.46422550953739,0,0,1,0,0,0,1,0,0
SML0116,shared,True,True,0.03225806451612903,0.016172506738544475,154.25300000000001,2.5037000000000007,-2.5037000000000007,20.23,1,1,0,1,1,0.8,1,1,541.04,-3.7448272164896235,0,0,0,0,1,0,0,0,0
SML0117,Class I only,True,False,0.03225806451612903,0.008086253369272238,196.29,3.0745000000000013,-3.0745000000000013,26.3,0,2,0,2,1,0.75,2,2,552.8399999999999,-3.926757148370629,0,1,0,0,0,1,0,0,0
SML0118,shared,True,True,0.016129032258064516,0.05929919137466307,136.14999999999998,1.4732,-1.4732,26.3,0,2,1,1,1,0.125,2,2,467.54,-2.61161958994268,0,1,0,0,0,1,1,0,0
SML0119,shared,True,True,0.016129032258064516,0.0431266846361186,182.135,1.8114200000000005,-1.8114200000000005,86.28,0,4,1,2,1,0.14285714285714285,6,4,700.0799999999999,-6.196872671265488,0,0,0,0,0,0,1,1,0
SML0120,shared,True,True,0.1774193548387097,0.39892183288409705,258.405,4.525200000000004,-4.525200000000004,9.23,0,1,1,0,3,0.6666666666666666,1,1,688.8999999999999,-6.024501769703653,0,0,0,0,0,1,1,0,0
SML0123,shared,True,True,0.016129032258064516,0.0215633423180593,152.19699999999997,1.6086,-1.6086,35.010000000000005,0,3,1,2,1,0.5,3,1,543.6800000000001,-3.785530184300291,0,0,0,0,0,1,1,0,0
SML0124,shared,True,True,0.03225806451612903,0.0215633423180593,166.224,1.6837,-1.6837,35.010000000000005,0,3,1,3,1,0.5555555555555556,3,1,566.56,-4.138289238659392,0,0,0,0,0,1,1,0,0
SML0125,Class I only,True,False,0.016129032258064516,0.0,102.13299999999998,1.2612,-1.2612,37.3,1,1,0,3,0,0.8,2,2,459.51,-2.4878147295185706,1,0,0,0,0,0,0,0,0
SML0133,shared,True,True,0.03225806451612903,0.029649595687331536,150.18099999999998,1.2415999999999998,-1.2415999999999998,42.85,0,3,1,2,1,0.375,3,1,575.5699999999999,-4.277203534104126,0,0,0,1,0,0,1,0,0
SML0134,Class II only,False,True,0.0,0.018867924528301886,108.14399999999998,1.039,-1.039,25.78,0,2,1,1,1,0.3333333333333333,2,0,470.96,-2.6643484346064965,0,0,0,0,0,0,1,0,0
SML0135,shared,True,True,0.5967741935483871,0.7088948787061995,218.33999999999995,3.904200000000003,-3.904200000000003,17.07,0,1,0,1,2,0.6666666666666666,1,1,637.45,-5.231256431120793,0,0,0,1,0,0,0,0,0
SML0136,shared,True,True,0.03225806451612903,0.08355795148247978,192.21399999999994,1.7927999999999995,-1.7927999999999995,35.53,0,3,1,3,2,0.36363636363636365,3,3,601.45,-4.676215960975351,0,0,1,0,0,1,1,0,0
SML0137,shared,True,True,0.03225806451612903,0.05121293800539083,152.23699999999997,2.2797,-2.2797,20.23,1,1,0,1,1,0.6,1,1,536.16,-3.669588397203241,0,0,0,0,1,0,0,0,0
SML0138,Class I only,True,False,0.08064516129032258,0.0026954177897574125,170.25199999999998,2.8436000000000003,-2.8436000000000003,37.3,1,1,0,5,0,0.7,2,2,577.51,-4.307114048328631,1,0,0,0,0,0,0,0,0
SML0140,shared,True,True,0.04838709677419355,0.026954177897574125,144.258,2.7293000000000016,-2.7293000000000016,20.23,1,1,0,7,0,1.0,1,1,497.7,-3.076620161597861,0,0,0,0,1,0,0,0,0
SML0141,shared,True,True,0.04838709677419355,0.03504043126684636,194.27399999999997,2.850500000000001,-2.850500000000001,26.3,0,2,0,2,1,0.5833333333333334,2,2,547.96,-3.851518329084249,0,1,0,0,0,1,0,0,0
SML0142,shared,True,True,0.22580645161290322,0.03773584905660377,158.241,2.821600000000001,-2.821600000000001,37.3,1,1,0,7,0,0.8888888888888888,2,2,551.03,-3.898850946954984,1,0,0,0,0,0,0,0,0
SML0143,shared,True,True,0.016129032258064516,0.016172506738544475,128.21499999999997,2.1136000000000004,-2.1136000000000004,20.23,1,1,0,5,0,0.75,1,1,471.06,-2.665890213690233,0,0,0,0,1,0,0,0,0
SML0145,shared,True,True,0.06451612903225806,0.016172506738544475,96.944,1.9352,-1.9352,0.0,0,0,0,0,0,0.0,2,0,324.38,-0.40440865366430456,0,0,0,0,0,0,0,0,0
SML0146,shared,True,True,0.04838709677419355,0.0215633423180593,172.268,2.1527000000000003,-2.1527000000000003,37.3,1,2,0,6,0,0.9,2,2,565.5699999999999,-4.123025625730393,0,0,1,0,1,0,0,0,0
SML0147,shared,True,True,0.1935483870967742,0.39622641509433965,258.405,4.792620000000005,-4.792620000000005,17.07,0,1,1,1,2,0.6111111111111112,1,1,709.0799999999999,-6.335632788801848,0,0,0,1,0,0,1,0,0
SML0148,shared,True,True,0.016129032258064516,0.05929919137466307,244.378,4.410500000000004,-4.410500000000004,17.07,0,1,1,1,2,0.5882352941176471,1,1,687.8,-6.0075421997825424,0,0,0,1,0,0,1,0,0
SML0149,Class II only,False,True,0.0,0.02425876010781671,206.32899999999992,3.738100000000003,-3.738100000000003,17.07,0,1,0,0,2,0.7857142857142857,1,1,618.96,-4.94618147853776,0,0,0,1,0,0,0,0,0
SML0150,shared,True,True,0.3387096774193548,0.03504043126684636,152.237,2.878000000000001,-2.878000000000001,17.07,0,1,0,4,0,0.5,1,1,485.14,-2.8829727086804517,0,0,1,0,0,0,0,0,0
SML0151,Class II only,False,True,0.0,0.03234501347708895,156.26899999999998,2.751300000000001,-2.751300000000001,20.23,1,1,0,5,0,0.8,1,1,524.1800000000001,-3.4848832629715094,0,0,0,0,1,0,0,0,0
SML0152,shared,True,True,0.0967741935483871,0.03234501347708895,149.237,3.2026800000000017,-3.2026800000000017,23.79,0,1,0,3,0,0.5,1,0,538.56,-3.706591095212938,0,0,0,0,0,0,0,0,0
SML0153,shared,True,True,0.03225806451612903,0.029649595687331536,136.154,0.9876199999999999,-0.9876199999999999,42.85,0,3,1,1,1,0.2857142857142857,3,1,552.69,-3.924444479745024,0,0,0,1,0,0,1,0,0
SML0156,shared,True,True,0.06451612903225806,0.03504043126684636,164.204,1.9137999999999997,-1.9137999999999997,37.3,1,2,1,3,1,0.3,2,2,589.5699999999999,-4.493052605827353,0,0,0,1,1,0,1,0,0
SML0158,Class II only,False,True,0.0,0.016172506738544475,102.17699999999999,1.559,-1.559,20.23,1,1,0,4,0,1.0,1,1,429.05999999999995,-2.0183429985205503,0,0,0,0,1,0,0,0,0
SML0159,Class II only,False,True,0.0,0.026954177897574125,116.204,1.9491,-1.9491,20.23,1,1,0,5,0,1.0,1,1,451.94,-2.371102052879654,0,0,0,0,1,0,0,0,0
SML0161,Class I only,True,False,0.1935483870967742,0.005390835579514825,223.10999999999999,2.804900000000001,-2.804900000000001,37.3,1,1,0,6,0,0.875,3,2,593.8699999999999,-4.5593491064280585,1,0,0,0,0,0,0,0,0
SML0162,Class I only,True,False,0.016129032258064516,0.0,195.05599999999998,2.0246999999999997,-2.0246999999999997,37.3,1,1,0,4,0,0.8333333333333334,3,2,548.1099999999999,-3.853830997709853,1,0,0,0,0,0,0,0,0
SML0164,shared,True,True,0.0967741935483871,0.03504043126684636,135.14199999999997,-0.02100000000000013,0.02100000000000013,40.129999999999995,0,2,1,2,1,0.125,2,2,462.48999999999995,-2.533759746213944,0,0,0,0,0,0,1,0,0
SML0168,shared,True,True,0.016129032258064516,0.04043126684636118,150.22099999999998,2.4879000000000007,-2.4879000000000007,17.07,0,1,0,1,1,0.5,1,1,516.47,-3.36601209561536,0,0,0,1,0,0,0,0,0
SML0169,shared,True,True,0.1774193548387097,0.026954177897574125,198.30599999999998,3.298000000000002,-3.298000000000002,18.46,0,2,0,6,0,0.6666666666666666,2,2,526.6400000000001,-3.522811028431448,0,0,0,0,0,1,0,0,0
SML0170,shared,True,True,0.03225806451612903,0.016172506738544475,108.13999999999997,1.6952,-1.6952,9.23,0,1,1,1,1,0.14285714285714285,1,1,408.86,-1.706903623605609,0,0,0,0,0,1,1,0,0
SML0171,shared,True,True,0.016129032258064516,0.016172506738544475,130.18699999999998,1.5956000000000001,-1.5956000000000001,26.3,0,2,0,3,0,0.8571428571428571,2,2,417.53999999999996,-1.8407300480740094,0,1,0,0,0,1,0,0,0
SML0172,Class II only,False,True,0.0,0.029649595687331536,156.26899999999998,2.751300000000001,-2.751300000000001,20.23,1,1,0,5,0,0.8,1,1,524.1800000000001,-3.4848832629715094,0,0,0,0,1,0,0,0,0
SML0174,Class II only,False,True,0.0,0.026954177897574125,154.253,2.9579000000000013,-2.9579000000000013,17.07,0,1,0,5,0,0.7,1,1,480.66,-2.8139010057290186,0,0,1,0,0,0,0,0,0
