sml,pref,MolWt,LogP,TPSA,HBD,HBA,AromaticRings,RotBonds,RingCount,FracCSP3,Heteroatoms,carboxylic acid,ester,aldehyde,ketone,alcohol,ether,aromatic ring,amine,sulfur
SML0567,I,142.19799999999998,1.5807,34.14,0,2,0,4,0,0.75,2,0,0,0,1,0,0,0,0,0
SML0568,I,142.19799999999998,1.7247999999999999,34.14,0,2,0,5,0,0.75,2,0,0,0,1,0,0,0,0,0
SML0569,I,156.225,2.1149,34.14,0,2,0,6,0,0.7777777777777778,2,0,0,0,1,0,0,0,0,0
SML0570,II,190.28599999999994,3.1875000000000018,17.07,0,1,1,4,1,0.46153846153846156,1,0,0,1,0,0,0,1,0,0
SML0571,II,190.28599999999997,3.0166000000000013,17.07,0,1,1,4,1,0.46153846153846156,1,0,0,1,0,0,0,1,0,0
SML0572,II,136.19399999999996,2.1300000000000003,20.23,1,1,1,2,1,0.3333333333333333,1,0,0,0,0,1,0,1,0,0
SML0573,I,166.176,1.3681999999999999,35.53,0,3,1,4,1,0.2222222222222222,3,0,1,0,0,0,1,1,0,0
SML0574,I,184.323,3.962100000000003,17.07,0,1,0,9,0,0.9166666666666666,1,0,0,1,0,0,0,0,0,0
SML0575,I,146.18899999999996,2.2888,17.07,0,1,1,2,1,0.1,1,0,0,1,0,0,0,1,0,0
SML0576,II,152.237,2.567800000000001,17.07,0,1,0,1,1,0.7,1,0,0,0,1,0,0,0,0,0
SML0577,I,176.25899999999996,2.8443000000000014,17.07,0,1,1,5,1,0.4166666666666667,1,0,0,1,0,0,0,1,0,0
SML0578,I,148.20499999999996,2.0641,17.07,0,1,1,3,1,0.3,1,0,0,1,0,0,0,1,0,0
SML0579,I,162.232,2.3725200000000006,17.07,0,1,1,3,1,0.36363636363636365,1,0,0,1,0,0,0,1,0,0
SML0580,II,196.20199999999997,1.50962,56.51,0,4,1,2,1,0.4,4,0,1,0,0,0,1,0,0,0
SML0581,II,174.19599999999997,0.7025999999999999,44.760000000000005,0,4,0,3,1,0.875,4,0,1,0,0,0,1,0,0,0
SML0582,I,214.30499999999995,2.5349000000000004,35.53,0,3,0,5,1,0.9166666666666666,3,0,1,0,0,0,1,0,0,0
SML0583,I,186.25099999999998,1.7783000000000002,35.53,0,3,0,7,0,0.7,3,0,1,0,0,0,1,0,0,0
SML0584,I,196.29,3.2406000000000024,26.3,0,2,0,5,0,0.5833333333333334,2,0,1,0,0,0,1,0,0,0
SML0585,I,194.27399999999997,1.8825,26.3,0,2,0,2,3,0.9166666666666666,2,0,0,1,0,0,1,0,0,0
SML0586,II,204.313,3.676600000000003,17.07,0,1,1,3,1,0.5,1,0,0,1,0,0,0,1,0,0
SML0587,I,150.22099999999998,2.8240200000000013,20.23,1,1,1,1,1,0.4,1,0,0,0,0,1,0,1,0,0
SML0588,I,170.296,3.2839000000000023,20.23,1,1,0,6,0,0.8181818181818182,1,0,0,0,0,1,0,0,0,0
SML0589,I,228.37599999999995,3.380400000000003,29.46,1,2,0,5,1,1.0,2,0,0,0,0,1,1,0,0,0
SML0590,I,144.258,2.583600000000001,20.23,1,1,0,4,0,1.0,1,0,0,0,0,1,0,0,0,0
SML0591,II,206.32899999999992,3.904200000000003,17.07,0,1,0,3,1,0.6428571428571429,1,0,0,0,1,0,0,0,0,0
SML0592,II,192.30199999999996,3.5141000000000027,17.07,0,1,0,2,1,0.6153846153846154,1,0,0,0,1,0,0,0,0,0
SML0593,I,244.33099999999996,3.189300000000002,52.6,0,4,0,9,0,0.8461538461538461,4,0,1,0,0,0,1,0,0,0
SML0594,II,176.25900000000001,2.7531000000000008,9.23,0,1,1,1,2,0.5,1,0,0,0,0,0,1,1,0,0
SML0595,II,122.16699999999999,2.0036199999999997,9.23,0,1,1,1,1,0.25,1,0,0,0,0,0,1,1,0,0
SML0596,II,164.248,3.022100000000002,17.07,0,1,0,3,1,0.5454545454545454,1,0,0,0,1,0,0,0,0,0
SML0597,I,182.17499999999995,1.1874,55.760000000000005,1,4,1,2,1,0.2222222222222222,4,0,1,0,0,1,1,1,0,0
SML0598,II,178.23099999999997,2.736900000000001,18.46,0,2,1,3,1,0.2727272727272727,2,0,0,0,0,0,1,1,0,0
SML0599,II,236.39899999999992,5.1966000000000045,17.07,0,1,0,0,1,0.8125,1,0,0,0,1,0,0,0,0,0
SML0600,II,208.34499999999997,3.6976000000000027,20.23,1,1,0,4,1,0.7142857142857143,1,0,0,0,0,1,0,0,0,0
SML0601,II,236.39899999999992,5.052500000000005,17.07,0,1,0,0,1,0.8125,1,0,0,0,1,0,0,0,0,0
SML0602,I,160.17299999999997,-1.0770999999999993,92.42,3,3,0,3,0,0.6666666666666666,5,1,0,0,0,0,0,0,1,0
SML0603,I,264.281,0.9723999999999999,84.5,2,4,1,7,1,0.3076923076923077,6,0,0,0,1,0,1,1,0,0
SML0604,I,264.32099999999997,2.9575400000000003,66.76,2,3,1,3,2,0.5333333333333333,4,1,0,0,0,1,1,1,0,0
SML0605,I,104.06099999999998,-1.3676,74.60000000000001,2,3,0,2,0,0.3333333333333333,4,1,0,0,1,1,0,0,0,0
SML0606,I,329.20900000000006,-0.8174000000000001,154.84000000000003,3,10,2,2,4,0.5,12,0,0,0,0,1,1,0,1,0
SML0607,II,296.451,4.339700000000004,35.53,0,3,0,6,2,0.9444444444444444,3,0,1,0,0,0,1,0,0,0
SML0608,I,106.07699999999997,-1.5757999999999999,77.76,3,3,0,2,0,0.6666666666666666,4,1,0,0,0,1,0,0,0,0
SML0609,I,302.41400000000004,3.0598000000000023,54.370000000000005,1,3,0,1,4,0.7894736842105263,3,0,0,0,1,1,0,0,0,0
SML0610,I,288.431,4.167300000000004,34.14,0,2,0,0,4,0.8947368421052632,2,0,0,0,1,0,0,0,0,0
SML0611,I,189.167,-0.5594999999999994,103.7,3,3,0,5,0,0.5714285714285714,6,1,0,0,0,0,0,0,0,0
SML0612,I,342.297,-5.5545999999999935,197.36999999999998,8,11,0,8,1,0.9166666666666666,11,0,0,1,0,1,1,0,0,0
SML0613,I,1060.2279999999994,-3.9884000000000217,418.77999999999986,12,13,2,27,5,0.54,26,1,0,0,0,1,0,1,1,0
SML0614,I,98.105,0.011419999999999875,48.65,2,1,1,0,1,0.25,3,0,0,0,0,0,0,0,0,0
SML0615,I,271.248,3.203300000000002,92.22000000000001,4,4,3,1,3,0.0,5,0,0,0,0,1,0,1,0,0
SML0616,I,75.06700000000001,-0.9702999999999999,63.31999999999999,2,2,0,1,0,0.5,3,1,0,0,0,0,0,0,1,0
SML0617,I,146.09799999999998,-0.49509999999999993,91.67,2,3,0,4,0,0.4,5,1,0,0,1,0,0,0,0,0
SML0618,I,60.05599999999999,-0.9762,69.11,2,1,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0
SML0619,I,141.17399999999998,-0.7282000000000002,74.92999999999999,3,3,1,3,1,0.5,4,0,0,0,0,1,0,0,1,0
SML0620,I,167.12800000000001,-1.4783000000000008,120.41999999999999,4,4,2,0,2,0.0,7,0,0,0,0,0,0,0,1,0
SML0621,II,85.106,-0.10360000000000008,29.1,1,1,0,0,1,0.75,2,0,0,0,0,0,0,0,0,0
SML0622,I,288.43100000000004,3.8792000000000035,37.3,1,2,0,0,4,0.8421052631578947,2,0,0,0,1,1,0,0,0,0
SML0623,I,288.387,2.5800000000000023,60.69,3,3,1,0,4,0.6666666666666666,3,0,0,0,0,1,0,1,0,0
SML0624,I,372.41700000000003,3.2087000000000026,93.06000000000002,2,6,2,10,2,0.3333333333333333,6,0,0,0,1,1,1,1,0,0
SML0625,I,264.28099999999995,0.06400000000000056,109.49,3,3,1,7,1,0.3076923076923077,6,1,0,0,0,0,0,1,0,0
SML0626,II,288.43100000000004,3.8792000000000035,37.3,1,2,0,0,4,0.8421052631578947,2,0,0,0,1,1,0,0,0,0
SML0627,I,327.553,5.356400000000005,49.33,2,2,0,18,0,0.95,3,0,0,0,0,1,0,0,0,0
SML0628,I,286.41499999999996,4.087400000000003,34.14,0,2,0,0,4,0.7894736842105263,2,0,0,0,1,0,0,0,0,0
SML0629,I,299.499,4.576200000000004,49.33,2,2,0,16,0,0.9444444444444444,3,0,0,0,0,1,0,0,0,0
SML0630,I,342.297,-5.397199999999994,189.52999999999997,8,11,0,4,2,1.0,11,0,0,0,0,1,1,0,0,0
SML0631,I,288.212,-3.1536999999999984,162.08,5,8,1,3,2,0.5,10,1,0,0,0,1,1,0,0,0
SML0632,I,151.165,1.3505999999999998,49.33,2,2,1,1,1,0.125,3,0,0,0,0,1,0,1,0,0
SML0633,II,304.47400000000005,6.216700000000006,37.3,1,1,0,14,0,0.55,2,1,0,0,0,0,0,0,0,0
SML0634,I,296.45099999999996,5.095700000000004,49.83,1,2,0,14,1,0.8333333333333334,3,1,0,0,0,0,1,0,0,0
SML0635,I,300.44200000000006,5.602600000000005,37.3,1,1,0,5,1,0.45,2,1,0,0,0,0,0,0,0,0
SML0636,I,253.254,0.5325999999999995,95.86,3,4,1,5,1,0.3333333333333333,6,1,0,0,0,1,1,1,0,0
SML0637,I,274.404,3.4891000000000023,37.3,1,2,0,0,4,0.8333333333333334,2,0,0,0,1,1,0,0,0,0
SML0638,I,187.28699999999995,-0.1588999999999986,67.15,3,3,0,8,0,0.8888888888888888,4,0,0,0,0,0,0,0,1,0
SML0639,I,90.07799999999999,-1.4615,57.53,2,3,0,2,0,0.6666666666666666,3,0,0,1,0,1,0,0,0,0
SML0640,I,188.231,-1.157999999999998,127.72,4,3,0,6,0,0.7142857142857143,6,1,0,0,0,0,0,0,1,0
SML0641,I,187.28699999999998,-0.1588999999999986,67.15,3,3,0,8,0,0.8888888888888888,4,0,0,0,0,0,0,0,1,0
SML0642,I,145.15800000000002,-0.012699999999999989,66.4,2,2,0,4,0,0.6666666666666666,4,1,0,0,0,0,0,0,0,0
SML0643,I,104.10900000000001,-1.6429999999999998,89.33999999999999,3,3,0,2,0,0.6666666666666666,4,1,0,0,0,0,0,0,1,0
SML0644,I,202.25799999999998,-0.9451999999999972,104.94,3,3,0,5,0,0.75,6,1,0,0,0,0,0,0,1,0
SML0645,I,132.119,-0.8705999999999992,92.42,3,2,0,3,0,0.5,5,1,0,0,0,0,0,0,0,0
SML0646,I,146.14600000000002,-0.6245999999999992,92.42,3,2,0,3,0,0.6,5,1,0,0,0,0,0,0,0,0
SML0647,I,130.191,-0.13859999999999972,55.120000000000005,2,2,0,4,0,0.8333333333333334,3,0,0,0,0,0,0,0,1,0
SML0648,I,205.34799999999993,2.1858,43.09,1,3,0,5,1,0.875,4,0,0,0,0,0,0,0,0,1
SML0649,I,111.14800000000001,-0.08910000000000007,54.7,2,2,1,2,1,0.4,3,0,0,0,0,0,0,0,1,0
SML0650,I,74.079,-0.43229999999999996,37.3,1,2,0,1,0,0.6666666666666666,2,0,0,0,1,1,0,0,0,0
SML0651,I,183.20699999999997,0.39289999999999986,75.71000000000001,3,4,1,3,1,0.3333333333333333,4,0,0,0,0,1,1,1,1,0
SML0652,II,278.308,3.7703200000000034,86.28,0,4,1,2,2,0.5714285714285714,6,0,0,0,0,0,0,1,1,0
