cluster,n,tag,obs,tag_total,exp,obs_exp,p,fdr
1,108,cognac,1,9,1.745,0.573,0.858521408816319,1.0
1,108,clean,3,20,3.878,0.774,0.779522321528608,1.0
1,108,milky,2,13,2.521,0.793,0.7529534504965043,1.0
1,108,creamy,5,42,8.144,0.614,0.9376880069742497,1.0
1,108,odorless,1,13,2.521,0.397,0.9413583149739122,1.0
1,108,apricot,1,13,2.521,0.397,0.9413583149739122,1.0
1,108,pineapple,5,30,5.817,0.86,0.724480546241632,1.0
1,108,banana,5,27,5.235,0.955,0.6270097404545946,1.0
1,108,orris,3,11,2.133,1.407,0.3621390169301116,1.0
1,108,clove,0,9,1.745,0.0,1.0,1.0
1,108,phenolic,1,37,7.174,0.139,0.9997458470796055,1.0
1,108,cinnamon,1,9,1.745,0.573,0.858521408816319,1.0
1,108,smoky,0,14,2.715,0.0,1.0,1.0
1,108,savory,2,17,3.296,0.607,0.873552242521735,1.0
1,108,muguet,1,5,0.969,1.031,0.661102096722969,1.0
1,108,lily,2,10,1.939,1.031,0.6075776302934395,1.0
1,108,rose,9,50,9.695,0.928,0.6632736360561247,1.0
1,108,brown,1,8,1.551,0.645,0.8238735905672543,1.0
1,108,coffee,0,23,4.46,0.0,1.0,1.0
1,108,beefy,0,6,1.163,0.0,1.0,1.0
1,108,tropical,5,43,8.338,0.6,0.9458505771120396,1.0
1,108,ripe,1,14,2.715,0.368,0.9530004142070325,1.0
1,108,aldehydic,8,36,6.98,1.146,0.3961891558112221,1.0
1,108,vegetable,10,43,8.338,1.199,0.31085548037452465,1.0
1,108,hawthorn,0,5,0.969,0.0,1.0,1.0
1,108,anisic,1,12,2.327,0.43,0.9268656330910346,1.0
1,108,vanilla,0,17,3.296,0.0,1.0,1.0
1,108,caramellic,2,24,4.654,0.43,0.9644987813605547,1.0
1,108,meaty,5,35,6.786,0.737,0.8443246286020152,1.0
1,108,fishy,2,12,2.327,0.86,0.7104680542919044,1.0
1,108,tea,0,6,1.163,0.0,1.0,1.0
1,108,warm,2,13,2.521,0.793,0.7529534504965043,1.0
1,108,hyacinth,0,7,1.357,0.0,1.0,1.0
1,108,tobacco,3,11,2.133,1.407,0.3621390169301116,1.0
1,108,mint,3,11,2.133,1.407,0.3621390169301116,1.0
1,108,chemical,0,6,1.163,0.0,1.0,1.0
1,108,almond,0,9,1.745,0.0,1.0,1.0
1,108,cherry,0,15,2.908,0.0,1.0,1.0
1,108,chicken,2,12,2.327,0.86,0.7104680542919044,1.0
1,108,lemon,3,12,2.327,1.289,0.42037699478555307,1.0
1,108,onion,2,28,5.429,0.368,0.9835056646523065,1.0
1,108,garlic,1,19,3.684,0.271,0.9845637066216407,1.0
1,108,horseradish,0,5,0.969,0.0,1.0,1.0
1,108,sulfurous,8,45,8.725,0.917,0.6752172561790164,1.0
1,108,lavender,2,7,1.357,1.474,0.40682838778983194,1.0
1,108,estery,2,13,2.521,0.793,0.7529534504965043,1.0
1,108,alliaceous,1,16,3.102,0.322,0.969850931337267,1.0
1,108,cabbage,2,9,1.745,1.146,0.5466910445747365,1.0
1,108,aromatic,1,6,1.163,0.86,0.7274082082336926,1.0
1,108,jasmine,3,13,2.521,1.19,0.47679837516660495,1.0
1,108,bergamot,1,5,0.969,1.031,0.661102096722969,1.0
1,108,strawberry,1,13,2.521,0.397,0.9413583149739122,1.0
1,108,ozone,0,5,0.969,0.0,1.0,1.0
1,108,anise,2,6,1.163,1.719,0.32957153916935206,1.0
1,108,jammy,0,6,1.163,0.0,1.0,1.0
1,108,berry,1,21,4.072,0.246,0.9901437386571897,1.0
1,108,gasoline,2,5,0.969,2.063,0.2498552028587071,1.0
1,108,plum,0,11,2.133,0.0,1.0,1.0
1,108,rum,1,7,1.357,0.737,0.7808381783076693,1.0
1,108,cooked,0,5,0.969,0.0,1.0,1.0
1,108,lactonic,2,11,2.133,0.938,0.6621195443741791,1.0
2,121,waxy,43,96,20.855,2.062,1.5683862656806472e-08,2.19979499592573e-06
2,121,oily,33,65,14.12,2.337,2.8815013021651318e-08,3.359007232238211e-06
2,121,fatty,42,107,23.244,1.807,2.8607670818022322e-06,0.00017956814913466318
2,121,cognac,8,9,1.955,4.092,3.028428333340305e-05,0.0013728875111142717
2,121,citrus,31,76,16.51,1.878,3.8265540173732926e-05,0.0016434042516718982
