column,category,n_odorant,n_background,pct_odorant,pct_background,odds_ratio,ci_lo,ci_hi,p,q
murcko_framework,O1CCCCC1OC2COC(OC3COC(OC4CC5=CCC6C(CCC7CCCC76)C5CC4)CC3)CC2,0,86,0.0,0.011868469754032865,1.4084402588957758,0.08737399914182166,22.703595833567586,1.0,1.0
murcko_framework,O1c2ccc(cc2OC1)-c3c4ccccc4cc5c3COC5,0,30,0.0,0.004140163867685883,3.9947376690823586,0.24421917283070577,65.3426545500901,1.0,1.0
murcko_framework,O1CCCCC1OCC2OC(OCC34CCCCC4C5=CCC6C(CCC7CC(OC8OC(COC9OCCCC9OC%10OCCCC%10)CCC8)CCC76)C5CC3)C(OC%11OCC(OC%12OCCC(OC%13OCCCC%13)C%12)CC%11)CC2,0,33,0.0,0.004554180254454471,3.6369849089845876,0.22279718329341747,59.370854840481435,1.0,1.0
murcko_framework,O(Cc1ccccc1)Cc2ccccc2,4,98,0.13454423141607805,0.013524535301107218,9.9602147359449,3.6625788851370076,27.086345631685386,0.0008599864072087945,0.060780120401378326
murcko_framework,o1ccc(c1)C2OCC=C3C2CCC4C3CC5CCCC4C5,0,37,0.0,0.005106202103479255,3.249021915811894,0.19946756836778803,52.921602723717264,1.0,1.0
murcko_framework,o1ccc2c1ccc3C=CCOc32,0,34,0.0,0.004692185716710667,3.5315601825789646,0.21646778956224189,57.615580352157025,1.0,1.0
murcko_framework,c1ccc2c(c1)CNC2,0,158,0.0,0.021804863036478984,0.7685676684530387,0.04785228394794532,12.344160241837384,1.0,1.0
murcko_framework,N1CC2CCCC34C1C(CC23)C5CCC6CC5C4C6,0,631,0.0,0.08708144668365973,0.19277662636477058,0.012041915265791892,3.0861226683892027,0.19445382264617153,1.0
murcko_framework,O1CCC2CC3C(CCCC43OC4)CC12,0,49,0.0,0.006762267650553609,2.46133947512794,0.15178372761905926,39.91331684136583,1.0,1.0
murcko_framework,O1CCCCC1OC2CCOC(OC3COC(OC4CCC5C(CCC6C5CCC7C8CC9(OCCCC9)OC8CC67)C4)CC3)C2OC%10OCCCC%10,0,99,0.0,0.013662540763363413,1.2244009690287658,0.07603626007927378,19.716352847912173,1.0,1.0
murcko_framework,c1ccc(cc1)CNCN2CC3C4=CC=CCN4CC(C2)C3,0,69,0.0,0.009522376895677531,1.7529919565272618,0.10853642524166467,28.312898575819585,1.0,1.0
murcko_framework,O1CC(Cc2ccccc2)CC1c3ccccc3,0,144,0.0,0.019872786564892237,0.843047263515145,0.05246731553229439,13.546122596703292,1.0,1.0
