rank,taxid,mean_share_odorant,mean_share_background,share_ratio,ratio_ci_lo,ratio_ci_hi,p,n_molecules,n_odorant_molecules,n_background_molecules,q,taxon
kingdom,1783275,2.241167558651355e-06,9.432896454565675e-05,0.023759060320932425,0.0,0.08687873681927342,0.5960201989900505,111,1957,263882,0.6811659417029149,Thermoproteati
phylum,35493,0.8378010814100924,0.6098595139048606,1.373760779832306,1.3533561470042426,1.3920973195508273,4.999750012499375e-05,171123,1957,263882,0.0002444322228333028,Streptophyta
phylum,201174,0.022782528016248204,0.06935576480617835,0.32848787811534147,0.2632556126065454,0.40253581844419395,4.999750012499375e-05,26156,1957,263882,0.0002444322228333028,Actinomycetota
phylum,3041,0.0017616098768269927,0.00255591169596003,0.6892295534354568,0.44932432483005375,0.9922438949535335,0.4487775611219439,2785,1957,263882,0.8227588620568972,Chlorophyta
phylum,6040,0.004599005248267828,0.05011002290096776,0.09177815099699363,0.05909568594587539,0.13055796245550608,4.999750012499375e-05,20392,1957,263882,0.0002444322228333028,Porifera
phylum,1239,0.0008010414383959597,0.004511713151435282,0.1775470672689219,0.10949204281976722,0.27020337955949647,0.011399430028498575,2871,1957,263882,0.038582686250302874,Bacillota
phylum,4890,0.018851420081037164,0.10269832938471712,0.1835611172448391,0.15318353828698494,0.21937733529926284,4.999750012499375e-05,42163,1957,263882,0.0002444322228333028,Ascomycota
phylum,1224,0.007246729237054099,0.0112444295834614,0.6444728194761233,0.4583193044996838,0.8611903742758295,0.07464626768661567,7442,1957,263882,0.1728650409584784,Pseudomonadota
phylum,976,0.0022756675795689357,0.0009137714630488689,2.490412178091003,0.8533989534584473,4.650616530438995,0.03384830758462077,547,1957,263882,0.09308284585770711,Bacteroidota
phylum,5204,0.012388145638717794,0.02870100858065444,0.4316275368478817,0.3448048880371497,0.536334914908347,4.999750012499375e-05,16703,1957,263882,0.0002444322228333028,Basidiomycota
phylum,6656,0.013560024044147617,0.005900697724784041,2.298037397711963,1.829777849884064,2.846054998757163,4.999750012499375e-05,9676,1957,263882,0.0002444322228333028,Arthropoda
phylum,6073,0.002389497562983384,0.031726778793604,0.0753148492801008,0.058268527978832356,0.09867995880107036,4.999750012499375e-05,13798,1957,263882,0.0002444322228333028,Cnidaria
phylum,7711,0.05324448524341965,0.015542859227203998,3.425655760313914,2.990746676239548,3.936650611307446,4.999750012499375e-05,12495,1957,263882,0.0002444322228333028,Chordata
phylum,1117,0.0011479371444117407,0.013703992142291947,0.08376662307540933,0.04367517564785951,0.13733416618392716,4.999750012499375e-05,5799,1957,263882,0.0002444322228333028,Cyanobacteriota
phylum,2763,0.0037514901894309853,0.01128709915883885,0.3323697379315764,0.2263874191242443,0.47595637176893835,0.0015499225038748063,7480,1957,263882,0.006199690015499224,Rhodophyta
phylum,6447,0.003654725763594211,0.00828750810661073,0.44099211929324467,0.2785243575266641,0.6642299800740097,0.013899305034748262,7297,1957,263882,0.042531206772994684,Mollusca
phylum,2818505,0.0008834901301841014,0.003651000940578556,0.24198573064297788,0.023852071412074283,0.6032118171819881,0.03654817259137043,1606,1957,263882,0.09459527023648817,Myxococcota
phylum,7586,0.001263856125854576,0.008735002410987232,0.14468869799793616,0.11576352251341353,0.17586824444219926,0.0004999750012499375,5928,1957,263882,0.0021998900054997247,Echinodermata
phylum,1913637,0.00033418548036569516,0.001024220841543309,0.32628264023815434,0.1725040188007313,0.536234097829242,0.30428478576071194,1142,1957,263882,0.5821100249335359,Mucoromycota
